User,Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,Sentiment1,Positive,Negative,Neutral
CA_Bagai,"#Foreign #investors are looking to relocate to #India from #China - @BAGAILEGAL - 461,589 hectares have been identified across the country for the purpose of luring businesses moving out of China. #japan #covid19 #BAGAILEGAL #Tax #Acquisitions #Blockchain #IndiaEntry #Compliance",2020-05-06 12:09:38+00:00,0,0,#Foreign #investors #India #China #japan #covid19 #BAGAILEGAL #Tax #Acquisitions #Blockchain #IndiaEntry #Compliance,Delhi,Foreign investors are looking to relocate to India from China 461 589 hectares have been identified across the country for the purpose of luring businesses moving out of China japan covid19 BAGAILEGAL Tax Acquisitions Blockchain IndiaEntry Compliance,-1,995,327,461
FaiHaider,No fresh #COVID19 case in #noida today. Total cases: 192. #StayHomeStaySafe,2020-05-06 12:05:00+00:00,1,11,#COVID19 #noida #StayHomeStaySafe,Delhi,No fresh COVID19 case in noida today Total cases 192 StayHomeStaySafe,-1,995,328,461
VKr_Tweet,"Gujarat always had a leadership crisis because. 1. @vijayrupanibjp isn't the most meritorious pick as CM. 2. CM and Dy CM never in sync. 3. Plus too much centralize decision making from Delhi, robots can't take real decision at the wake of real enemy #COVID19",2020-05-06 12:01:10+00:00,0,0,#COVID19,Delhi,Gujarat always had a leadership crisis because 1 isn t the most meritorious pick as CM 2 CM and Dy CM never in sync 3 Plus too much centralize decision making from Delhi robots can t take real decision at the wake of real enemy COVID19,1,996,328,461
adwasal,Reminder: exchange as less currency as possible while buying essential items. Use digital payment method and apps. #StaySafe #COVID19,2020-05-06 11:57:30+00:00,0,1,#StaySafe #COVID19,Delhi,Reminder exchange as less currency as possible while buying essential items Use digital payment method and apps StaySafe COVID19,-1,996,329,461
visualhousetvh,Judges' Choice Award goes to Ashish Sen and Lakshita Chauhan. Our heartiest congratulations to all of you #TheVisualHouse #WhereVisionariesWork #CreateAtHomeByTVH #Covid19 #corona #lockdownfestival #quarantine #photographycompetition,2020-05-06 11:49:48+00:00,0,0,#TheVisualHouse #WhereVisionariesWork #CreateAtHomeByTVH #Covid19 #corona #lockdownfestival #quarantine #photographycompetition,Delhi,Judges Choice Award goes to Ashish Sen and Lakshita Chauhan Our heartiest congratulations to all of you TheVisualHouse WhereVisionariesWork CreateAtHomeByTVH Covid19 corona lockdownfestival quarantine photographycompetition,0,996,329,462
BharatShaktiBSI,Our Editor-in-Chief @nitingokhale interacts with @HardeepSPuri @MoCA_GoI on the most complex evacuation operation ever undertaken by India in wake of #COVID19. Do listen in https://stratnewsglobal.com/india-will-come-back-stronger-better-able-to-take-on-the-world-post-crisis-hardeep-puri/ @skchatts @neelanjana01 @RRaviishankarr @CaptDKS @IndianDiplomacy @DrSJaishankar,2020-05-06 11:49:45+00:00,8,13,#COVID19,Delhi,Our Editor in Chief interacts with GoI on the most complex evacuation operation ever undertaken by India in wake of COVID19 Do listen in,1,997,329,462
EcoWiseWasteMan,You have been notified! #COVID19 #India #economy #business #government #NarendraModi,2020-05-06 11:44:12+00:00,1,3,#COVID19 #India #economy #business #government #NarendraModi,Delhi,You have been notified COVID19 India economy business government NarendraModi,0,997,329,463
VaisakhJayapal,"No #COVID19 positive case reported in the Kerala today. Number of total cases in the state is at 502, including 30 active cases: Pinarayi Vijayan, Kerala Chief Minister",2020-05-06 11:42:10+00:00,0,0,#COVID19,Delhi,No COVID19 positive case reported in the Kerala today Number of total cases in the state is at 502 including 30 active cases Pinarayi Vijayan Kerala Chief Minister,1,998,329,463
radical1184,"It z very dangerous. Earlier, it was told that #Corona showed symptoms and if the person was asymptomatic, the infection seemed mild. This is absolutely opposite to well known trajectory #COVID19 ",2020-05-06 11:35:12+00:00,0,0,#Corona #COVID19,Delhi,It z very dangerous Earlier it was told that Corona showed symptoms and if the person was asymptomatic the infection seemed mild This is absolutely opposite to well known trajectory COVID19,-1,998,330,463
Abhishe70707357,"This Pandemic taught us that we are in it together. So, why not to feed foodless. A small initiative by kindbeings NGO to feed migrant workers by providing raw ration and in this Smollan india and it's team mumbai is helping us. @davesmol #FeedTheNeedy #COVID19 @narendramodi",2020-05-06 11:20:59+00:00,1,4,#FeedTheNeedy #COVID19,Delhi,This Pandemic taught us that we are in it together So why not to feed foodless A small initiative by kindbeings NGO to feed migrant workers by providing raw ration and in this Smollan india and it s team mumbai is helping us FeedTheNeedy COVID19,-1,998,331,463
DD_Bharati,#IndiaFightsCorona: Some important guidelines to be followed by shop owners of essential commodities to prevent the spread of #COVID19 #StayHome #StaySafe,2020-05-06 10:56:14+00:00,4,13,#IndiaFightsCorona #COVID19 #StayHome #StayHome #StaySafe,Delhi,IndiaFightsCorona Some important guidelines to be followed by shop owners of essential commodities to prevent the spread of COVID19 StayHome StaySafe,1,999,331,463
guha_shubhomoy,"#IndiaFightsCorona @htTweets #AarogyaSetu App Is Our Bridge To Prevent Spread Of #COVID19 In India. It Will Help Us To Stay Informed With Latest Updates Against #COVID19, &amp; Enable The Government To Plan Initiatives. ",2020-05-06 10:36:32+00:00,0,1,#IndiaFightsCorona #AarogyaSetu #COVID19 #COVID19,Delhi,IndiaFightsCorona AarogyaSetu App Is Our Bridge To Prevent Spread Of COVID19 In India It Will Help Us To Stay Informed With Latest Updates Against COVID19 amp Enable The Government To Plan Initiatives,1,1000,331,463
Dishank_09,#COVID19 Delhi complexes / markets are opening ?? Nehru Place is set to open from tomorrow? These channels are posting this ! Please clear if every market is opening? @DelhiPolice @DCPSEastDelhi @MoHFW_INDIA @AmitShahOffice @PIBHomeAffairs @DMSouthDelhi @ArvindKejriwal @msisodia,2020-05-06 10:32:45+00:00,0,0,#COVID19,Delhi,COVID19 Delhi complexes markets are opening Nehru Place is set to open from tomorrow These channels are posting this Please clear if every market is opening INDIA,1,1001,331,463
NirbhedNGO,Distribution of Raw food at different locations with the help of volunteers..... More the number of Volunteers more people would be benefitted. #COVID19 #FightAgainstCoronavirus #JoinUs #Volunteer @KapilSharmaK9 @remodsouza #lockdownextension,2020-05-06 10:20:47+00:00,11,13,#COVID19 #FightAgainstCoronavirus #JoinUs #Volunteer #lockdownextension,Delhi,Distribution of Raw food at different locations with the help of volunteers More the number of Volunteers more people would be benefitted COVID19 FightAgainstCoronavirus JoinUs Volunteer lockdownextension,1,1002,331,463
ProfessorDrKKP1,"#COVID19 Find the the link below of Gujarat to try Ayurvedic drugs on select COVID-19 patients. A proposal for clinical trial was sent to H.M. on 31March 2020, in which the line of treatment was suggested by me - (1) Dasmool Kwath &amp; (2) Trikatu Churn. ",2020-05-06 09:45:32+00:00,0,1,#COVID19,Delhi,COVID19 Find the the link below of Gujarat to try Ayurvedic drugs on select COVID 19 patients A proposal for clinical trial was sent to H M on 31March 2020 in which the line of treatment was suggested by me 1 Dasmool Kwath amp 2 Trikatu Churn,0,1002,331,464
BTVI,"Death toll due to #COVID19 touches 1,694; number of cases rise to 49,391: @MoHFW_INDIA",2020-05-06 09:30:52+00:00,3,4,#COVID19,Delhi,Death toll due to COVID19 touches 1 694 number of cases rise to 49 391 INDIA,-1,1002,332,464
manojg747153,"@EU_Commission @coe WHO and the Indian govt #COVID19 is asking for the PPE, they are asking for the EU standard directive 86/686/EEC for goggles and face shield. Maybe the correct guideline is reguliation (EC) 2016/425 on PPE and repealing council directive 89/686/EEC",2020-05-06 09:25:54+00:00,0,0,#COVID19,Delhi,Commission WHO and the Indian govt COVID19 is asking for the PPE they are asking for the EU standard directive 86 686 EEC for goggles and face shield Maybe the correct guideline is reguliation EC 2016 425 on PPE and repealing council directive 89 686 EEC,0,1002,332,465
tiwarianurag07,@elonmusk the person who learned Making Rocket with the help of book. Launched Electric vehicles without any formal Degree. Now I am Hoping he ll launch #COVID19 Vaccine soon. I think busy in Reading book related to this. ,2020-05-06 09:09:39+00:00,0,1,#COVID19,Delhi,the person who learned Making Rocket with the help of book Launched Electric vehicles without any formal Degree Now I am Hoping he ll launch COVID19 Vaccine soon I think busy in Reading book related to this,1,1003,332,465
manojg747153,"@HandSinEU @WHO @aniljauhri WHO and the Indian govt #COVID19 is asking for the PPE, they are asking for the EU standard directive 86/686/EEC for goggles and face shield. Maybe the correct guideline is reguliation (EC) 2016/425 on PPE and repealing council directive 89/686/EEC",2020-05-06 09:09:31+00:00,0,0,#COVID19,Delhi,WHO and the Indian govt COVID19 is asking for the PPE they are asking for the EU standard directive 86 686 EEC for goggles and face shield Maybe the correct guideline is reguliation EC 2016 425 on PPE and repealing council directive 89 686 EEC,0,1003,332,466
NASSCOMGTD,"#Indian #Tech #Industry delivering ""essential services"" to ensure #Global #BusinessContinuity &amp; #ValueCreation. Read all about it here. #COVID19 #WorldFightsCorona",2020-05-06 08:48:46+00:00,1,2,#Indian #Tech #Industry #Global #BusinessContinuity #ValueCreation #COVID19 #WorldFightsCorona,Delhi,Indian Tech Industry delivering essential services to ensure Global BusinessContinuity amp ValueCreation Read all about it here COVID19 WorldFightsCorona,0,1003,332,467
stylintellect,#Repost lakmefashionwk • • • • • • Learn how to make a perfect one-shoulder dress using the button masala technique with Anuj Sharma. #LakmeFashionWeek #LFWSkillShare #LFW #5DaysOfFashion #Coronavirus #covid19… https://www.instagram.com/p/B_1xLGrAmu7/?igshid=1mwd72u4e264f,2020-05-06 08:45:36+00:00,0,0,#Repost #LakmeFashionWeek #LFWSkillShare #LFW #5DaysOfFashion #Coronavirus #covid19,Delhi,Repost lakmefashionwk Learn how to make a perfect one shoulder dress using the button masala technique with Anuj Sharma LakmeFashionWeek LFWSkillShare LFW 5DaysOfFashion Coronavirus covid19,1,1004,332,467
KR_AMITSINGH,13 new cases of #COVID19 have been reported in Agra today. Total number of positive cases rise to 653. 225 patients have recovered so far: Agra District Magistrate @agrapolice @Indianewsup @pushkarhardoi,2020-05-06 08:21:17+00:00,0,0,#COVID19,Delhi,13 new cases of COVID19 have been reported in Agra today Total number of positive cases rise to 653 225 patients have recovered so far Agra District Magistrate,1,1005,332,467
RajeevKrSharma8,Omg.....very critical situation this is. #COVID19 ,2020-05-06 08:00:19+00:00,2,10,#COVID19,Delhi,Omg very critical situation this is COVID19,0,1005,332,468
raiv2207,@VidurMahajan1 Sir thank you for your information on #COVID19 ,2020-05-06 07:40:11+00:00,0,1,#COVID19,Delhi,Sir thank you for your information on COVID19,0,1005,332,469
theCanonFanboy,Nothing will be the same again... One tiny virus has changed EVERYTHING! #memories #covid19 #coronavirus,2020-05-06 07:32:34+00:00,0,4,#memories #covid19 #coronavirus,Delhi,Nothing will be the same again One tiny virus has changed EVERYTHING memories covid19 coronavirus,0,1005,332,470
MdSadre65228894,"Congress Party president smt sonia Gandhi ji, holds a meeting with Congress chief Minister to review how states are taking #covid19 and the lockdown assess their needs. #CongressForIndia @Aicc Office Akbar Road https://www.instagram.com/p/B_1o5OoJjIi/?igshid=nwy4h5vibm7s",2020-05-06 07:31:14+00:00,0,0,#covid19 #CongressForIndia,Delhi,Congress Party president smt sonia Gandhi ji holds a meeting with Congress chief Minister to review how states are taking covid19 and the lockdown assess their needs CongressForIndia Office Akbar Road,0,1005,332,471
pujab29,"One of the top most activities that's helpful in easing anxiety and stress is BAKING, so if you are not already doing it this quarantine, its time to get going with it, and who knows your improvisations can lead to an insight into undiscovered talent! #anxiety #therapy #COVID19 ",2020-05-06 07:28:19+00:00,1,3,#anxiety #therapy #COVID19,Delhi,One of the top most activities that s helpful in easing anxiety and stress is BAKING so if you are not already doing it this quarantine its time to get going with it and who knows your improvisations can lead to an insight into undiscovered talent anxiety therapy COVID19,1,1006,332,471
DPCPV,"#'Feluda': #Made-in-India paper-based strip for #rapid, mass testing for #COVID19. #CRIS-IGIB http://toi.in/DnPwPZ63/a24gj via @timesofindia",2020-05-06 07:04:21+00:00,0,0,#Made #rapid #COVID19 #CRIS,Delhi,Feluda Made in India paper based strip for rapid mass testing for COVID19 CRIS IGIB via,0,1006,332,472
DhanrajReddy7,Beauty of India stands for its humanity. Gulmohar a society of Gaziabad is contributing all that is possible to help the poor and needy with food during this pandemic. #Narendermodi #foodsafety #Humanity #COVID19 #StayHomeStaySafe – at Nehru Nagar,2020-05-06 06:33:35+00:00,0,1,#Narendermodi #foodsafety #Humanity #COVID19 #StayHomeStaySafe,Delhi,Beauty of India stands for its humanity Gulmohar a society of Gaziabad is contributing all that is possible to help the poor and needy with food during this pandemic Narendermodi foodsafety Humanity COVID19 StayHomeStaySafe at Nehru Nagar,-1,1006,333,472
NirbhedNGO,Our students are our strength and driving Force.... The smile on the face of our students is most important to us... #wednesdaymorning #smile #happiness #COVID19 #FightAgainstCoronavirus @KapilSharmaK9 @KapilSharmaFC9 @k_satyarthi,2020-05-06 06:14:56+00:00,4,5,#wednesdaymorning #smile #happiness #COVID19 #FightAgainstCoronavirus,Delhi,Our students are our strength and driving Force The smile on the face of our students is most important to us wednesdaymorning smile happiness COVID19 FightAgainstCoronavirus satyarthi,1,1007,333,472
vikassinghSrAdv,#COVID19 -The first lockdown was justified only to identify the hotspots and to ramp up medical infrastructure. The second and the third lockdown are going to do much more harm than good.,2020-05-06 06:13:57+00:00,1,4,#COVID19,Delhi,COVID19 The first lockdown was justified only to identify the hotspots and to ramp up medical infrastructure The second and the third lockdown are going to do much more harm than good,1,1008,333,472
khandelwals1,Be ready for high inflation amid #Covid19,2020-05-06 06:13:02+00:00,0,0,#Covid19,Delhi,Be ready for high inflation amid Covid19,1,1009,333,472
The_DailyReport,"@PIBHomeAffairs issues SOPs for movement of #Indian Nationals stranded outside the country, as well as, for those persons stranded in India who are desirous to travel abroad for urgent. #homeministry #India #Citizens #travel #Corona #lockdownextension #NarendraModi #COVID19 ",2020-05-06 06:00:28+00:00,0,0,#Indian #homeministry #India #Citizens #travel #Corona #lockdownextension #NarendraModi #COVID19,Delhi,issues SOPs for movement of Indian Nationals stranded outside the country as well as for those persons stranded in India who are desirous to travel abroad for urgent homeministry India Citizens travel Corona lockdownextension NarendraModi COVID19,0,1009,333,473
ompsychiatrist,"How to handle #Depression during #COVID19 #lockdown times? #कोविड19 #लॉकडाऊन_3 के दौरान #डिप्रेशन (#अवसाद) से कैसे मुकाबला करे? Worthy reading, Good news story by @Simranjeet_ST @NavbharatTimes @NBTDilli with inputs from @ompsychiatrist http://epaper.navbharattimes.com/paper/6-13@13-06@05@2020-1001.html – at IHBAS Hospital",2020-05-06 06:00:13+00:00,7,15,#Depression #COVID19 #lockdown,Delhi,How to handle Depression during COVID19 lockdown times 19 3 Worthy reading Good news story by ST with inputs from at IHBAS Hospital,1,1010,333,473
KorbinKunal,"Grant to support is good, also needs proper planning and effective implementation of project against #COVID19 ",2020-05-06 05:58:52+00:00,0,0,#COVID19,Delhi,Grant to support is good also needs proper planning and effective implementation of project against COVID19,1,1011,333,473
RVenkat_India,"@digvijaya_28 - There is difference between any hapless victim, irrespective of Religion, infected with #COVID19 &amp; #Markaz who violate quarantine, spit on #CoronaWarriors create ruckus in Hospitals... Got it...??? But I guess it wld be too much for #Congress to understand...",2020-05-06 05:40:28+00:00,0,0,#COVID19 #Markaz #CoronaWarriors #Congress,Delhi,28 There is difference between any hapless victim irrespective of Religion infected with COVID19 amp Markaz who violate quarantine spit on CoronaWarriors create ruckus in Hospitals Got it But I guess it wld be too much for Congress to understand,-1,1011,334,473
mohamibrahim10,"#lockdownextension #Dubai #COVID19 #wednesdaymorning #IndiaFightsCoronavirus A real patriotic cares about humanity, believe in spreading love, brotherhood, compassion, peace, not in violence -JAI HIND-",2020-05-06 05:32:26+00:00,0,1,#lockdownextension #Dubai #COVID19 #wednesdaymorning #IndiaFightsCoronavirus,Delhi,lockdownextension Dubai COVID19 wednesdaymorning IndiaFightsCoronavirus A real patriotic cares about humanity believe in spreading love brotherhood compassion peace not in violence JAI HIND,1,1012,334,473
iamnikhilnanda,Small minded political losers will keep on raking bogus issues to run down Prime Minister @narendramodi but he will continue to ignore them &amp; remain sharp focused on sailing India out of #covid19 #pandemic. Biggest since Yemen war @HardeepSPuri @PMOIndia ,2020-05-06 05:32:03+00:00,2,3,#covid19 #pandemic,Delhi,Small minded political losers will keep on raking bogus issues to run down Prime Minister but he will continue to ignore them amp remain sharp focused on sailing India out of covid19 pandemic Biggest since Yemen war,-1,1012,335,473
mayankjain100,"After Israel, now Italy and I am sure India too would come out with a vaccine against #COVID19... ",2020-05-06 05:23:33+00:00,0,1,#COVID19,Delhi,After Israel now Italy and I am sure India too would come out with a vaccine against COVID19,1,1013,335,473
iamajmer,"Neem #Flowers #FlowerReport today morning - stay safe, stay positive #COVID19 ",2020-05-06 05:11:48+00:00,1,1,#Flowers #FlowerReport #COVID19,Delhi,Neem Flowers FlowerReport today morning stay safe stay positive COVID19,1,1014,335,473
iamajmer,Thank you for fast cars - Thank you beautiful flowers - Thank you for staying cheerful #COVID19 #FlowerReport #Delhi Neem - Today morning,2020-05-06 05:10:20+00:00,3,23,#COVID19 #FlowerReport #Delhi,Delhi,Thank you for fast cars Thank you beautiful flowers Thank you for staying cheerful COVID19 FlowerReport Delhi Neem Today morning,1,1015,335,473
Probasibangali,So true #COVID19 #COVID #ChinaVirus #WuhanVirus #wednesdaymorning,2020-05-06 05:05:15+00:00,1,1,#COVID19 #COVID #ChinaVirus #WuhanVirus #wednesdaymorning,Delhi,So true COVID19 COVID ChinaVirus WuhanVirus wednesdaymorning,1,1016,335,473
kaboosunil,"#COVID19 There is no spate in number of fresh cases accretion on daily basis. This has to be contained and brought down which is the real success, flattening curve and favourable doubling ratios notwithstanding @TOIIndiaNews @MoHFW_INDIA",2020-05-06 04:56:56+00:00,0,0,#COVID19,Delhi,COVID19 There is no spate in number of fresh cases accretion on daily basis This has to be contained and brought down which is the real success flattening curve and favourable doubling ratios notwithstanding INDIA,1,1017,335,473
vikassinghSrAdv,#COVID19 -It’s indeed a sad day that the SC did not entertain a petition for quashing FIR’s against migrant workers for being booked for wanting to go home when Govt did nothing forcing them to starvation. This is adding insult to injury.,2020-05-06 04:36:58+00:00,2,4,#COVID19,Delhi,COVID19 It s indeed a sad day that the SC did not entertain a petition for quashing FIR s against migrant workers for being booked for wanting to go home when Govt did nothing forcing them to starvation This is adding insult to injury,-1,1017,336,473
sidpandey,30 Lakh Meals Served so far to Migrant Labours. An exceptional service to underserved. Thank you to everyone who contributed on @paytm and @ganeshk03 for the noble initiative. Happy to be a small part here. #COVID19 #Lockdown To Contribute: https://m.p-y.tm/FeedMyNoida,2020-05-06 04:23:52+00:00,1,9,#COVID19 #Lockdown,Delhi,30 Lakh Meals Served so far to Migrant Labours An exceptional service to underserved Thank you to everyone who contributed on and for the noble initiative Happy to be a small part here COVID19 Lockdown To Contribute,1,1018,336,473
theCanonFanboy,Mid weeks that used to be... #Coffee #WednesdayMotivation #photography #throwback #lockdown #5minFinesse #covid19 – at Sardarji Buksh Coffee,2020-05-06 04:03:43+00:00,0,5,#Coffee #WednesdayMotivation #photography #throwback #lockdown #5minFinesse #covid19,Delhi,Mid weeks that used to be Coffee WednesdayMotivation photography throwback lockdown 5minFinesse covid19 at Sardarji Buksh Coffee,0,1018,336,474
Probasibangali,"Some good news, if it's true #COVID19 #COVID19India #CoronavirusPandemic #ChinaVirus #WuhanVirus",2020-05-06 03:36:20+00:00,0,0,#COVID19 #COVID19India #CoronavirusPandemic #ChinaVirus #WuhanVirus,Delhi,Some good news if it s true COVID19 COVID19India CoronavirusPandemic ChinaVirus WuhanVirus,1,1019,336,474
ranjitksingh,"UK daily deaths have surpassed Italy. 29,427 people have now died after testing positive for #Covid19. 29,315 people have died in Italy.",2020-05-06 03:03:40+00:00,0,0,#Covid19,Delhi,UK daily deaths have surpassed Italy 29 427 people have now died after testing positive for Covid19 29 315 people have died in Italy,1,1020,336,474
TheDogMother_,Pic of the day The little one lifted social distancing the moment he sat in the car #EachOneReachOne through your #KindnessInCrisis @DeepakK60203103 @JohnAbrahamCLUB @sonamakapoor @TandonRaveena @AnubhavMohanty_ @abhiemanyu #COVId19 #covidheroes #bestpetcab #puppylove,2020-05-06 02:58:05+00:00,0,10,#EachOneReachOne #KindnessInCrisis #COVId19 #covidheroes #bestpetcab #puppylove,Delhi,Pic of the day The little one lifted social distancing the moment he sat in the car EachOneReachOne through your KindnessInCrisis COVId19 covidheroes bestpetcab puppylove,-1,1020,337,474
CaptDKS,"@indiannavy ops, surveillance &amp; patrols haven’t stopped even amidst #COVID19 pandemic, VAdm G Ashok Kumar, Vice Chief of Naval Staff in an exclusive one-on-one with @nitingokhale. Coming up soon. Gives details of evacuation &amp; assitance by #IndianNavy too @CaptDKS @StratNewsGlobal",2020-05-06 02:50:27+00:00,5,14,#COVID19 #IndianNavy,Delhi,ops surveillance amp patrols haven t stopped even amidst COVID19 pandemic VAdm G Ashok Kumar Vice Chief of Naval Staff in an exclusive one on one with Coming up soon Gives details of evacuation amp assitance by IndianNavy too,0,1020,337,475
solutions99999,Covid19 #corona https://solutionsbharat.com/product/social-distancing-signage/ #socialDiatancing #covid19 #signage #mall #railways #hotel #publicplace @Jaipur : the Pink City https://www.instagram.com/p/B_1Dt5bjSIF/?igshid=10jqha5iwqonh,2020-05-06 02:06:21+00:00,1,0,#corona #socialDiatancing #covid19 #signage #mall #railways #hotel #publicplace,Delhi,Covid19 corona socialDiatancing covid19 signage mall railways hotel publicplace the Pink City,-1,1020,338,475
prasun1976,What's bothering #buyers / #consumers? Knowing is foundation for post #Covid19 biz #strategy. Do join this one. @CREDAINational @NaredcoNational @MoHUA_India #RealEstate,2020-05-06 02:00:51+00:00,0,3,#buyers #consumers #Covid19 #strategy #RealEstate,Delhi,What s bothering buyers consumers Knowing is foundation for post Covid19 biz strategy Do join this one India RealEstate,0,1020,338,476
DhawnKumar,#DowJonesFutures #SGXNIFTY #COVID19 #Diesel worldwide corona cases crossed 37.25 lakhs deaths crossed 2.58 lakhs Indian cases at 49.4k all bad Dow closed 130 points up future down 100 points another week day ahead diesel prices increased too much price of all items will high,2020-05-06 01:09:55+00:00,0,0,#DowJonesFutures #SGXNIFTY #COVID19 #Diesel,Delhi,DowJonesFutures SGXNIFTY COVID19 Diesel worldwide corona cases crossed 37 25 lakhs deaths crossed 2 58 lakhs Indian cases at 49 4k all bad Dow closed 130 points up future down 100 points another week day ahead diesel prices increased too much price of all items will high,-1,1020,339,476
gulatianisha013,"Days when masks are our savior Keep yourself #SaferAtHome , even if you go out Follow the necessary precautions. #StaySafeStayHealthy #COVID19 #COVID19India #CoronavirusIndia",2020-05-05 23:05:40+00:00,0,2,#SaferAtHome #StaySafeStayHealthy #COVID19 #COVID19India #CoronavirusIndia,Delhi,Days when masks are our savior Keep yourself SaferAtHome even if you go out Follow the necessary precautions StaySafeStayHealthy COVID19 COVID19India CoronavirusIndia,0,1020,339,477
saifali_298, Hand washing still plays a key role in protecting yourself and others from coronavirus. Wash your hands more often Use soap and water for 20 seconds Or use hand sanitiser #StayHomeStaySafe #SocialDistancing #UseYourFaceMask #COVID19 ,2020-05-05 22:29:59+00:00,0,2,#StayHomeStaySafe #SocialDistancing #UseYourFaceMask #COVID19,Delhi,Hand washing still plays a key role in protecting yourself and others from coronavirus Wash your hands more often Use soap and water for 20 seconds Or use hand sanitiser StayHomeStaySafe SocialDistancing UseYourFaceMask COVID19,1,1021,339,477
srijanpalsingh,India is at number 5 in the total new cases registered everyday... Despite limited testing and lockdown. The battle is only beginning. No time to rest.. no time to slack. #coronavirus #COVID19 ,2020-05-05 21:50:57+00:00,9,22,#coronavirus #COVID19,Delhi,India is at number 5 in the total new cases registered everyday Despite limited testing and lockdown The battle is only beginning No time to rest no time to slack coronavirus COVID19,-1,1021,340,477
o2aparna,"@DrMNPandeyMP Dear Sir, When beauty and wellness industry get COVID-19 relief package in the form of cash liquidity from Banks/ SIDBI. This industry employed more than 50 Lac+ talents. #pleasehelp #COVID19 #beautyandwellness #salon #salonjobs #modi #startup #MSME #reliefpackage",2020-05-05 21:36:33+00:00,0,0,#pleasehelp #COVID19 #beautyandwellness #salon #salonjobs #modi #startup #MSME #reliefpackage,Delhi,Dear Sir When beauty and wellness industry get COVID 19 relief package in the form of cash liquidity from Banks SIDBI This industry employed more than 50 Lac talents pleasehelp COVID19 beautyandwellness salon salonjobs modi startup MSME reliefpackage,1,1022,340,477
AllOfTheWay,A #Nigth During The #CoVid19 #LockDown ... #WeAreAllInThisTogether... #SocialDistancing #AllOfTheWay . #NewDelhi #India #Asia #Earth. #Indiaig #IndiaPictures #_Soi #India_ig #India_igers #India_gram #TeamPixel… https://www.instagram.com/p/B_0esxkp-Fl/?igshid=1xaaucriphij7,2020-05-05 20:42:55+00:00,0,0,#Nigth #CoVid19 #LockDown #WeAreAllInThisTogether #SocialDistancing #AllOfTheWay #NewDelhi #India #Asia #Earth #Indiaig #IndiaPictures #_Soi #India_ig #India_igers #India_gram #TeamPixel,Delhi,A Nigth During The CoVid19 LockDown WeAreAllInThisTogether SocialDistancing AllOfTheWay NewDelhi India Asia Earth Indiaig IndiaPictures Soi India ig India igers India gram TeamPixel,0,1022,340,478
aman_jack_07,"Here Is A Guide To Help U Understand, What's Allowed & What's Not Allowed In Every Zone...Swipe Left. #Lockdown3 #RedZone #orangezone #GreenZone #Lockdown #coronavirus #COVID19 #covid_19Ke #Corona #StaySafe #StayHome #StayHomeStaySafe #WashYourHands #CoronavirusOutbreakindia",2020-05-05 20:34:32+00:00,1,3,#Lockdown3 #RedZone #orangezone #GreenZone #Lockdown #coronavirus #COVID19 #covid_19Ke #Corona #StaySafe #StayHome #StayHome #StayHomeStaySafe #WashYourHands #WashYourHands #CoronavirusOutbreakindia,Delhi,Here Is A Guide To Help U Understand What s Allowed What s Not Allowed In Every Zone Swipe Left Lockdown3 RedZone orangezone GreenZone Lockdown coronavirus COVID19 covid 19Ke Corona StaySafe StayHome StayHomeStaySafe WashYourHands CoronavirusOutbreakindia,0,1022,340,479
jasminrayz,Parenting in Covid: Day 6 - ‘Connection before correction’ We cannot influence children in a positive way until we create a connection with them. #parentingincovid #jasminkumar #parentinganswersbyjasminkumar #parenting #COVID19 #ParentinginQuarantine #ParentingInLockdown,2020-05-05 20:19:30+00:00,0,2,#parentingincovid #jasminkumar #parentinganswersbyjasminkumar #parenting #COVID19 #ParentinginQuarantine #ParentingInLockdown,Delhi,Parenting in Covid Day 6 Connection before correction We cannot influence children in a positive way until we create a connection with them parentingincovid jasminkumar parentinganswersbyjasminkumar parenting COVID19 ParentinginQuarantine ParentingInLockdown,1,1023,340,479
amitabhnews18,"Over 60000 NCC cadets, of whom 25% are girls now assisting local administration in preventing #COVID19. @DefenceMinIndia @rajnathsingh appreciated this in his video conference *Govt plans to modernise,expand NCC in Coastal&amp;Border areas,make activities compatible with Edu system",2020-05-05 19:19:13+00:00,0,1,#COVID19,Delhi,Over 60000 NCC cadets of whom 25 are girls now assisting local administration in preventing COVID19 appreciated this in his video conference Govt plans to modernise expand NCC in Coastal amp Border areas make activities compatible with Edu system,1,1024,340,479
NehaNivedita,This is sad. It is good to see how you are thinking for your parents and the society. Very sure @DelhiPolice will be able to help you. #COVID19 biting everyone.,2020-05-05 18:32:37+00:00,0,1,#COVID19,Delhi,This is sad It is good to see how you are thinking for your parents and the society Very sure will be able to help you COVID19 biting everyone,1,1025,340,479
ghazanfar_rizvi,"#Journalists Covering Pandemic Feel the Heat, Arrests and Interrogation #Covid19 #IndiaLockdown",2020-05-05 18:18:13+00:00,2,1,#Journalists #Covid19 #IndiaLockdown,Delhi,Journalists Covering Pandemic Feel the Heat Arrests and Interrogation Covid19 IndiaLockdown,0,1025,340,480
