Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,sadness,joy,fear,tentative,confident,anger
"#KarnatakaCoronaUpdates : 135 #Covid19 cases reported in #Karnataka today, tally climbs up to 2,418. 3 deaths reported in the state today deth toll rises to 47. @suvarnanewstv #KarnatakaFightsCorona",2020-05-27 12:11:14+00:00,0,0,#KarnatakaCoronaUpdates #Covid19 #Karnataka #KarnatakaFightsCorona,Bangalore,KarnatakaCoronaUpdates 135 Covid19 cases reported in Karnataka today tally climbs up to 2 418 3 deaths reported in the state today deth toll rises to 47 KarnatakaFightsCorona,"[{'score': 0.59468, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
@INCMaharashtra #Leader Blames @OfficeofUT For #Maharashtra #COVID19 #crisis Looks like @ShivSena @ShivsenaComms should reconsider their #coailation with @NCPspeaks and @INCMaharashtra and @INCIndia,2020-05-27 10:39:55+00:00,1,1,#Leader #Maharashtra #COVID19 #crisis #coailation,Bangalore,Leader Blames For Maharashtra COVID19 crisis Looks like should reconsider their coailation with and and,"[{'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Stones will cure #Covid19. Seems the understanding of government.,2020-05-27 09:54:08+00:00,0,0,#Covid19,Bangalore,Stones will cure Covid19 Seems the understanding of government,"[{'score': 0.681323, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,1.0,,
 VILLAGE CALLING best place to spend time in the Lockdown period #likeforlike #lockdownlife #covıd19 #quarantinelife #farmhousestyle #village #fieldtrip #cyclelife #familytime #familylove #familyfirst #sonlove… https://www.instagram.com/p/CArlXUCjEH9/?igshid=7dz7om2xe2k9,2020-05-27 06:19:21+00:00,0,0,#likeforlike #lockdownlife #cov #quarantinelife #farmhousestyle #village #fieldtrip #cyclelife #familytime #familylove #familyfirst #sonlove,Bangalore,VILLAGE CALLING best place to spend time in the Lockdown period likeforlike lockdownlife cov d19 quarantinelife farmhousestyle village fieldtrip cyclelife familytime familylove familyfirst sonlove,"[{'score': 0.762385, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Food Distributing to people Slum in TC palya #CoVID19 #quarantinelife #dailylifeindia #breakthechains #besafebehome #selfisolation #behome #wfh #coronavirusindia #COVID2019india #StaySafeStayHome #CoronaVirusUpdate… https://www.instagram.com/p/CArh4h5gvzj/?igshid=1iy5stoaaoznu,2020-05-27 05:49:25+00:00,0,0,#CoVID19 #quarantinelife #dailylifeindia #breakthechains #besafebehome #selfisolation #behome #wfh #coronavirusindia #COVID2019india #StaySafeStayHome #CoronaVirusUpdate,Bangalore,Food Distributing to people Slum in TC palya CoVID19 quarantinelife dailylifeindia breakthechains besafebehome selfisolation behome wfh coronavirusindia COVID2019india StaySafeStayHome CoronaVirusUpdate,[],,,,,,,
My statement in today's newspaper. BJP govt should make it ready and seamless for the common man to benefit from the #COVID19 Relief grant. @eshwar_khandre @INCKarnataka @DKShivakumar @DrAjay_Jewargi @IYCKarnataka @IYC,2020-05-27 05:47:32+00:00,0,5,#COVID19,Bangalore,My statement in today s newspaper BJP govt should make it ready and seamless for the common man to benefit from the COVID19 Relief grant khandre Jewargi,"[{'score': 0.547015, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Can @SetuAarogya application test you for #Covid19? It is a mere toy for kids.,2020-05-27 04:26:08+00:00,0,0,#Covid19,Bangalore,Can application test you for Covid19 It is a mere toy for kids,[],,,,,,,
"Filed one petition in #NHRC India, on behalf of suspected &amp; confirmed #Covid19 patients, for providing them proper &amp; affordable medical care. Dy No. 6767 / IN / 2020 Hope @India_NHRC will pass suitable directions on our petition. @un @UNHumanRights @WHO",2020-05-27 04:03:13+00:00,0,0,#NHRC #Covid19,Bangalore,Filed one petition in NHRC India on behalf of suspected amp confirmed Covid19 patients for providing them proper amp affordable medical care Dy No 6767 IN 2020 Hope NHRC will pass suitable directions on our petition,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,,
All those blaming indian government how they handle #covid19 . Trust me they have done a tremendous job keeping it to minimal active case . We are a 1.4 billion people country not like 2-3 million people like #Nz @narendramodi #ModiBestPmEver,2020-05-26 20:03:45+00:00,0,0,#covid19 #Nz #ModiBestPmEver,Bangalore,All those blaming indian government how they handle covid19 Trust me they have done a tremendous job keeping it to minimal active case We are a 1 4 billion people country not like 2 3 million people like Nz ModiBestPmEver,"[{'score': 0.578167, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"Was quite sad initially about not being able to attend the @PCSTNetwork conference this year. Thankfully today's webinar on #scicomm during #COVID19, had some wonderful insights from trusted voices in the field, &amp; was a lovely glimpse of all the learnings in store for #PCST2021!",2020-05-26 19:53:01+00:00,2,2,#scicomm #COVID19 #PCST2021,Bangalore,Was quite sad initially about not being able to attend the conference this year Thankfully today s webinar on scicomm during COVID19 had some wonderful insights from trusted voices in the field amp was a lovely glimpse of all the learnings in store for PCST2021,"[{'score': 0.805238, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"@India_NHRC Sir, Please take cognizance, seek ATR from the Govt of Karnataka and order directives to Central, State govts / UTs to care #Covid19 patients properly. It is all huge mess, pan-India. People are suffering. Thanks. cc: @un @who @UNHumanRights",2020-05-26 17:06:13+00:00,0,1,#Covid19,Bangalore,NHRC Sir Please take cognizance seek ATR from the Govt of Karnataka and order directives to Central State govts UTs to care Covid19 patients properly It is all huge mess pan India People are suffering Thanks cc,"[{'score': 0.816945, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
Contribute towards PPE Kits for front-line healthcare workers in Government Hospitals during the #covid19 Pandemic @tcfindia https://pages.razorpay.com/tcfproject #covid #Covid_19 #NCDs #sdgs #CSR #doc #medical… https://www.instagram.com/p/CApODTCHnor/?igshid=18a6q350lm61u,2020-05-26 16:38:36+00:00,0,1,#covid19 #covid #Covid_19 #NCDs #sdgs #CSR #doc #medical,Bangalore,Contribute towards PPE Kits for front line healthcare workers in Government Hospitals during the covid19 Pandemic covid Covid 19 NCDs sdgs CSR doc medical,[],,,,,,,
"#Kerala #Covid19 26 May 2020 67 new cases today and ten recoveries. Total reported cases at 963, with 415 active cases. ",2020-05-26 16:11:45+00:00,2,1,#Kerala #Covid19,Bangalore,Kerala Covid19 26 May 2020 67 new cases today and ten recoveries Total reported cases at 963 with 415 active cases,[],,,,,,,
"It is simple. Govt gave 2 months training & told, your health (read, your life) in your hands. Now do, whatever you want. Live with #covid19, if bad luck, die with covid19. Anti-lockdown &amp; greedy businessmen are happy. Even 1 Cr deaths will be &lt; 1%.",2020-05-26 16:02:54+00:00,0,3,#covid19,Bangalore,It is simple Govt gave 2 months training told your health read your life in your hands Now do whatever you want Live with covid19 if bad luck die with covid19 Anti lockdown amp greedy businessmen are happy Even 1 Cr deaths will be lt 1,"[{'score': 0.631177, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"@myogiadityanath @NitishKumar @Naveen_Odisha @MamataOfficial Madam / Sir, #Covid19 crisis can be converted into opportunity. Education, health, industrial, agricultural, land &amp; judicial #reforms can make North &amp; East India #atmanirbhar. Thanks.",2020-05-26 13:16:07+00:00,0,0,#Covid19 #reforms #atmanirbhar,Bangalore,Odisha Madam Sir Covid19 crisis can be converted into opportunity Education health industrial agricultural land amp judicial reforms can make North amp East India atmanirbhar Thanks,"[{'score': 0.662574, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Enough of this #ChineseCoronavirus #Covid19 China will have to pay for this in future #ChinaMustPay,2020-05-26 13:15:02+00:00,0,1,#ChineseCoronavirus #Covid19 #ChinaMustPay,Bangalore,Enough of this ChineseCoronavirus Covid19 China will have to pay for this in future ChinaMustPay,"[{'score': 0.645985, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,,1.0,
"World’s best CM @OfficeofUT ; no problem, little bit of inexperienced, slightly clueless about administration and people of #Maharashtra should quietly learn to live with #UddhavThackeray govt. #COVID19 #Mumbaiairport",2020-05-26 08:52:13+00:00,2,2,#Maharashtra #UddhavThackeray #COVID19 #Mumbaiairport,Bangalore,World s best CM no problem little bit of inexperienced slightly clueless about administration and people of Maharashtra should quietly learn to live with UddhavThackeray govt COVID19 Mumbaiairport,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
@SetuAarogya @WHO Sir My son Veer (AGE : 9 YEARS) designed a creative Board Game during #lockdown which educates about all precautions to be adhered during present #COVID19 A video link for your consideration #AtmanirbharBharat #coronayuga,2020-05-26 08:49:38+00:00,0,0,#lockdown #COVID19 #AtmanirbharBharat #coronayuga,Bangalore,Sir My son Veer AGE 9 YEARS designed a creative Board Game during lockdown which educates about all precautions to be adhered during present COVID19 A video link for your consideration AtmanirbharBharat coronayuga,"[{'score': 0.693686, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
@MinistryWCD @WHO Sir My son Veer (AGE : 9 YEARS) designed a creative Board Game during #lockdown which educates about all precautions to be adhered during present #COVID19 A video link for your consideration #AtmanirbharBharat #coronayuga https://www.youtube.com/watch?v=vaITIYGeAjY&amp;t=3s,2020-05-26 08:49:07+00:00,0,0,#lockdown #COVID19 #AtmanirbharBharat #coronayuga,Bangalore,Sir My son Veer AGE 9 YEARS designed a creative Board Game during lockdown which educates about all precautions to be adhered during present COVID19 A video link for your consideration AtmanirbharBharat coronayuga,"[{'score': 0.693686, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
@WHO Sir My son Veer (AGE : 9 YEARS) designed a creative Board Game during #lockdown which educates about all precautions to be adhered during present #COVID19 A video link for your consideration #AtmanirbharBharat #coronayuga,2020-05-26 08:46:42+00:00,0,0,#lockdown #COVID19 #AtmanirbharBharat #coronayuga,Bangalore,Sir My son Veer AGE 9 YEARS designed a creative Board Game during lockdown which educates about all precautions to be adhered during present COVID19 A video link for your consideration AtmanirbharBharat coronayuga,"[{'score': 0.693686, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
@melindagates Sir My son Veer (AGE : 9 YEARS) designed a creative Board Game during #lockdown which educates about all precautions to be adhered during present #COVID19 A video link for your consideration #AtmanirbharBharat https://www.youtube.com/watch?v=vaITIYGeAjY&amp;t=3s,2020-05-26 08:45:50+00:00,0,0,#lockdown #COVID19 #AtmanirbharBharat,Bangalore,Sir My son Veer AGE 9 YEARS designed a creative Board Game during lockdown which educates about all precautions to be adhered during present COVID19 A video link for your consideration AtmanirbharBharat,"[{'score': 0.693686, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
@BillGates Sir My son Veer (AGE : 9 YEARS) designed a creative Board Game during #lockdown which educates about all precautions to be adhered during present #COVID19 A video link for your consideration and appreciation #AtmanirbharBharat https://www.youtube.com/watch?v=vaITIYGeAjY&amp;t=3s,2020-05-26 08:44:38+00:00,0,0,#lockdown #COVID19 #AtmanirbharBharat,Bangalore,Sir My son Veer AGE 9 YEARS designed a creative Board Game during lockdown which educates about all precautions to be adhered during present COVID19 A video link for your consideration and appreciation AtmanirbharBharat,"[{'score': 0.710234, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.511454, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
Sir My son Veer (AGE : 9 YEARS) designed a creative Board Game during #lockdown which educates about all precautions to be adhered during present #COVID19 A video link for your consideration #AtmanirbharBharat #VocalForLocal https://www.youtube.com/watch?v=vaITIYGeAjY&amp;t=3s,2020-05-26 08:42:39+00:00,0,0,#lockdown #COVID19 #AtmanirbharBharat #VocalForLocal,Bangalore,Sir My son Veer AGE 9 YEARS designed a creative Board Game during lockdown which educates about all precautions to be adhered during present COVID19 A video link for your consideration AtmanirbharBharat VocalForLocal,"[{'score': 0.696649, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
@vedavyasbjp @NICMeity Sir My son Veer (AGE : 9 YEARS) designed a creative Board Game during #lockdown which educates about all precautions to be adhered during present #COVID19 A video link for your consideration #AtmanirbharBharat #VocalForLocal https://www.youtube.com/watch?v=vaITIYGeAjY&amp;t=3s,2020-05-26 08:41:40+00:00,0,0,#lockdown #COVID19 #AtmanirbharBharat #VocalForLocal,Bangalore,Sir My son Veer AGE 9 YEARS designed a creative Board Game during lockdown which educates about all precautions to be adhered during present COVID19 A video link for your consideration AtmanirbharBharat VocalForLocal,"[{'score': 0.696649, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"#KarnatakaCoronaUpdates : 100 new #Covid19 cases reported in #Karnataka from yesterday’s 5 pm to 12 pm today, most of all returned from #Maharashtra. Total positive cases in the state climbs up to 2,282 @suvarnanewstv #KarnatakaFightsCorona",2020-05-26 07:35:01+00:00,0,0,#KarnatakaCoronaUpdates #Covid19 #Karnataka #Maharashtra #KarnatakaFightsCorona,Bangalore,KarnatakaCoronaUpdates 100 new Covid19 cases reported in Karnataka from yesterday s 5 pm to 12 pm today most of all returned from Maharashtra Total positive cases in the state climbs up to 2 282 KarnatakaFightsCorona,"[{'score': 0.569344, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.67107, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,1.0,
" Alert ~ 47 new cases of #COVID19+ reported. 21 Golaghat, 4 Lakhimpur, 8 Morigaon, Goalpara 3, Hojai 1, MMCH 1, Karbi Anglong 2, Nagaon 5 Total cases 595 Recovered 62 Active cases 526 Deaths 04 Migrated 03 Update 10:30 am / May 26 #AssamCovidCount",2020-05-26 05:26:55+00:00,0,0,#COVID19 #AssamCovidCount,Bangalore,Alert 47 new cases of COVID19 reported 21 Golaghat 4 Lakhimpur 8 Morigaon Goalpara 3 Hojai 1 MMCH 1 Karbi Anglong 2 Nagaon 5 Total cases 595 Recovered 62 Active cases 526 Deaths 04 Migrated 03 Update 10 30 am May 26 AssamCovidCount,[],,,,,,,
Jyotish and YOUR profession. My next FB event. https://facebook.com/events/s/episode-5-decoding-the-career-/986158588482239/?ti=CL #webinar #LIVE #vedic #astrology #COVID19 #Covid_19 @VarunRUniyal @RudraDaman11 @gajanansinamdar @mmpandit,2020-05-26 00:17:07+00:00,3,5,#webinar #LIVE #vedic #astrology #COVID19 #Covid_19,Bangalore,Jyotish and YOUR profession My next FB event webinar LIVE vedic astrology COVID19 Covid 19,[],,,,,,,
The Covid crisis has forced us to push pause & to cherish the small stuff. #cherish #COVID19 #ilivesimply #purpose #Leadership #randstad https://www.randstad.com/workforce-insights/blue-notes/with-crisis-comes-opportunity/?utm_campaign=Blue%20Notes&amp;utm_source=linkedin&amp;utm_medium=social,2020-05-25 23:33:07+00:00,2,7,#cherish #COVID19 #ilivesimply #purpose #Leadership #randstad,Bangalore,The Covid crisis has forced us to push pause to cherish the small stuff cherish COVID19 ilivesimply purpose Leadership randstad,"[{'score': 0.563248, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,1.0,,,
"Don't do a disgusting DM to any girl As a son, as a brother, as a friend, I know how much it hurts STOP THIS NONSENSE. If you can't help women grow, atleast don't be a hurdle. ""Be a gentleman"" [2/2] #women #WomenWhoCode #javascript #webdevelopment #COVID19 #womenentrepreneurs",2020-05-25 18:11:11+00:00,6,5,#women #WomenWhoCode #javascript #webdevelopment #COVID19 #womenentrepreneurs,Bangalore,Don t do a disgusting DM to any girl As a son as a brother as a friend I know how much it hurts STOP THIS NONSENSE If you can t help women grow atleast don t be a hurdle Be a gentleman 2 2 women WomenWhoCode javascript webdevelopment COVID19 womenentrepreneurs,[],,,,,,,
Women on social media get a lot of disturbing messages from guys. This is so disgusting and frustrating. [1/2] #women #WomenWhoCode #javascript #womenentrepreneurs #webdevelopment #motivation #COVID__19 #COVID19 #python #startup #StopDirtyCommentsOnWomen,2020-05-25 18:11:10+00:00,8,5,#women #WomenWhoCode #javascript #womenentrepreneurs #webdevelopment #motivation #COVID__19 #COVID19 #python #startup #StopDirtyCommentsOnWomen,Bangalore,Women on social media get a lot of disturbing messages from guys This is so disgusting and frustrating 1 2 women WomenWhoCode javascript womenentrepreneurs webdevelopment motivation COVID 19 COVID19 python startup StopDirtyCommentsOnWomen,[],,,,,,,
"Of the five #Covid19 deaths in #Kerala, three got infected via unknown sources —Trivandrum Pothencode patient, Malappuram infant and this Kannur lady. The 'deleted' Mahe patient had also gotten infected via unknown sources.",2020-05-25 17:27:04+00:00,3,5,#Covid19 #Kerala,Bangalore,Of the five Covid19 deaths in Kerala three got infected via unknown sources Trivandrum Pothencode patient Malappuram infant and this Kannur lady The deleted Mahe patient had also gotten infected via unknown sources,"[{'score': 0.562271, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.599484, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,1.0,,
"A 62 aged Kannur (Dharmadom) lady who was under treatment for stroke in Kozhikode had turned #Covid19 positive on 20 May. Nobody still knows how she got infected. She passed away earlier today, reports 24 News. ",2020-05-25 17:18:01+00:00,19,26,#Covid19,Bangalore,A 62 aged Kannur Dharmadom lady who was under treatment for stroke in Kozhikode had turned Covid19 positive on 20 May Nobody still knows how she got infected She passed away earlier today reports 24 News,"[{'score': 0.855958, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"@IRCTCofficial @IndiGo6E learned, not to use any 3rd party web sites like irctc, yatra etc. for anything instead of direct booking platform. Using ""Indigo credit shell"" became pain in ass. #COVID19 #flights",2020-05-25 17:04:41+00:00,0,1,#COVID19 #flights,Bangalore,learned not to use any 3rd party web sites like irctc yatra etc for anything instead of direct booking platform Using Indigo credit shell became pain in ass COVID19 flights,"[{'score': 0.723603, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,1.0,,
Wow @zoomin folks just ZOOMED there ridiculous customer service to the next level! Does #COVID19 spread through voice too? Can't see another possible reason for this discontinuation? ,2020-05-25 16:59:23+00:00,0,0,#COVID19,Bangalore,Wow folks just ZOOMED there ridiculous customer service to the next level Does COVID19 spread through voice too Can t see another possible reason for this discontinuation,"[{'score': 0.698904, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
Inter State Travelers.. #COVID19 https://twitter.com/DHFWKA/status/1264938759620984836,2020-05-25 16:30:16+00:00,0,1,#COVID19,Bangalore,Inter State Travelers COVID19,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Cherish the moment #covid19 #crisis #opportunity #leadership,2020-05-25 15:23:05+00:00,0,5,#covid19 #crisis #opportunity #leadership,Bangalore,Cherish the moment covid19 crisis opportunity leadership,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"The #IsolationLife #COVID19 #Corona is affecting people. ""That state of alert, if it is prolonged, puts wear and tear on our bodies. The reason it feels unpleasant is it's a biological signal, much like hunger and thirst, to motivate us to reconnect with others."" - #HoltLunstad",2020-05-25 15:18:46+00:00,0,1,#IsolationLife #COVID19 #Corona #HoltLunstad,Bangalore,The IsolationLife COVID19 Corona is affecting people That state of alert if it is prolonged puts wear and tear on our bodies The reason it feels unpleasant is it s a biological signal much like hunger and thirst to motivate us to reconnect with others HoltLunstad,"[{'score': 0.535806, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.679906, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
" Alert ~ 48 new cases of #COVID19+. 16 Karimganj, 8 Lakhimpur, 8 Ghy Qrnt, 5 Cachar, 4 Hailakandi, 3 South Salmara, 2 Nalbari, 1 each Morigaon / Goalpara Total cases 514 Recovered 62 Active cases 445 Deaths 04 Migrated 03 Update 5:50 pm/May 25",2020-05-25 14:54:39+00:00,0,0,#COVID19,Bangalore,Alert 48 new cases of COVID19 16 Karimganj 8 Lakhimpur 8 Ghy Qrnt 5 Cachar 4 Hailakandi 3 South Salmara 2 Nalbari 1 each Morigaon Goalpara Total cases 514 Recovered 62 Active cases 445 Deaths 04 Migrated 03 Update 5 50 pm May 25,[],,,,,,,
"It is not imPossible. States like UP, Bihar, Orissa etc must do industrial reforms and it is very much possible to absorb the workforce to a large extent. Till when, Bimaru states will be Bimaru? #Covid19 crisis can be converted into opportunity.",2020-05-25 13:16:58+00:00,0,1,#Covid19,Bangalore,It is not imPossible States like UP Bihar Orissa etc must do industrial reforms and it is very much possible to absorb the workforce to a large extent Till when Bimaru states will be Bimaru Covid19 crisis can be converted into opportunity,[],,,,,,,
"This is very irresponsible tweet. Hospitalization will help. If people are not going to doctor, they may die. For dengue also, no cure, but doctors help. Please rush to hospital, if you have slightest symptoms. DON'T DELAY. It may prove fatal. #Covid19",2020-05-25 11:27:51+00:00,0,1,#Covid19,Bangalore,This is very irresponsible tweet Hospitalization will help If people are not going to doctor they may die For dengue also no cure but doctors help Please rush to hospital if you have slightest symptoms DON T DELAY It may prove fatal Covid19,"[{'score': 0.731368, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.550751, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
"Heart wrenching and a grim reminder of why we need to absolutely #StayHome! If there's one thing that you must watch today, let it be this account of life in an #EmergencyRoom during #COVID19! ",2020-05-25 09:33:33+00:00,0,3,#StayHome #StayHome #EmergencyRoom #COVID19,Bangalore,Heart wrenching and a grim reminder of why we need to absolutely StayHome If there s one thing that you must watch today let it be this account of life in an EmergencyRoom during COVID19,"[{'score': 0.728569, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.67107, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,1.0,
We know #PulseOximeter n details given in this post sounds quite relevant but I'm not a doctor n it's too tech for a comman man 2 get it @DHFWKA @Comm_dhfwka @ICMRDELHI @aiims_newdelhi @PMOIndia do u adv if it can be f/up by #Citizen 4 #COVID19 suspect ,2020-05-25 08:13:16+00:00,0,0,#PulseOximeter #Citizen #COVID19,Bangalore,We know PulseOximeter n details given in this post sounds quite relevant but I m not a doctor n it s too tech for a comman man 2 get it dhfwka newdelhi do u adv if it can be f up by Citizen 4 COVID19 suspect,"[{'score': 0.504977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
#shashi.mj.773Allah_Not_Allowed_EatMeat. #COVID19. 180. #BDMemCasa. 161. #HTGAWM. 149. #tbt. 140. #coronavirus. ... #MestreDoSabor. ... #ISupportSudhirChoudhary. – at Flavours,2020-05-25 08:07:01+00:00,0,0,#shashi #COVID19 #BDMemCasa #HTGAWM #tbt #coronavirus #MestreDoSabor #ISupportSudhirChoudhary,Bangalore,shashi mj 773Allah Not Allowed EatMeat COVID19 180 BDMemCasa 161 HTGAWM 149 tbt 140 coronavirus MestreDoSabor ISupportSudhirChoudhary at Flavours,[],,,,,,,
"Happy Eid-ul-Fitr friend! Let's pray 2 God 2 give even mor pwr 2 fight invisible #COVID19 enemy AND Insah-Allah we'll chase it out. let's do r role, follow SOP, help needy n pray 2 God! @anishpadela @lalli_bv @k2weets @Captain_Mani72 @sankarsarma @raku_ind @sonali_singh @sriAAA_",2020-05-25 07:35:29+00:00,2,3,#COVID19,Bangalore,Happy Eid ul Fitr friend Let s pray 2 God 2 give even mor pwr 2 fight invisible COVID19 enemy AND Insah Allah we ll chase it out let s do r role follow SOP help needy n pray 2 God bv Mani72 ind singh,"[{'score': 0.610917, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"There is a new dept in hospitals due to #COVID19 - Fever Clinic. Generally you would have taken an appointment with General Medicine, Internal Medicine. Now you have to take appointment with ""Fever Clinic"" #info #FYI #feverclinic",2020-05-25 07:16:19+00:00,0,0,#COVID19 #info #FYI #feverclinic,Bangalore,There is a new dept in hospitals due to COVID19 Fever Clinic Generally you would have taken an appointment with General Medicine Internal Medicine Now you have to take appointment with Fever Clinic info FYI feverclinic,[],,,,,,,
Sad that we also ought to prepare and protect ourself from Communal viruses along with #COVID19 these days!! ,2020-05-25 06:27:10+00:00,0,1,#COVID19,Bangalore,Sad that we also ought to prepare and protect ourself from Communal viruses along with COVID19 these days,"[{'score': 0.70279, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.515576, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
"1. That person shouldn't have spoken. 2. You were arguing, played mind game. 3. RWAs should give free for all. 4. Just now, I went outside, one brat was spitting. 5. Everyone on their own. All over India, youngsters openly making fun of old for #Covid19.",2020-05-25 03:17:15+00:00,0,1,#Covid19,Bangalore,1 That person shouldn t have spoken 2 You were arguing played mind game 3 RWAs should give free for all 4 Just now I went outside one brat was spitting 5 Everyone on their own All over India youngsters openly making fun of old for Covid19,"[{'score': 0.534906, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"Wish you Happy #EidUlFitr May this #festival bring peace, happiness and harmony to the people of the world. May God grant #HealthyLiving to the people's suffering from #COVID19 across the world. #StayHomeStaySafe",2020-05-24 18:56:31+00:00,0,9,#EidUlFitr #festival #HealthyLiving #COVID19 #StayHomeStaySafe,Bangalore,Wish you Happy EidUlFitr May this festival bring peace happiness and harmony to the people of the world May God grant HealthyLiving to the people s suffering from COVID19 across the world StayHomeStaySafe,"[{'score': 0.91586, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.599484, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,1.0,,
7111+ cases today #COVID19 #IndiaFightsCOVID19,2020-05-24 18:26:32+00:00,0,0,#COVID19 #IndiaFightsCOVID19,Bangalore,7111 cases today COVID19 IndiaFightsCOVID19,[],,,,,,,
Work emails during the #Covid19 pandemic must walk a fine line between being sensitive and oversharing ,2020-05-24 18:00:32+00:00,0,1,#Covid19,Bangalore,Work emails during the Covid19 pandemic must walk a fine line between being sensitive and oversharing,[],,,,,,,
"Are Indian states testing enough? How much is ""enough""? Our @ukp1513 decided to finish off some Krupnik and worked with data champ @twik_dsc to come up with these charts. #Covid19 ",2020-05-24 16:33:37+00:00,1,6,#Covid19,Bangalore,Are Indian states testing enough How much is enough Our decided to finish off some Krupnik and worked with data champ dsc to come up with these charts Covid19,"[{'score': 0.546148, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Support @tcfindia in providing PPE Kits to front-line Healthcare workers in Government Hospitals during this #covid19 Pandemic To contribute, visit https://pages.razorpay.com/tcfproject #covid #covid_19… https://www.instagram.com/p/CAkAjoQlleP/?igshid=sinttk2ahsje",2020-05-24 15:31:05+00:00,1,2,#covid19 #covid #covid_19,Bangalore,Support in providing PPE Kits to front line Healthcare workers in Government Hospitals during this covid19 Pandemic To contribute visit covid covid 19,[],,,,,,,
"Request strict action leading upto Dismissing from Services for people mentions in this video ? , @CMofKarnataka @narendramodi #COVID19 @PMOIndia",2020-05-24 14:42:00+00:00,0,0,#COVID19,Bangalore,Request strict action leading upto Dismissing from Services for people mentions in this video COVID19,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
