Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,sadness,tentative,analytical,fear,anger
"Kya hua tera wada @narendramodi @nsitharaman and for heavens sake don’t blame it on #covid19 economy was as it is tottering, the virus just pushed it off the cliff ",2020-05-04 16:41:04+00:00,0,2,#covid19,Mumbai,Kya hua tera wada and for heavens sake don t blame it on covid19 economy was as it is tottering the virus just pushed it off the cliff,[],,,,,,,
Written a month back. The prophecy is coming true.. #covid19 #lockdownindia #wearetogether,2020-05-04 16:18:02+00:00,0,3,#covid19 #lockdownindia #wearetogether,Mumbai,Written a month back The prophecy is coming true covid19 lockdownindia wearetogether,"[{'score': 0.716723, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"Rest in peace our brave jawans - rogue & bankrupt nation not interested in saving lives of their citizens during #covid19, instead using this global calamity to infiltrate - sick minds need to be permanently quarantined &amp; isolated from this planet ",2020-05-04 15:28:30+00:00,0,0,#covid19,Mumbai,Rest in peace our brave jawans rogue bankrupt nation not interested in saving lives of their citizens during covid19 instead using this global calamity to infiltrate sick minds need to be permanently quarantined amp isolated from this planet,"[{'score': 0.787959, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
Question asked by my son during lock down #life #lifecoach #COVIDー19 #lifeisgood #dharma #dharm #dharmik #lockdown #lockdown2020 #covi̇d19 #covid #mondaythoughts #father #family,2020-05-04 15:17:50+00:00,0,0,#life #lifecoach #COVID #lifeisgood #dharma #dharm #dharmik #lockdown #lockdown2020 #covi #covid #mondaythoughts #father #family,Mumbai,Question asked by my son during lock down life lifecoach COVID 19 lifeisgood dharma dharm dharmik lockdown lockdown2020 covi d19 covid mondaythoughts father family,"[{'score': 0.584014, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
"Was brainstorming and noted down these points. How India can use repatriation flights to oil India's stagnant aviation machinery #AvGeek community, how sensible does this sound? #Aviation #India #COVID19 ",2020-05-04 15:11:09+00:00,0,6,#AvGeek #Aviation #India #COVID19,Mumbai,Was brainstorming and noted down these points How India can use repatriation flights to oil India s stagnant aviation machinery AvGeek community how sensible does this sound Aviation India COVID19,[],,,,,,,
"#JUSTIN || 3 new #coronavirus cases recorded in #Telangana today. All of them recorded in @GHMCOnline limits. Total no of cases mounts to 1,085 of which 471 are active cases. 40 patients discharged today. 29 #COVID19 deaths &amp; 585 discharges recorded so far (TOI) ",2020-05-04 15:02:11+00:00,0,0,#JUSTIN #coronavirus #Telangana #COVID19,Mumbai,JUSTIN 3 new coronavirus cases recorded in Telangana today All of them recorded in limits Total no of cases mounts to 1 085 of which 471 are active cases 40 patients discharged today 29 COVID19 deaths amp 585 discharges recorded so far TOI,[],,,,,,,
No #COVID19 positive case reported in #Jharkhand for the second consecutive day today; total number of cases stands at 115 including 85 active cases and 27 discharged/cured: State Health Department,2020-05-04 14:57:31+00:00,0,0,#COVID19 #Jharkhand,Mumbai,No COVID19 positive case reported in Jharkhand for the second consecutive day today total number of cases stands at 115 including 85 active cases and 27 discharged cured State Health Department,[],,,,,,,
"121 new cases of #COVID19 have been reported in #UttarPradesh, taking total number of cases to 2766. 754 patients have recovered from the disease while 50 others lost their lives: State Health Department",2020-05-04 14:41:04+00:00,0,0,#COVID19 #UttarPradesh,Mumbai,121 new cases of COVID19 have been reported in UttarPradesh taking total number of cases to 2766 754 patients have recovered from the disease while 50 others lost their lives State Health Department,[],,,,,,,
"#Kerala #COVID19 Update: NO positive COVID 19 case reported today,second day in a row. 462 persons recovered from Covid 19 so far in the State, out of the 499 cases reported The recovery rate in the State touched 93% ",2020-05-04 14:40:28+00:00,0,0,#Kerala #COVID19,Mumbai,Kerala COVID19 Update NO positive COVID 19 case reported today second day in a row 462 persons recovered from Covid 19 so far in the State out of the 499 cases reported The recovery rate in the State touched 93,"[{'score': 0.608261, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"Of the 29 death cases reported in #Gujarat in past 24 hours, 26 cases are from #Ahmedabad whereas one from Surat and two from Vadodara. #COVID19",2020-05-04 14:30:19+00:00,0,0,#Gujarat #Ahmedabad #COVID19,Mumbai,Of the 29 death cases reported in Gujarat in past 24 hours 26 cases are from Ahmedabad whereas one from Surat and two from Vadodara COVID19,"[{'score': 0.65099, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
"#COVID19: 29 deaths and 376 new cases reported in past 24 hrs in #Gujarat; total in the state reaches 5,804 including 319 deaths. #CoronavirusOutbreak",2020-05-04 14:30:07+00:00,0,1,#COVID19 #Gujarat #CoronavirusOutbreak,Mumbai,COVID19 29 deaths and 376 new cases reported in past 24 hrs in Gujarat total in the state reaches 5 804 including 319 deaths CoronavirusOutbreak,"[{'score': 0.726258, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
#COVID19 must not become excuse for creation of 'surveillance state' in India: Senior Congress leader Shashi Tharoor on Aarogya Setu app,2020-05-04 14:29:02+00:00,0,0,#COVID19,Mumbai,COVID19 must not become excuse for creation of surveillance state in India Senior Congress leader Shashi Tharoor on Aarogya Setu app,[],,,,,,,
#JammuAndKashmir administration announces night #Curfew from 7 pm to 7 am everyday during third phase of #lockdown. #COVID19,2020-05-04 14:28:45+00:00,0,0,#JammuAndKashmir #Curfew #lockdown #COVID19,Mumbai,JammuAndKashmir administration announces night Curfew from 7 pm to 7 am everyday during third phase of lockdown COVID19,"[{'score': 0.527062, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Physical distancing marks nt mentiond outside shop @mybmc @CMOMaharashtra @rajeshtope11 @PMOIndia @MoHFW_INDIA Plz in4m ownr 2follw al possible precautns &amp; defeat #Covid19. *Buyin2allow only ppl who wearin Masks. *Liquor Shop owner shud Sanitize hands &amp; Stnd on physical distance https://twitter.com/ChiragSelarka/status/1257276629421785088 – at Vasant Complex,2020-05-04 14:14:30+00:00,0,0,#Covid19,Mumbai,Physical distancing marks nt mentiond outside shop INDIA Plz in4m ownr 2follw al possible precautns amp defeat Covid19 Buyin2allow only ppl who wearin Masks Liquor Shop owner shud Sanitize hands amp Stnd on physical distance at Vasant Complex,[],,,,,,,
"132 new cases of #COVID19 have been reported in #Punjab, taking total number of cases to 1232 out of which 1081 cases are active. 23 patients have lost their lives due to the infection. Three patients are on ventilator support: Punjab Health Department",2020-05-04 14:10:25+00:00,0,0,#COVID19 #Punjab,Mumbai,132 new cases of COVID19 have been reported in Punjab taking total number of cases to 1232 out of which 1081 cases are active 23 patients have lost their lives due to the infection Three patients are on ventilator support Punjab Health Department,[],,,,,,,
#Punjab CM Amarinder Singh seeks Union Home Minister Amit Shah's intervention for homeward journey of over six lakh migrant workers stuck in state due to #COVID19 lockdown,2020-05-04 14:03:45+00:00,0,0,#Punjab #COVID19,Mumbai,Punjab CM Amarinder Singh seeks Union Home Minister Amit Shah s intervention for homeward journey of over six lakh migrant workers stuck in state due to COVID19 lockdown,"[{'score': 0.543313, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.574477, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
"2573 new cases and 83 deaths reported in last 24 hours. Total number of #COVID19 positive cases in India rises to 42836 including 29685 active cases, 11762 cured/discharged/migrated and 1389 deaths: Ministry of Health and Family Welfare",2020-05-04 14:02:24+00:00,0,0,#COVID19,Mumbai,2573 new cases and 83 deaths reported in last 24 hours Total number of COVID19 positive cases in India rises to 42836 including 29685 active cases 11762 cured discharged migrated and 1389 deaths Ministry of Health and Family Welfare,"[{'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
#Mumbai: 42 more #COVID19 cases reported from #Dharavi today; total in the area reaches 632 which includes 20 deaths.,2020-05-04 13:57:54+00:00,0,0,#Mumbai #COVID19 #Dharavi,Mumbai,Mumbai 42 more COVID19 cases reported from Dharavi today total in the area reaches 632 which includes 20 deaths,[],,,,,,,
The BKP Family & Team extend their humble support to the police force by serving them meals even in lockdown 3.0 on a regular basis. #bkandharigroup #bkandhariproperties #community #serving #supportive #support #team #teampower #teamgoals #teamwork #fightcoronatogether #covid19 ,2020-05-04 13:53:39+00:00,0,1,#bkandharigroup #bkandhariproperties #community #serving #supportive #support #team #teampower #teamgoals #teamwork #fightcoronatogether #covid19,Mumbai,The BKP Family Team extend their humble support to the police force by serving them meals even in lockdown 3 0 on a regular basis bkandharigroup bkandhariproperties community serving supportive support team teampower teamgoals teamwork fightcoronatogether covid19,"[{'score': 0.529232, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
@MumbaiPolice Every evening there are at least 15 people socialising and playing in this complex. Majority of them are kids and elderly people. #COVID19 #KanjurmargWest,2020-05-04 13:43:15+00:00,0,0,#COVID19 #KanjurmargWest,Mumbai,Every evening there are at least 15 people socialising and playing in this complex Majority of them are kids and elderly people COVID19 KanjurmargWest,"[{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
This guy comes daily to #Versova Freedom Fighter Janardhan R. Patil park which is closed due to #COVID19. Why is he allowed? @mybmc @mybmcwardKW @LavekarBharati @MumbaiPolice @CPMumbaiPolice @yariroadbachao @DGPMaharashtra – at Park,2020-05-04 13:38:36+00:00,2,3,#Versova #COVID19,Mumbai,This guy comes daily to Versova Freedom Fighter Janardhan R Patil park which is closed due to COVID19 Why is he allowed at Park,[],,,,,,,
How to Wear a Mask Properly #COVID19 #CoronaWarriors #IndiaFightsCoronavirus #Construction #HomeSearch #AffordableHousing #Commercial #Residential #Projects #RealEstate #Property #Investment #NaviMumbai #NewMumbai #PushpakNagar #PushpakNode #Panvel #VikramAdityaRealty #VARPL,2020-05-04 13:00:29+00:00,0,1,#COVID19 #CoronaWarriors #IndiaFightsCoronavirus #Construction #HomeSearch #AffordableHousing #Commercial #Residential #Projects #RealEstate #Property #Investment #NaviMumbai #NewMumbai #PushpakNagar #PushpakNode #Panvel #VikramAdityaRealty #VARPL,Mumbai,How to Wear a Mask Properly COVID19 CoronaWarriors IndiaFightsCoronavirus Construction HomeSearch AffordableHousing Commercial Residential Projects RealEstate Property Investment NaviMumbai NewMumbai PushpakNagar PushpakNode Panvel VikramAdityaRealty VARPL,"[{'score': 0.572581, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
"Today, @ShifaMaitra talks about the four nurses who are looking after a 3 month old baby of a patient who is under treatment for #Covid19, she also tells us about how parts of Kerala are using umbrellas to beat the virus, all this and more. Tune in: http://ivm.today/SIEng-17 – at Indus Vox Media",2020-05-04 12:48:53+00:00,0,2,#Covid19,Mumbai,Today talks about the four nurses who are looking after a 3 month old baby of a patient who is under treatment for Covid19 she also tells us about how parts of Kerala are using umbrellas to beat the virus all this and more Tune in at Indus Vox Media,[],,,,,,,
"#COVID19 Update | May 4 Well, the curve has flattened. No new cases. 61 recoveries. Active cases down at 34. No new hotspots 21,724 under observation 33,010 samples tested; 32,315 -ve 2431 samples covered in sentinel surveillance ",2020-05-04 12:12:10+00:00,0,0,#COVID19,Mumbai,COVID19 Update May 4 Well the curve has flattened No new cases 61 recoveries Active cases down at 34 No new hotspots 21 724 under observation 33 010 samples tested 32 315 ve 2431 samples covered in sentinel surveillance,[],,,,,,,
"#Covid19 Update:1,074 patients recovered in the last 24 hours,the highest number of patients recovered in just one day. Total recovered till date: 11,706 Total Positive people: 42,553 ",2020-05-04 12:08:46+00:00,0,0,#Covid19,Mumbai,Covid19 Update 1 074 patients recovered in the last 24 hours the highest number of patients recovered in just one day Total recovered till date 11 706 Total Positive people 42 553,[],,,,,,,
"Business activities, movement of people resume in #Odisha's green, orange zones. #COVID19",2020-05-04 12:07:12+00:00,0,0,#Odisha #COVID19,Mumbai,Business activities movement of people resume in Odisha s green orange zones COVID19,[],,,,,,,
Assam govt relaxes #lockdown norms allowing more shops to open in state. #COVID19,2020-05-04 12:05:04+00:00,0,0,#lockdown #COVID19,Mumbai,Assam govt relaxes lockdown norms allowing more shops to open in state COVID19,"[{'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
New containment orders issued by #Gurugram district administration. #COVID19 #Lockdown3,2020-05-04 12:00:55+00:00,0,0,#Gurugram #COVID19 #Lockdown3,Mumbai,New containment orders issued by Gurugram district administration COVID19 Lockdown3,[],,,,,,,
527 more people have tested positive for #COVID19 in #TamilNadu taking the total number of cases in the state to 3550: State Health Department,2020-05-04 11:57:22+00:00,0,0,#COVID19 #TamilNadu,Mumbai,527 more people have tested positive for COVID19 in TamilNadu taking the total number of cases in the state to 3550 State Health Department,"[{'score': 0.584857, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
Dayuuuuuumm!!!! #memes #corona #mask #covid19 #gocoronago,2020-05-04 11:44:47+00:00,2,4,#memes #corona #mask #covid19 #gocoronago,Mumbai,Dayuuuuuumm memes corona mask covid19 gocoronago,[],,,,,,,
A personal message from Bapalal Keshavlal family. #BapalalKeshavlal #Bapalal #StayHome #StaySafe #lockdown #covid19 #womanwhereitallbegins – at Mumbai,2020-05-04 11:32:19+00:00,0,0,#BapalalKeshavlal #Bapalal #StayHome #StayHome #StaySafe #lockdown #covid19 #womanwhereitallbegins,Mumbai,A personal message from Bapalal Keshavlal family BapalalKeshavlal Bapalal StayHome StaySafe lockdown covid19 womanwhereitallbegins at Mumbai,[],,,,,,,
"3 More #Covid19 +Ve patients have been identified in Bhiwandi. Good News: 2 patients out of 16, dated May 2 have been recovered. Total cases in Bhiwandi: 17 #StayHomeStaySafe – at Bhiwandi",2020-05-04 11:27:21+00:00,38,286,#Covid19 #StayHomeStaySafe,Mumbai,3 More Covid19 Ve patients have been identified in Bhiwandi Good News 2 patients out of 16 dated May 2 have been recovered Total cases in Bhiwandi 17 StayHomeStaySafe at Bhiwandi,[],,,,,,,
"#LiquorShops where is social distancing , this is nothing but an open invitation to #COVID19 . Video shared by a friend who happen to pass from Vikrant Circle Ghatkopar East @MumbaiPolice @CPMumbaiPolice @CMOMaharashtra @AUThackeray #कोरोना रेड जोन #liquor – at Vikrant Circle",2020-05-04 11:25:09+00:00,2,6,#LiquorShops #COVID19 #liquor,Mumbai,LiquorShops where is social distancing this is nothing but an open invitation to COVID19 Video shared by a friend who happen to pass from Vikrant Circle Ghatkopar East liquor at Vikrant Circle,"[{'score': 0.575787, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
#Kitchusays Frequent hand washing with soap and water for at least 20 seconds is the most effective preventive measure against #COVID19. #IndiaFightsCorona #HelpUsToHelpYou #SwasthaBharat Source: @fssaiindia Food Safety Partner: @spectrumfood #COVID2019india #Covid19India,2020-05-04 11:22:33+00:00,2,3,#Kitchusays #COVID19 #IndiaFightsCorona #HelpUsToHelpYou #SwasthaBharat #COVID2019india #Covid19India,Mumbai,Kitchusays Frequent hand washing with soap and water for at least 20 seconds is the most effective preventive measure against COVID19 IndiaFightsCorona HelpUsToHelpYou SwasthaBharat Source Food Safety Partner COVID2019india Covid19India,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
While battling the pandemic we maintained social distance which was healthy for us and our environment. Let’s Cycle and continue being healthy us in a healthy environment. #CoVid19 #WeAreOpen #ambikacyclestores @… https://www.instagram.com/p/B_w2g3mFCAT/?igshid=1e4dub4u5wbn9,2020-05-04 10:54:34+00:00,0,0,#CoVid19 #WeAreOpen #ambikacyclestores,Mumbai,While battling the pandemic we maintained social distance which was healthy for us and our environment Let s Cycle and continue being healthy us in a healthy environment CoVid19 WeAreOpen ambikacyclestores,"[{'score': 0.806158, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Food & Medicines for Work Post the lockdown, how can countries ensure lesser halves (the lower half of the society) bounce back healthy both physically & financially. @WTCMumbaiIndia #covid19 #lastman #lesserhalves #finanicalwellbeing https://wtcmumbai.org/ontrade-march2020/index.html#page/29",2020-05-04 10:14:31+00:00,1,2,#covid19 #lastman #lesserhalves #finanicalwellbeing,Mumbai,Food Medicines for Work Post the lockdown how can countries ensure lesser halves the lower half of the society bounce back healthy both physically financially covid19 lastman lesserhalves finanicalwellbeing,[],,,,,,,
"Old habits die hard, as of now Mumbai is at the mercy of @Mybmc . It’s a shame commission &amp; kickbacks have become more rampant with the blessings of those in power. None will be spared post #Covid19 @Dev_Fadnavis @AUThackeray @KishoriPednekar @iYashwantJadhav @VinodumishraYou",2020-05-04 09:51:47+00:00,39,85,#Covid19,Mumbai,Old habits die hard as of now Mumbai is at the mercy of It s a shame commission amp kickbacks have become more rampant with the blessings of those in power None will be spared post Covid19 Fadnavis,"[{'score': 0.733097, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
@republic @Republic_Bharat People were complaining about not having enough money for train tickets to travel. #factchecks at liqour #shop #mumbai #mumbailockdown #COVID19 #TrendingNow #hypocrisy @OfficeofUT @PMOIndia @myogiadityanath @indiatvnews @mybmc @MumbaiPolice,2020-05-04 08:47:17+00:00,0,0,#factchecks #shop #mumbai #mumbailockdown #COVID19 #TrendingNow #hypocrisy,Mumbai,Bharat People were complaining about not having enough money for train tickets to travel factchecks at liqour shop mumbai mumbailockdown COVID19 TrendingNow hypocrisy,"[{'score': 0.663387, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"Sai Ram With blessings of #SriSathyaSai, SSSSO, Pune, serving 1200+ meal boxes,daily, till date, total 18000+ meal boxes distributed in and around Pune City during #Covid19 pandemic. Short Glimpse of #Service led by SSSSO Pune :",2020-05-04 08:20:53+00:00,0,7,#SriSathyaSai #Covid19 #Service,Mumbai,Sai Ram With blessings of SriSathyaSai SSSSO Pune serving 1200 meal boxes daily till date total 18000 meal boxes distributed in and around Pune City during Covid19 pandemic Short Glimpse of Service led by SSSSO Pune,"[{'score': 0.595401, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Delhi saw highest #Covid19 spike yday -same day that @ArvindKejriwal rushed 2 declare Delhi open !In Mumbai, situation catastrophic. Do opp CMs particularly of Del, Bengal n Maharashtra not realise their onus? Everyday there is increasing evidence of recklessness frm these states",2020-05-04 06:33:50+00:00,2,10,#Covid19,Mumbai,Delhi saw highest Covid19 spike yday same day that rushed 2 declare Delhi open In Mumbai situation catastrophic Do opp CMs particularly of Del Bengal n Maharashtra not realise their onus Everyday there is increasing evidence of recklessness frm these states,"[{'score': 0.650369, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"The sheer submission of @AITCofficial govt towards wilful violent violators is a shameful indictment of her petty vote bank politics . Even in the time of pandemic , Mamata didi wants to keep her core constituents in good humour . Fight against #Covid19 be damned ! ",2020-05-04 06:22:43+00:00,1,3,#Covid19,Mumbai,The sheer submission of govt towards wilful violent violators is a shameful indictment of her petty vote bank politics Even in the time of pandemic Mamata didi wants to keep her core constituents in good humour Fight against Covid19 be damned,"[{'score': 0.501472, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"For doctors in densely populated #Mumbra, it's a ticking timebomb with #COVID19 cases increasing. General practitioners in the area have to also create awareness about social distancing in addition to treating patients. ",2020-05-04 06:03:29+00:00,2,2,#Mumbra #COVID19,Mumbai,For doctors in densely populated Mumbra it s a ticking timebomb with COVID19 cases increasing General practitioners in the area have to also create awareness about social distancing in addition to treating patients,[],,,,,,,
Former #Congress President #RahulGandhi on Monday slammed #Central government over the reports of #IndianRailways charging for tickets from the migrants&amp;contributing Rs 151 crore in #PMCARE fund to combat the spread of #COVID19 and asked the government to 'solve the puzzle'. IANS ,2020-05-04 05:13:50+00:00,0,0,#Congress #RahulGandhi #Central #IndianRailways #PMCARE #COVID19,Mumbai,Former Congress President RahulGandhi on Monday slammed Central government over the reports of IndianRailways charging for tickets from the migrants amp contributing Rs 151 crore in PMCARE fund to combat the spread of COVID19 and asked the government to solve the puzzle IANS,[],,,,,,,
"A 29-year-old female has tested positive for #COVID19; taking the total number of positive cases to 163: Information &amp; Public Relations Department, Government of #Odisha.",2020-05-04 05:00:43+00:00,0,0,#COVID19 #Odisha,Mumbai,A 29 year old female has tested positive for COVID19 taking the total number of positive cases to 163 Information amp Public Relations Department Government of Odisha,"[{'score': 0.574477, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.829999, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,1.0,,
4 deaths and 123 new #COVID19 cases have been reported in #Rajasthan today. Total positive cases stand at 3009 and death toll is 75: Rajasthan Health Department,2020-05-04 05:00:06+00:00,0,0,#COVID19 #Rajasthan,Mumbai,4 deaths and 123 new COVID19 cases have been reported in Rajasthan today Total positive cases stand at 3009 and death toll is 75 Rajasthan Health Department,"[{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"Post #lockdown projection of #COVID19 cases across shared by GOI Cabinet Secy in meeting with ALL States &amp; UT's Chief Secretaries on Sun, 26th April. 15th May : 65k 31st May : 1.65 L ( 1 L in 15 days) 30th June : 11.22 L ( 9.57 L in 30 days) 31st July : 96.9 L ( 85.7 L) ",2020-05-04 04:58:16+00:00,30,45,#lockdown #COVID19,Mumbai,Post lockdown projection of COVID19 cases across shared by GOI Cabinet Secy in meeting with ALL States amp UT s Chief Secretaries on Sun 26th April 15th May 65k 31st May 1 65 L 1 L in 15 days 30th June 11 22 L 9 57 L in 30 days 31st July 96 9 L 85 7 L,[],,,,,,,
"Let this brave octogenarian #COVID19 warrior inspire many! #MondayMotivation Madhya Pradesh Doctor, 85, Who Had Cancer, Pneumonia, Fought Off COVID-19 - NDTV",2020-05-04 04:50:51+00:00,1,2,#COVID19 #MondayMotivation,Mumbai,Let this brave octogenarian COVID19 warrior inspire many MondayMotivation Madhya Pradesh Doctor 85 Who Had Cancer Pneumonia Fought Off COVID 19 NDTV,"[{'score': 0.818963, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Food supplies and logistics are under stress in the aftermath of #Covid19. Food processing is one of the most effective way to preserve nutritional content and store food for longer period. #Agriculture #Sustainability #Foodprocessing,2020-05-04 04:33:48+00:00,0,1,#Covid19 #Agriculture #Sustainability #Foodprocessing,Mumbai,Food supplies and logistics are under stress in the aftermath of Covid19 Food processing is one of the most effective way to preserve nutritional content and store food for longer period Agriculture Sustainability Foodprocessing,"[{'score': 0.660103, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
नाण्याची दुसरी बाजू.... Artist: #MirSuhail Dead Rose's Armed Forces choppers drop petals on hospitals in India... #migrantworkers #covid19 #nofood,2020-05-04 04:17:00+00:00,0,8,#MirSuhail #migrantworkers #covid19 #nofood,Mumbai,Artist MirSuhail Dead Rose s Armed Forces choppers drop petals on hospitals in India migrantworkers covid19 nofood,"[{'score': 0.538448, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"No PM, No FM but @Swamy39 advising Indian railways. #CollectiveResponsibility redefined in #COVID19 times. Good.",2020-05-04 04:08:57+00:00,0,0,#CollectiveResponsibility #COVID19,Mumbai,No PM No FM but advising Indian railways CollectiveResponsibility redefined in COVID19 times Good,[],,,,,,,
"Total number of #COVID19 positive cases in #India rises to 42,533 including 29,453 active cases,11,707 cured/discharged/migrated and 1373 deaths: Ministry of Health and Family Welfare",2020-05-04 04:00:54+00:00,0,1,#COVID19 #India,Mumbai,Total number of COVID19 positive cases in India rises to 42 533 including 29 453 active cases 11 707 cured discharged migrated and 1373 deaths Ministry of Health and Family Welfare,"[{'score': 0.605143, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"Death toll due to #COVID19 rises to 1,373 in #India; number of cases climb to 42,533: Health Ministry",2020-05-04 03:59:51+00:00,0,1,#COVID19 #India,Mumbai,Death toll due to COVID19 rises to 1 373 in India number of cases climb to 42 533 Health Ministry,"[{'score': 0.599421, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
Such #POSITIVITY on a #MondayMorning! #ArogyaSetu #IndiaFightsCorona #COVID19 #mondayblues,2020-05-04 03:05:31+00:00,0,2,#POSITIVITY #MondayMorning #ArogyaSetu #IndiaFightsCorona #COVID19 #mondayblues,Mumbai,Such POSITIVITY on a MondayMorning ArogyaSetu IndiaFightsCorona COVID19 mondayblues,"[{'score': 0.865725, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
Such silver linings among the darkest cloud of human crisis will be remembered in the days to come. #covid19 youth did not leave the hand of his hindu friend till last time in shivpuri ,2020-05-16 20:55:33+00:00,0,0,#covid19,Delhi,Such silver linings among the darkest cloud of human crisis will be remembered in the days to come covid19 youth did not leave the hand of his hindu friend till last time in shivpuri,"[{'score': 0.604675, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
" He doesn't need wings 2 fly, Bcas ये है.. #आत्मनिर्भर! Don't Panic #Corona 24x7 #TollFree 1075, 01123978046 &amp; #WhatsApp 9013151515 to Fight against #COVID19.. #QurantineLife #कोरोना #StayHome All d Bst! B Sporty Happy.. जय हिन्द! #HappyYadav https://twitter.com/anupamyad/status/1261629642005524486 – at HUDCO Place",2020-05-16 20:25:32+00:00,0,0,#Corona #TollFree #WhatsApp #COVID19 #QurantineLife #StayHome #StayHome #HappyYadav,Delhi,He doesn t need wings 2 fly Bcas Don t Panic Corona 24x7 TollFree 1075 01123978046 amp WhatsApp 9013151515 to Fight against COVID19 QurantineLife StayHome All d Bst B Sporty Happy HappyYadav at HUDCO Place,"[{'score': 0.643188, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
It's difficult to stay in #PPE for long but the happiness which we get while treating #COVID patients make us forget all this hardship. Proud to be part of #CoronaPandemic as a healer. #CovidDuties #HDU #CoronaWarrior #COVID19 #Covid_19 #COVID2019india #AIIMS #AIIMSDelhi – at AIIMS,2020-05-16 18:25:39+00:00,5,27,#PPE #COVID #CoronaPandemic #CovidDuties #HDU #CoronaWarrior #COVID19 #Covid_19 #COVID2019india #AIIMS #AIIMSDelhi,Delhi,It s difficult to stay in PPE for long but the happiness which we get while treating COVID patients make us forget all this hardship Proud to be part of CoronaPandemic as a healer CovidDuties HDU CoronaWarrior COVID19 Covid 19 COVID2019india AIIMS AIIMSDelhi at AIIMS,"[{'score': 0.825662, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Difference - while one man is thinking of making India #Atamnirbharbharat The other is thinking of PM chair and politics! Some followers are thinking of India and others are using. Poor as a tool to win next election #COVID19 crisis true colours. ,2020-05-16 17:58:25+00:00,0,0,#Atamnirbharbharat #COVID19,Delhi,Difference while one man is thinking of making India Atamnirbharbharat The other is thinking of PM chair and politics Some followers are thinking of India and others are using Poor as a tool to win next election COVID19 crisis true colours,"[{'score': 0.678929, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
