Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,sadness,analytical,confident,tentative,anger,fear
Only by fighting together we will overcome this pandemic of COVID19. @MoHFW_INDIA @mini #wefight #COVID19 #TogetherAtHome,2020-04-18 08:08:52+00:00,2,18,#wefight #COVID19 #TogetherAtHome,Mumbai,Only by fighting together we will overcome this pandemic of COVID19 INDIA wefight COVID19 TogetherAtHome,"[{'score': 0.557222, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
"#AnythingForMumbai* We can't do work from home, we are on the field for you, stay at your home, take care.... #covid19 At MCGM , Maternity Home Prabhadevi @AUThackeray @AmeyGhole @mybmc",2020-04-18 07:43:10+00:00,19,117,#AnythingForMumbai #covid19,Mumbai,AnythingForMumbai We can t do work from home we are on the field for you stay at your home take care covid19 At MCGM Maternity Home Prabhadevi,[],,,,,,,
Let us respect the protection given to us by the the real estate developers. Let us Stay Home and Stay Safe. #Corona #GoCoronaGo #Coronavirus #COVID19 #StayHomeStaySafe #TakePrecautionAgainstCorona #SocialDistancing #Viral #Quarantine #LetsBeatCorona #IndiaFightsCorona,2020-04-18 06:44:08+00:00,0,2,#Corona #GoCoronaGo #Coronavirus #COVID19 #StayHomeStaySafe #TakePrecautionAgainstCorona #SocialDistancing #Viral #Quarantine #LetsBeatCorona #IndiaFightsCorona,Mumbai,Let us respect the protection given to us by the the real estate developers Let us Stay Home and Stay Safe Corona GoCoronaGo Coronavirus COVID19 StayHomeStaySafe TakePrecautionAgainstCorona SocialDistancing Viral Quarantine LetsBeatCorona IndiaFightsCorona,"[{'score': 0.508576, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.562568, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
The majestic Matterhorn adorns Indian flag to show its goodwill and solidarity in our fight against coronavirus. #Switzerland #coronavirus #covid19 #travel #solidarity #Swiss #swisstours,2020-04-18 06:42:33+00:00,0,6,#Switzerland #coronavirus #covid19 #travel #solidarity #Swiss #swisstours,Mumbai,The majestic Matterhorn adorns Indian flag to show its goodwill and solidarity in our fight against coronavirus Switzerland coronavirus covid19 travel solidarity Swiss swisstours,[],,,,,,,
Some tips on looking after yourself & managing #Covid19 stress. ,2020-04-18 06:32:08+00:00,5,5,#Covid19,Mumbai,Some tips on looking after yourself managing Covid19 stress,"[{'score': 0.805034, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,1.0
Imagine we all Survive Covid-19 and then China releases Covid-19S Pro #Covid_19 #ChineseVirusCorona #COVID19,2020-04-18 05:17:24+00:00,0,1,#Covid_19 #ChineseVirusCorona #COVID19,Mumbai,Imagine we all Survive Covid 19 and then China releases Covid 19S Pro Covid 19 ChineseVirusCorona COVID19,"[{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.825947, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,1.0,,,
Israeli Math prof claims simple statistical analysis demonstrates that the spread of COVID-19 peaks after about 40 days and declines to almost zero after 70 days — no matter where it strikes & what measures govts impose to try to thwart it. #COVID19 ,2020-04-18 04:56:55+00:00,0,0,#COVID19,Mumbai,Israeli Math prof claims simple statistical analysis demonstrates that the spread of COVID 19 peaks after about 40 days and declines to almost zero after 70 days no matter where it strikes what measures govts impose to try to thwart it COVID19,"[{'score': 0.535118, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.772668, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
"""UK government announces taskforce to develop vaccine for coronavirus"" #COVID19 ",2020-04-18 04:49:56+00:00,0,0,#COVID19,Mumbai,UK government announces taskforce to develop vaccine for coronavirus COVID19,[],,,,,,,
God will protect but he is not a pro tech! #hotspot #technews #corona #IndiaFightsCorona #covid19 #technology #coronavirusindia #IndiaFightsCOVID19,2020-04-18 04:26:11+00:00,0,1,#hotspot #technews #corona #IndiaFightsCorona #covid19 #technology #coronavirusindia #IndiaFightsCOVID19,Mumbai,God will protect but he is not a pro tech hotspot technews corona IndiaFightsCorona covid19 technology coronavirusindia IndiaFightsCOVID19,[],,,,,,,
“The 3 Words You Shouldn’t Say Right Now” by Brian Pennie Give it a read! Might help people who are going through mental breakdown and frustration in the #lockdown. #COVID19 has proven to be our enemy but our true enemy lies within our own mind! ,2020-04-18 01:05:03+00:00,0,1,#lockdown #COVID19,Mumbai,The 3 Words You Shouldn t Say Right Now by Brian Pennie Give it a read Might help people who are going through mental breakdown and frustration in the lockdown COVID19 has proven to be our enemy but our true enemy lies within our own mind,"[{'score': 0.573983, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,1.0,
Pilates Days #Stay Home#quarantine #staysafe #stayhealthy #covid19 @The Pilates Studio - Mumbai (india) https://www.instagram.com/p/B-hbw6DBxWh/?igshid=ujkstt2djt3o,2020-04-18 00:42:40+00:00,0,0,#Stay #staysafe #stayhealthy #covid19,Mumbai,Pilates Days Stay Home quarantine staysafe stayhealthy covid19 Pilates Studio Mumbai india,"[{'score': 0.526108, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
The most vulnerable differently-abled person surviving in a public toilet in #Dharavi is also the most neglected.@MumbaiMirror @abpmajhatv @HTMumbai @TOIMumbai @News18lokmat @BBCIndia @saamTVnews @TV9Marathi @scroll_in @the_hindu @livemint @IndiaToday @FT @IndianExpress #COVID19 ,2020-04-17 19:48:34+00:00,0,1,#Dharavi #COVID19,Mumbai,The most vulnerable differently abled person surviving in a public toilet in Dharavi is also the most neglected in hindu COVID19,"[{'score': 0.608523, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"The co-relation between #Napster and #Covid19, articulated by #ScottCohen for @MusicAlly ..Interesting Thoughts ..",2020-04-17 17:45:06+00:00,0,0,#Napster #Covid19 #ScottCohen,Mumbai,The co relation between Napster and Covid19 articulated by ScottCohen for Interesting Thoughts,"[{'score': 0.780371, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
I met the BNCMC Comissioner and discussed about the current situation as well as measures to prevent Corona in Bhiwandi and later spoke to ACP to seal the boundaries of Bhiwandi so that we can control the spread of #Covid19 from outsiders. – at Bhiwandi,2020-04-17 15:37:24+00:00,24,211,#Covid19,Mumbai,I met the BNCMC Comissioner and discussed about the current situation as well as measures to prevent Corona in Bhiwandi and later spoke to ACP to seal the boundaries of Bhiwandi so that we can control the spread of Covid19 from outsiders at Bhiwandi,"[{'score': 0.81077, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Quarantine 2020 Attempted haircuts! The world is changing and let’s put our best face forward! . . . . . . . . . #LLTQuarantine2020 #LLTQuarantineDiary #LLTLockdownDiary #covi̇d19 #lockdown2020 #lockdown… https://www.instagram.com/p/B_Fk-V-Asf2/?igshid=cmlalxbraa5j,2020-04-17 15:33:24+00:00,0,0,#LLTQuarantine2020 #LLTQuarantineDiary #LLTLockdownDiary #covi #lockdown2020 #lockdown,Mumbai,Quarantine 2020 Attempted haircuts The world is changing and let s put our best face forward LLTQuarantine2020 LLTQuarantineDiary LLTLockdownDiary covi d19 lockdown2020 lockdown,"[{'score': 0.760931, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Quarantine 2020 Attempted haircuts! The world is changing and let’s put our best face forward! . . . . . . . . . #LLTQuarantine2020 #LLTQuarantineDiary #LLTLockdownDiary #covi̇d19 #lockdown2020 #lockdown… https://www.instagram.com/p/B_Fk2DLAW-h/?igshid=iaz3ba3kcoj3,2020-04-17 15:32:17+00:00,0,0,#LLTQuarantine2020 #LLTQuarantineDiary #LLTLockdownDiary #covi #lockdown2020 #lockdown,Mumbai,Quarantine 2020 Attempted haircuts The world is changing and let s put our best face forward LLTQuarantine2020 LLTQuarantineDiary LLTLockdownDiary covi d19 lockdown2020 lockdown,"[{'score': 0.760931, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Systematic use of this great land bank can transform India into the 'food bowl' of the world and drive economic growth in the aftermath of #Covid19 outbreak #Agriculture #Sustainability,2020-04-17 13:50:11+00:00,0,3,#Covid19 #Agriculture #Sustainability,Mumbai,Systematic use of this great land bank can transform India into the food bowl of the world and drive economic growth in the aftermath of Covid19 outbreak Agriculture Sustainability,"[{'score': 0.799534, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
#COVID19 has brought Agriculture back at the helm of Indian economy. India is a land of farmers. 51% of India’s geographical area is already under cultivation as compared to 11% of the world average. (1/2) #Agriculture #Sustainability,2020-04-17 13:48:07+00:00,0,2,#COVID19 #Agriculture #Sustainability,Mumbai,COVID19 has brought Agriculture back at the helm of Indian economy India is a land of farmers 51 of India s geographical area is already under cultivation as compared to 11 of the world average 1 2 Agriculture Sustainability,"[{'score': 0.671273, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.635961, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
"— Mortality rate Globally 6%, USA 5%, INDIA 3% Confirmed Recovered Deaths 21,65,500 5,50,453 1,45,705 6,76,676 56,127 34,784 13,387 1,749 437 #ModiMitigation has some significance here #COVID19 #CovidIndia",2020-04-17 13:08:35+00:00,0,1,#ModiMitigation #COVID19 #CovidIndia,Mumbai,Mortality rate Globally 6 USA 5 INDIA 3 Confirmed Recovered Deaths 21 65 500 5 50 453 1 45 705 6 76 676 56 127 34 784 13 387 1 749 437 ModiMitigation has some significance here COVID19 CovidIndia,[],,,,,,,
Ingenious use of #AI by @DubaiPoliceHQ to detect potential #Covid19 cases &amp; flatten the curve. https://bit.ly/2RJlTp9 @QuickTake #Tech4Good #AIForAll #TechAgainstCovid,2020-04-17 13:01:02+00:00,0,6,#AI #Covid19 #Tech4Good #AIForAll #TechAgainstCovid,Mumbai,Ingenious use of AI by to detect potential Covid19 cases amp flatten the curve Tech4Good AIForAll TechAgainstCovid,"[{'score': 0.680876, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Stay home, stay safe! Cute White-rumped Munia safe at home! #colors &amp; #beauty of #nature #birds #birdwatching #birdphotography #birding #bird #wildlife #wildlifephotography #animals #travel #landscape #naturephotography #whiterumpedmunia #goa #covid19 #stayhomestaysafe",2020-04-17 12:35:36+00:00,1,2,#colors #beauty #nature #birds #birdwatching #birdphotography #birding #bird #wildlife #wildlifephotography #animals #travel #landscape #naturephotography #whiterumpedmunia #goa #covid19 #stayhomestaysafe,Mumbai,Stay home stay safe Cute White rumped Munia safe at home colors amp beauty of nature birds birdwatching birdphotography birding bird wildlife wildlifephotography animals travel landscape naturephotography whiterumpedmunia goa covid19 stayhomestaysafe,"[{'score': 0.832433, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.54839, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
LET's GET USED TO THIS Manners and etiquette in a #COVID19 world. @surnell @AlokTiwari9335 @AjayKushwaha_ @mishra_shani,2020-04-17 12:16:13+00:00,8,7,#COVID19,Mumbai,LET s GET USED TO THIS Manners and etiquette in a COVID19 world shani,[],,,,,,,
The majority of South watches more of General Entertainment Channels. #BARCIndia #WhatIndiaWatches #Nielsen #South #GEC #Covid19 #StayHome #StaySafe,2020-04-17 12:12:30+00:00,15,73,#BARCIndia #WhatIndiaWatches #Nielsen #South #GEC #Covid19 #StayHome #StayHome #StaySafe,Mumbai,The majority of South watches more of General Entertainment Channels BARCIndia WhatIndiaWatches Nielsen South GEC Covid19 StayHome StaySafe,[],,,,,,,
"One can not #think well, #work well #love well, #sleep well, if one has not #dined well. U enjoy the beauty I enjoy the food.. #lockdown #covid19 #coronavirus #pandemic #stayhomestaysafe @Mumbai, Maharashtra https://www.instagram.com/p/B_FNye_HWXh/?igshid=e24j9wdpfuk0",2020-04-17 12:10:49+00:00,0,1,#think #work #love #sleep #dined #lockdown #covid19 #coronavirus #pandemic #stayhomestaysafe,Mumbai,One can not think well work well love well sleep well if one has not dined well U enjoy the beauty I enjoy the food lockdown covid19 coronavirus pandemic stayhomestaysafe Maharashtra,"[{'score': 0.91415, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Finally this is reality, thank you @parag_alavani @mybmc for this idea to be taken forward and help our #Mumbai amid #Covid19",2020-04-17 11:58:29+00:00,0,0,#Mumbai #Covid19,Mumbai,Finally this is reality thank you alavani for this idea to be taken forward and help our Mumbai amid Covid19,"[{'score': 0.848602, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
Here's how you can spend your leisure time this quarantine. #StayHomeDontRoam #Corona #GoCoronaGo #Coronavirus #COVID19 #StayHomeStaySafe #TakePrecautionAgainstCorona #SocialDistancing #Viral #Quarantine #LetsBeatCorona #IndiaFightsCorona #ThingsToDoThisQuarantine,2020-04-17 10:40:11+00:00,0,1,#StayHomeDontRoam #Corona #GoCoronaGo #Coronavirus #COVID19 #StayHomeStaySafe #TakePrecautionAgainstCorona #SocialDistancing #Viral #Quarantine #LetsBeatCorona #IndiaFightsCorona #ThingsToDoThisQuarantine,Mumbai,Here s how you can spend your leisure time this quarantine StayHomeDontRoam Corona GoCoronaGo Coronavirus COVID19 StayHomeStaySafe TakePrecautionAgainstCorona SocialDistancing Viral Quarantine LetsBeatCorona IndiaFightsCorona ThingsToDoThisQuarantine,"[{'score': 0.536926, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
The Professor has a plan for us! Follow his guidance! @MumbaiPolice @RoadsOfMumbai @mybmc #fightagainstcorona #IndiaFightsCorona #india #MumbaiLockdown #MumbaiPolice #Lockdown2 #corona #covid19 #virus,2020-04-17 10:25:39+00:00,0,2,#fightagainstcorona #IndiaFightsCorona #india #MumbaiLockdown #MumbaiPolice #Lockdown2 #corona #covid19 #virus,Mumbai,The Professor has a plan for us Follow his guidance fightagainstcorona IndiaFightsCorona india MumbaiLockdown MumbaiPolice Lockdown2 corona covid19 virus,[],,,,,,,
Who would hav thought letter C would destroy this #year2020 &amp; ruin our lives? #Coronavirus(C) #COVID19(C)#Case(C)#Confirmed(C)#Confinement(C)#Contamination (C)#Curfew(C)The most serious is: #Cemetery(C)The possible drug is: #Chloroquine(C)What is annoying it comes frm #China(C),2020-04-17 10:24:33+00:00,0,3,#year2020 #Coronavirus #COVID19 #Case #Confirmed #Confinement #Contamination #Curfew #Cemetery #Chloroquine #China,Mumbai,Who would hav thought letter C would destroy this year2020 amp ruin our lives Coronavirus C COVID19 C Case C Confirmed C Confinement C Contamination C Curfew C The most serious is Cemetery C The possible drug is Chloroquine C What is annoying it comes frm China C,"[{'score': 0.549423, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.504126, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.81705, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,1.0,
"Adults with CHD (Congenital Heart Disease) can take the following steps mentioned in the above images, during #COVID19 and prepare for social distancing. Swipe the above images to know more. For consultation call on +919920232342 . . . . . . . . . #covi̇d #behome #precautions – at prabhadevi",2020-04-17 10:14:31+00:00,1,1,#COVID19 #covi #behome #precautions,Mumbai,Adults with CHD Congenital Heart Disease can take the following steps mentioned in the above images during COVID19 and prepare for social distancing Swipe the above images to know more For consultation call on 919920232342 covi d behome precautions at prabhadevi,[],,,,,,,
Everyone’s favourite: Ghar ka Pizza with loads of veggies and cheese . .Follow @vegyatri for more updates #pizza #rbigovernor #fridaymorning #Singapore #CoronaVirusUpdate #COVID19 #aamchimumbai #QuarantineLife #QuaratineAndChill #QuarantineCooking #GharBaithoIndia,2020-04-17 09:59:21+00:00,0,0,#pizza #rbigovernor #fridaymorning #Singapore #CoronaVirusUpdate #COVID19 #aamchimumbai #QuarantineLife #QuaratineAndChill #QuarantineCooking #GharBaithoIndia,Mumbai,Everyone s favourite Ghar ka Pizza with loads of veggies and cheese Follow for more updates pizza rbigovernor fridaymorning Singapore CoronaVirusUpdate COVID19 aamchimumbai QuarantineLife QuaratineAndChill QuarantineCooking GharBaithoIndia,"[{'score': 0.733025, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
@OfficeofUT what is new essential guidelines from 20th April in Mumbai and Pune which are red zone #covid19 #WarAgainstVirus too much news in the air. What to follow?,2020-04-17 09:32:12+00:00,0,0,#covid19 #WarAgainstVirus,Mumbai,what is new essential guidelines from 20th April in Mumbai and Pune which are red zone covid19 WarAgainstVirus too much news in the air What to follow,"[{'score': 0.573343, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Something @DrTedros clearly lacks. #COVID19 ,2020-04-17 09:27:03+00:00,3,20,#COVID19,Mumbai,Something clearly lacks COVID19,"[{'score': 0.997754, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.965509, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
They’ve alrdy determined the cured people had positive #covid19 detections in stool and sputum samples so wel y not “farts” #GameOver,2020-04-17 09:20:34+00:00,0,0,#covid19 #GameOver,Mumbai,They ve alrdy determined the cured people had positive covid19 detections in stool and sputum samples so wel y not farts GameOver,"[{'score': 0.632916, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
Cricket Club of India to donate Rs 51 lakh to the Maharastra Chief Minister's Relief Fund for the fight against #COVID19 pandemic. #CCI,2020-04-17 09:17:35+00:00,0,0,#COVID19 #CCI,Mumbai,Cricket Club of India to donate Rs 51 lakh to the Maharastra Chief Minister s Relief Fund for the fight against COVID19 pandemic CCI,[],,,,,,,
"Respected Concern Food Distribution Team, Please #Help_Govandi_Migrant_Labour with essential Grocery items and foods Below list is the name and number of Peoples who required foods. @MCGM_BMC Name: Aalam Shaikh Mob: 8898685354 Address: Govandi( W),M_East ward,Mumbai-43 #COVID19 ",2020-04-17 09:07:51+00:00,0,2,#Help_Govandi_Migrant_Labour #COVID19,Mumbai,Respected Concern Food Distribution Team Please Help Govandi Migrant Labour with essential Grocery items and foods Below list is the name and number of Peoples who required foods BMC Name Aalam Shaikh Mob 8898685354 Address Govandi W M East ward Mumbai 43 COVID19,[],,,,,,,
COVID-19 is a hard fight. And it’s everyone’s fight. #covid19,2020-04-17 08:52:46+00:00,0,0,#covid19,Mumbai,COVID 19 is a hard fight And it s everyone s fight covid19,"[{'score': 0.532284, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
#Coronavirus in #NaviMumbai: L-wing of #APMC's Grain market sealed after trader tests positive for #COVID19 ,2020-04-17 07:52:43+00:00,0,2,#Coronavirus #NaviMumbai #APMC #COVID19,Mumbai,Coronavirus in NaviMumbai L wing of APMC s Grain market sealed after trader tests positive for COVID19,"[{'score': 0.546545, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.6821, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
Nearest #COVID19 case to my location is 9.88 KM away! Get the latest #Covid_19 stats and check from your family's location: https://indiasmile.org/covid Stay Indoors &amp; Stay Safe #IndiaSmile #TakeResponsibility #घरमेंरहेंस्वस्थरहें #SlowtheSpread #FlattenTheCurve #CoronaUpdate,2020-04-17 07:23:47+00:00,0,3,#COVID19 #Covid_19 #IndiaSmile #TakeResponsibility #SlowtheSpread #FlattenTheCurve #CoronaUpdate,Mumbai,Nearest COVID19 case to my location is 9 88 KM away Get the latest Covid 19 stats and check from your family s location Stay Indoors amp Stay Safe IndiaSmile TakeResponsibility SlowtheSpread FlattenTheCurve CoronaUpdate,"[{'score': 0.615741, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
@Zomato @ZomatoIN @deepigoyal @zomatocare there's chance to spread #Covid19 #pandemic i request your kind self for #2ndtime to extend our #goldmembership by 2~3 months. We're actually confused whether to order or not.,2020-04-17 07:10:29+00:00,0,0,#Covid19 #pandemic #2ndtime #goldmembership,Mumbai,there s chance to spread Covid19 pandemic i request your kind self for 2ndtime to extend our goldmembership by 2 3 months We re actually confused whether to order or not,"[{'score': 0.810545, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
 Good morning Pravasi's! @ThePravasi #ThePravasi #ThePravasiTraveller #FollowThePravasi #ThePravasiLife #TravelAddicts #StayAtHome #StayHome #quarantineandchill #Covid19 #travel #coffeelover… https://www.instagram.com/p/B_EX7mSpWDX/?igshid=8p5gfe99ayxr,2020-04-17 04:20:13+00:00,0,0,#ThePravasi #ThePravasiTraveller #FollowThePravasi #ThePravasiLife #TravelAddicts #StayAtHome #StayAtHome #StayHome #StayHome #quarantineandchill #Covid19 #travel #coffeelover,Mumbai,Good morning Pravasi s ThePravasi ThePravasiTraveller FollowThePravasi ThePravasiLife TravelAddicts StayAtHome StayHome quarantineandchill Covid19 travel coffeelover,"[{'score': 0.88785, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Fumigation tunnel has been installed by #MumbaiPortTrust at the entrance of all the Port operations. Such precautionary measures prevent #COVID19 to become more vulnerable. #IndiaFightsCorona,2020-04-17 04:01:58+00:00,0,0,#MumbaiPortTrust #COVID19 #IndiaFightsCorona,Mumbai,Fumigation tunnel has been installed by MumbaiPortTrust at the entrance of all the Port operations Such precautionary measures prevent COVID19 to become more vulnerable IndiaFightsCorona,"[{'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
Now how many of business groups are willing to give up something like this? @adarpoonawalla Made my day reading such positive news! #CoronaPublicEnemy #CoronavirusPandemic #Covid_19 #COVID19 #coronavirusindia #HealthCare #AscentServesIndia,2020-04-17 03:29:50+00:00,1,1,#CoronaPublicEnemy #CoronavirusPandemic #Covid_19 #COVID19 #coronavirusindia #HealthCare #AscentServesIndia,Mumbai,Now how many of business groups are willing to give up something like this Made my day reading such positive news CoronaPublicEnemy CoronavirusPandemic Covid 19 COVID19 coronavirusindia HealthCare AscentServesIndia,"[{'score': 0.784355, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"It is not the smartest, healthiest, wealthiest or powerful who will survive this pandemic. It will be the most #resilient, #patient and #positive who will walk away whistling through this. #COVID19",2020-04-17 03:09:51+00:00,3,21,#resilient #patient #positive #COVID19,Mumbai,It is not the smartest healthiest wealthiest or powerful who will survive this pandemic It will be the most resilient patient and positive who will walk away whistling through this COVID19,"[{'score': 0.832308, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Day 18 Challenge Accepted 10 push-ups Everyday Participate wish this time win @AmazfitIndia #21DaysChallenge!#21DaysFitnessChallenge #FitnessChallenge #QuarentineLife #COVID19 #StayHome #StaySafe Join @SumitKewat8 @karan875 @Aniketw1551 @ranchikuldeep @KSneha005,2020-04-17 01:47:52+00:00,3,6,#21DaysChallenge #21DaysFitnessChallenge #FitnessChallenge #QuarentineLife #COVID19 #StayHome #StayHome #StaySafe,Mumbai,Day 18 Challenge Accepted 10 push ups Everyday Participate wish this time win 21DaysChallenge 21DaysFitnessChallenge FitnessChallenge QuarentineLife COVID19 StayHome StaySafe Join,"[{'score': 0.744829, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"This is a brilliant and out of the world, peace of information and you all must watch it pls! https://twitter.com/kamaalrkhan/status/1250746164317696003/video/1 #BhaktMediaVSAjazKhan #BringBackRangoliChandel #meghnath #coronavirus #VadrasOpposeLockdown #meghnad #ChiyaanVikram #zoomapp #StayAndPlay #COVID19",2020-04-16 21:31:39+00:00,0,2,#BhaktMediaVSAjazKhan #BringBackRangoliChandel #meghnath #coronavirus #VadrasOpposeLockdown #meghnad #ChiyaanVikram #zoomapp #StayAndPlay #COVID19,Mumbai,This is a brilliant and out of the world peace of information and you all must watch it pls BhaktMediaVSAjazKhan BringBackRangoliChandel meghnath coronavirus VadrasOpposeLockdown meghnad ChiyaanVikram zoomapp StayAndPlay COVID19,"[{'score': 0.91378, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.632066, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
Let's overcome from #COVID19 http://www.aaicaretaker.in @CMOMaharashtra @DGPMaharashtra @CPMumbaiPolice @PawarSpeaks @Awhadspeaks @NANA_PATOLE @OfficeofUT @tilly64 @Culbs @Tukaram_IndIAS @aaicaretakerngo @BVCFoundation @IMGReliance @AdaniKaran @AbdurRahman_IPS @tahliyani @ndtv,2020-04-16 20:17:13+00:00,0,2,#COVID19,Mumbai,Let s overcome from COVID19 PATOLE IndIAS IPS,"[{'score': 0.795914, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
106-year-old UK #COVID19 patient oldest to recover from the infection https://www.ndtv.com/world-news/coronavirus-britain-106-year-old-uk-covid-19-patient-oldest-to-recover-from-the-infection-2212528,2020-04-16 19:34:01+00:00,0,0,#COVID19,Mumbai,106 year old UK COVID19 patient oldest to recover from the infection,[],,,,,,,
"Today's most positive picture! A vegetable vendor in Karimnagar, Telangana explains the importance of mask in the fight against #COVID19. #IndiaFightsCorona @narendramodiFG @narendramodi",2020-04-16 19:09:49+00:00,0,3,#COVID19 #IndiaFightsCorona,Mumbai,Today s most positive picture A vegetable vendor in Karimnagar Telangana explains the importance of mask in the fight against COVID19 IndiaFightsCorona,"[{'score': 0.504475, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
As #testing (lack if it!) disaster unfolds in blown lockdown. Watching an idiot on TimesNow celebrating dodgy MOHFI/ICMR statistics on not doubling numbers. Incredible air of self congratulation down @PMOIndia @MoHFW_INDIA to other #covidiots. #foolsparadise #covid19 #bureaucracy,2020-04-16 17:58:10+00:00,0,0,#testing #covidiots #foolsparadise #covid19 #bureaucracy,Mumbai,As testing lack if it disaster unfolds in blown lockdown Watching an idiot on TimesNow celebrating dodgy MOHFI ICMR statistics on not doubling numbers Incredible air of self congratulation down INDIA to other covidiots foolsparadise covid19 bureaucracy,"[{'score': 0.687707, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Fresh cooked meals at Animals matter to me - mumbai for strays was fed on Aksa, Madhisland, Erangel, Dana pani beach & Madh jetty with our team. Happiness is feeding strays in #covid19 times. Donate : http://www.amtmindia.org/donate/ Or Gpay : 9819380310.",2020-04-16 17:12:03+00:00,11,47,#covid19,Mumbai,Fresh cooked meals at Animals matter to me mumbai for strays was fed on Aksa Madhisland Erangel Dana pani beach Madh jetty with our team Happiness is feeding strays in covid19 times Donate Or Gpay 9819380310,"[{'score': 0.842531, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Diet Instruction For Beating COVID-19 (Corona Virus) #covid19 #coronavirus #dietplan #insta #instatoday #oracareprime,2020-04-16 16:57:32+00:00,0,0,#covid19 #coronavirus #dietplan #insta #instatoday #oracareprime,Mumbai,Diet Instruction For Beating COVID 19 Corona Virus covid19 coronavirus dietplan insta instatoday oracareprime,[],,,,,,,
