Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,joy,confident,anger,sadness,tentative,fear
I would like to say a huge thank you to all the #keyworkers and amazing #HealthWorkers during #COVID19 #coronavirus We appreciate everything you’re doing. #stayathome #thankyou #staysafe #care #love,2020-04-09 11:00:44+00:00,0,1,#keyworkers #HealthWorkers #COVID19 #coronavirus #stayathome #stayathome #thankyou #thankyou #staysafe #care #love,Delhi,I would like to say a huge thank you to all the keyworkers and amazing HealthWorkers during COVID19 coronavirus We appreciate everything you re doing stayathome thankyou staysafe care love,"[{'score': 0.978664, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"PM Narendra Modi spoke on telephone today with Moon Jae-in, President of South Korea. The leaders discussed #COVID19 pandemic &amp; challenges it posed to global health systems&amp;economic situation. They shared information about steps taken in their countries to tackle the pandemic.",2020-04-09 10:55:36+00:00,0,1,#COVID19,Delhi,PM Narendra Modi spoke on telephone today with Moon Jae in President of South Korea The leaders discussed COVID19 pandemic amp challenges it posed to global health systems amp economic situation They shared information about steps taken in their countries to tackle the pandemic,"[{'score': 0.55889, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"MPs , Industry experts come together to fight #COVID19 through the innovation centric action group. @PIIndiaOrg @ghanshyamtiwari @RajatSethi86 @mathrubhuminews https://tv.mathrubhumi.com/amp/news/kerala/mps-come-together-to-fight-covid-19--1.43716",2020-04-09 10:46:10+00:00,2,7,#COVID19,Delhi,MPs Industry experts come together to fight COVID19 through the innovation centric action group,[],,,,,,,
 Let me repeat this: FREE #COVID19 TESTING for #Corona Virus. Great job @saurabhkochhar !! #IndiaFightsCorona,2020-04-09 10:42:58+00:00,1,4,#COVID19 #Corona #IndiaFightsCorona,Delhi,Let me repeat this FREE COVID19 TESTING for Corona Virus Great job IndiaFightsCorona,"[{'score': 0.746541, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
States have converted the Integrated Command & Control Centres (ICCCs) built under the @SmartCities_HUA into war rooms for real-time data monitoring of Covid-19 positive cases https://m-hindustantimes-com.cdn.ampproject.org/c/s/m.hindustantimes.com/india-news/how-centre-is-using-smart-cities-project-to-monitor-covid-19-hot-spots/story-qxu3fj0H6eeT5qvIqgUSgI_amp.html #SmartCities #ICCC #Covid19,2020-04-09 10:24:32+00:00,3,1,#SmartCities #ICCC #Covid19,Delhi,States have converted the Integrated Command Control Centres ICCCs built under the HUA into war rooms for real time data monitoring of Covid 19 positive cases SmartCities ICCC Covid19,"[{'score': 0.73959, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
Drink pure water and make your immune system stronger. #21DaysLockDown #StayHome #StaySafe #waterpurifier #cleanwater #healthywater #covid19 #healthylifestyle #fightagainstcorona,2020-04-09 10:22:16+00:00,0,0,#21DaysLockDown #StayHome #StayHome #StaySafe #waterpurifier #cleanwater #healthywater #covid19 #healthylifestyle #fightagainstcorona,Delhi,Drink pure water and make your immune system stronger 21DaysLockDown StayHome StaySafe waterpurifier cleanwater healthywater covid19 healthylifestyle fightagainstcorona,"[{'score': 0.751715, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Enjoy a rich sound experience with easy bluetooth connectivity. #21DaysLockDown #StayHome #StaySafe #speakers #bestsound #quarantine #covid19 #fightagainstcorona #indiafightscorona,2020-04-09 10:19:33+00:00,0,0,#21DaysLockDown #StayHome #StayHome #StaySafe #speakers #bestsound #quarantine #covid19 #fightagainstcorona #indiafightscorona,Delhi,Enjoy a rich sound experience with easy bluetooth connectivity 21DaysLockDown StayHome StaySafe speakers bestsound quarantine covid19 fightagainstcorona indiafightscorona,"[{'score': 0.765517, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
I miss enjoyment ..... #bored #stayhome #covid19 #besafe #happy life @GIP MaLL Noida https://www.instagram.com/p/B-wad2tF_LCWbDgAgKzokAH97SUJy84nARNmyk0/?igshid=1tqkjbhk5xrlr,2020-04-09 10:17:32+00:00,0,0,#bored #stayhome #stayhome #covid19 #besafe #happy,Delhi,I miss enjoyment bored stayhome covid19 besafe happy life MaLL Noida,"[{'score': 0.508253, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
. @POTUS praises @narendramodi for his strong leadership in helping not only India but humanity as well in fight against #covid19 @realDonaldTrump says India's help to US at this hour will not be forgotten. Great news for 2 greatest democracies. a new world order to save humanity,2020-04-09 09:38:34+00:00,0,7,#covid19,Delhi,praises for his strong leadership in helping not only India but humanity as well in fight against covid19 says India s help to US at this hour will not be forgotten Great news for 2 greatest democracies a new world order to save humanity,"[{'score': 0.815328, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.862681, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
"Light of ray, light of hope! Unity in diversity. How many of you lighted up candles? How is quarantine period going? #letstalk #quarantine #covid19 #corona #coronavirus #candles #unity #india #madhyapradesh… https://www.instagram.com/p/B-wRb9mDsV8/?igshid=18ast51fcghie",2020-04-09 08:58:39+00:00,0,2,#letstalk #quarantine #covid19 #corona #coronavirus #candles #unity #india #madhyapradesh,Delhi,Light of ray light of hope Unity in diversity How many of you lighted up candles How is quarantine period going letstalk quarantine covid19 corona coronavirus candles unity india madhyapradesh,[],,,,,,,
It's not stigma it's fear of Quarantine that is not drawing people to get tested.#indiafightscorona The much published Kanika Kapoor story has painted a rather dismal picture of our facilities #covid19 #caronavirus #cautionyespanicno,2020-04-09 08:52:38+00:00,0,0,#indiafightscorona #covid19 #caronavirus #cautionyespanicno,Delhi,It s not stigma it s fear of Quarantine that is not drawing people to get tested indiafightscorona The much published Kanika Kapoor story has painted a rather dismal picture of our facilities covid19 caronavirus cautionyespanicno,"[{'score': 0.832409, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
Sad to know that one doctor died due to #COVID19 please be safe doc.,2020-04-09 08:52:10+00:00,1,5,#COVID19,Delhi,Sad to know that one doctor died due to COVID19 please be safe doc,"[{'score': 0.781078, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.931276, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
"With the limited number of medical seats in India, don’t lose your chance to achieve the career you have always envisioned! Study MBBS in Russia and see your dreams coming to life! #StayHomeStaySafe #SocialDistancingNow #COVID19 #CoronavirusOutbreak #Covid19India #ruseducation",2020-04-09 08:46:41+00:00,3,12,#StayHomeStaySafe #SocialDistancingNow #COVID19 #CoronavirusOutbreak #Covid19India #ruseducation,Delhi,With the limited number of medical seats in India don t lose your chance to achieve the career you have always envisioned Study MBBS in Russia and see your dreams coming to life StayHomeStaySafe SocialDistancingNow COVID19 CoronavirusOutbreak Covid19India ruseducation,"[{'score': 0.59954, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Those were the good old days, when conferences, clients and celebrations were in full swing for us. Times are tough, but we all will bounce back soon. #ConferencesbyIndeBo #ThrowbackThursday #conferences #COVID19 #Lockdown2020 #WeShallOvercome #MICE #throwback",2020-04-09 08:39:10+00:00,0,0,#ConferencesbyIndeBo #ThrowbackThursday #conferences #COVID19 #Lockdown2020 #WeShallOvercome #MICE #throwback,Delhi,Those were the good old days when conferences clients and celebrations were in full swing for us Times are tough but we all will bounce back soon ConferencesbyIndeBo ThrowbackThursday conferences COVID19 Lockdown2020 WeShallOvercome MICE throwback,"[{'score': 0.705658, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Very noble But what about the Masks #maskindia What about your safety #covid19 Serve with protection #indiafightscorona #cautionyespanicno,2020-04-09 08:27:07+00:00,0,1,#maskindia #covid19 #indiafightscorona #cautionyespanicno,Delhi,Very noble But what about the Masks maskindia What about your safety covid19 Serve with protection indiafightscorona cautionyespanicno,"[{'score': 0.85365, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
What’s after #COVID19 ? Imagination is more tougher than reality. Still have time to take lessons from the world #StayHomeIndia #ThursdayThoughts,2020-04-09 08:15:26+00:00,0,2,#COVID19 #StayHomeIndia #ThursdayThoughts,Delhi,What s after COVID19 Imagination is more tougher than reality Still have time to take lessons from the world StayHomeIndia ThursdayThoughts,"[{'score': 0.617401, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
"He's our Prime Minister who taught the World how to lead when situations are tough. @WHO has appreciated the proactive steps,measures taken by our PM @narendramodi The 1st world leader to call a conference like #SAARC on #COVID19 He's leading the world! #ModiLeadingTheWorld",2020-04-09 08:08:21+00:00,0,0,#SAARC #COVID19 #ModiLeadingTheWorld,Delhi,He s our Prime Minister who taught the World how to lead when situations are tough has appreciated the proactive steps measures taken by our PM The 1st world leader to call a conference like SAARC on COVID19 He s leading the world ModiLeadingTheWorld,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Well done Crisis times call for more #empathy and #humanity #WorldIsAFamily #Covid19 @PMOIndia,2020-04-09 07:57:53+00:00,0,0,#empathy #humanity #WorldIsAFamily #Covid19,Delhi,Well done Crisis times call for more empathy and humanity WorldIsAFamily Covid19,"[{'score': 0.932977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
@MaxHealthcare Rolls Out Survey To #Screen And Track General Population For #COVID19 ,2020-04-09 07:57:28+00:00,0,0,#Screen #COVID19,Delhi,Rolls Out Survey To Screen And Track General Population For COVID19,[],,,,,,,
#COVID19: Many Countries Start Trials Of #Plasma #Transfusion #FightingCOVID19 @StamfordHosp @MayoClinic,2020-04-09 07:56:20+00:00,3,2,#COVID19 #Plasma #Transfusion #FightingCOVID19,Delhi,COVID19 Many Countries Start Trials Of Plasma Transfusion FightingCOVID19,[],,,,,,,
When is COVID-19 expected to end? #coronavirus #covid19 ,2020-04-09 07:16:43+00:00,0,0,#coronavirus #covid19,Delhi,When is COVID 19 expected to end coronavirus covid19,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Stay home stay safe from #COVID19 ,2020-04-09 07:08:08+00:00,0,0,#COVID19,Delhi,Stay home stay safe from COVID19,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
#COVID19: Odisha extends lockdown till April 30th. #BREAKING #BreakTheChain,2020-04-09 06:57:09+00:00,0,0,#COVID19 #BREAKING #BreakTheChain,Delhi,COVID19 Odisha extends lockdown till April 30th BREAKING BreakTheChain,"[{'score': 0.517483, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
@PMOIndia @narendramodi @drharshvardhan #supremecourtofindia #delhihighcourt #PMCaresFunds Like #Covid19 testing do for #PPEshortage too #GovindBoloHareGopalBolo @CleanIndiaWatch @MoHFW_INDIA @swachhbharat Clean &amp; Green #India helps in Keeping away #corona #COVID19Pandemic,2020-04-09 06:56:44+00:00,1,1,#supremecourtofindia #delhihighcourt #PMCaresFunds #Covid19 #PPEshortage #GovindBoloHareGopalBolo #India #corona #COVID19Pandemic,Delhi,supremecourtofindia delhihighcourt PMCaresFunds Like Covid19 testing do for PPEshortage too GovindBoloHareGopalBolo INDIA Clean amp Green India helps in Keeping away corona COVID19Pandemic,"[{'score': 0.558009, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"UP has the largest population still the numbers are lower than Maharashtra, but UNESCO (Liberals) declared Maharashtra's CM as best CM to handle #Covid19. ",2020-04-09 06:56:17+00:00,0,0,#Covid19,Delhi,UP has the largest population still the numbers are lower than Maharashtra but UNESCO Liberals declared Maharashtra s CM as best CM to handle Covid19,"[{'score': 0.60456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Centre Issues #Advisory To Address Social #Stigma Associated With #COVID19 #SocialDistancing2020 #fightagainstcorona #IndiaFightsCorona @MoHFW_INDIA,2020-04-09 06:44:40+00:00,3,5,#Advisory #Stigma #COVID19 #SocialDistancing2020 #fightagainstcorona #IndiaFightsCorona,Delhi,Centre Issues Advisory To Address Social Stigma Associated With COVID19 SocialDistancing2020 fightagainstcorona IndiaFightsCorona INDIA,[],,,,,,,
"India stands with brother & sister of USA... Together we can win this war against #COVID19 As per our values entire world is like our family, our prayers always with USA ",2020-04-09 06:09:26+00:00,0,0,#COVID19,Delhi,India stands with brother sister of USA Together we can win this war against COVID19 As per our values entire world is like our family our prayers always with USA,"[{'score': 0.598799, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"People are dying all over the world. We have a pandameic that we are going through and inko apna #OnePlus8Series ki padi hai, fast charging ki padi hai, big screen ki padi hai! Absolutely ""amazing""! #ChineseBioterrorism #ChineseVirusCorona #covid19 #coronavirus",2020-04-09 06:03:07+00:00,0,4,#OnePlus8Series #ChineseBioterrorism #ChineseVirusCorona #covid19 #coronavirus,Delhi,People are dying all over the world We have a pandameic that we are going through and inko apna OnePlus8Series ki padi hai fast charging ki padi hai big screen ki padi hai Absolutely amazing ChineseBioterrorism ChineseVirusCorona covid19 coronavirus,"[{'score': 0.530657, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.713834, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
I request u all Please Tag & spread #Hum_Saath_Saath_Hain against #COVID19 #IndiaFightsCoronavirus @_blackdiamond00 @ankitasood13 @Kamallochanm @nishants79 @bharatshitole @Sugandha_libra @tum_and_hum @InvincibleBabu @RakeshA12572734 @rajamaka @RajniSandeepJa1 Please spread,2020-04-09 05:59:00+00:00,4,2,#Hum_Saath_Saath_Hain #COVID19 #IndiaFightsCoronavirus,Delhi,I request u all Please Tag spread Hum Saath Saath Hain against COVID19 IndiaFightsCoronavirus blackdiamond00 libra and hum Please spread,"[{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
"This is called Made in India, Make in India. 2the world with love ..#MakeinIndia . Message is clear : survive another day of #covid19...be #coronawarrior of #maabharti #bharat #india @narendramodi @narendramodi_in… https://www.instagram.com/p/B-v8QPIB2-O/?igshid=1kt4kzv4w74yl",2020-04-09 05:53:33+00:00,0,0,#MakeinIndia #covid19 #coronawarrior #maabharti #bharat #india,Delhi,This is called Made in India Make in India 2the world with love MakeinIndia Message is clear survive another day of covid19 be coronawarrior of maabharti bharat india in,"[{'score': 0.709861, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
#WearAMask #COVID19 #CoronaStopKaroNa #Coronafighters #Corona art and social message... What a beautiful national service Sudarshan babu... #artists #artistsontwitter,2020-04-09 05:44:33+00:00,0,0,#WearAMask #COVID19 #CoronaStopKaroNa #Coronafighters #Corona #artists #artistsontwitter,Delhi,WearAMask COVID19 CoronaStopKaroNa Coronafighters Corona art and social message What a beautiful national service Sudarshan babu artists artistsontwitter,"[{'score': 0.907575, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Scientists Are Racing To Find The Best Treatment For #COVID19 - #COVID19Pandemic @WHO @gatesfoundation @BMGFIndia #hydroxychloriquine @UCSF #treatment,2020-04-09 05:39:02+00:00,3,4,#COVID19 #COVID19Pandemic #hydroxychloriquine #treatment,Delhi,Scientists Are Racing To Find The Best Treatment For COVID19 COVID19Pandemic hydroxychloriquine treatment,"[{'score': 0.705281, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
#covid19 Don't despair. Humans will win over this war too. Have faith. New beginning. @Gurgaon गुड़गांव https://www.instagram.com/p/B-v6DCCFMr_/?igshid=gsbwnabooen4,2020-04-09 05:34:15+00:00,0,0,#covid19,Delhi,covid19 Don t despair Humans will win over this war too Have faith New beginning,"[{'score': 0.766903, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
This story #covid19 highlights #caronavirus the imp to sanitise hand #indiafightscorona and wear masks #maskindia,2020-04-09 05:17:31+00:00,0,0,#covid19 #caronavirus #indiafightscorona #maskindia,Delhi,This story covid19 highlights caronavirus the imp to sanitise hand indiafightscorona and wear masks maskindia,"[{'score': 0.563945, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Pls consider: Let Pvt labs do testing free. Costs of these tests be reimbursed, every 3-4 days, against billing, by Corporates. India Inc wud claim this as their CSR expenses against #COVID19, which #GOI has approved now. @ficci_india @colhunnybakshi @AK7CAV @nsitharaman @WPP @BW",2020-04-09 05:12:24+00:00,0,0,#COVID19 #GOI,Delhi,Pls consider Let Pvt labs do testing free Costs of these tests be reimbursed every 3 4 days against billing by Corporates India Inc wud claim this as their CSR expenses against COVID19 which GOI has approved now india,[],,,,,,,
Masks should #maskindia made available at every Police checking post #indiafightscorona so that people can protect themselves and others #covid19 #caronavirus,2020-04-09 05:11:48+00:00,0,0,#maskindia #indiafightscorona #covid19 #caronavirus,Delhi,Masks should maskindia made available at every Police checking post indiafightscorona so that people can protect themselves and others covid19 caronavirus,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
All Praise for our PM in helping other countries #caronavirus but American President #covid19 cannot be trusted #indiafightscorona.,2020-04-09 05:09:51+00:00,0,0,#caronavirus #covid19 #indiafightscorona,Delhi,All Praise for our PM in helping other countries caronavirus but American President covid19 cannot be trusted indiafightscorona,"[{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
"The #Club, The Pub &amp; the shopping hubs are empty, Because, Now a days, The invisible enemy has taken over the life of humanity, Isn't it prove? No matter how much progress we make, We can't win over our vulnerability, #vss365 #amwriting #poetry #coronavirus #lockdown #covid19",2020-04-09 05:09:08+00:00,3,12,#Club #vss365 #amwriting #poetry #coronavirus #lockdown #covid19,Delhi,The Club The Pub amp the shopping hubs are empty Because Now a days The invisible enemy has taken over the life of humanity Isn t it prove No matter how much progress we make We can t win over our vulnerability vss365 amwriting poetry coronavirus lockdown covid19,"[{'score': 0.710352, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.576567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
Testing should have been done free long time ago but the criterias to test should be broadened #indiafightscorona #cautionyespanicno #covid19 #caronavirus,2020-04-09 05:07:24+00:00,0,0,#indiafightscorona #cautionyespanicno #covid19 #caronavirus,Delhi,Testing should have been done free long time ago but the criterias to test should be broadened indiafightscorona cautionyespanicno covid19 caronavirus,[],,,,,,,
Are we going to follow on American steps of economics or some Indian strategy is going to be implemented Economic melt down will be more frightening. #indiafightscorona #covid19,2020-04-09 05:04:43+00:00,0,1,#indiafightscorona #covid19,Delhi,Are we going to follow on American steps of economics or some Indian strategy is going to be implemented Economic melt down will be more frightening indiafightscorona covid19,"[{'score': 0.509504, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,1.0
No active #Covid19 case in #Greenland Perks of not having any #TabligiJamaat #Jamati #CoronaJihadi in your country.,2020-04-09 05:04:40+00:00,0,0,#Covid19 #Greenland #TabligiJamaat #Jamati #CoronaJihadi,Delhi,No active Covid19 case in Greenland Perks of not having any TabligiJamaat Jamati CoronaJihadi in your country,"[{'score': 0.513082, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
Comparisons are not fair as all states are testing as per the resources and guidance of Health ministery The criterias should have been broadened and testing made Free even before SC advisory #caronavirus #covid19 #indiafightscorona #cautionyespanicno,2020-04-09 05:02:31+00:00,0,1,#caronavirus #covid19 #indiafightscorona #cautionyespanicno,Delhi,Comparisons are not fair as all states are testing as per the resources and guidance of Health ministery The criterias should have been broadened and testing made Free even before SC advisory caronavirus covid19 indiafightscorona cautionyespanicno,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Should have been done long time ago But still better late than never #indiafightscorona #cautionyespanicno #covid19 #caronavirus,2020-04-09 04:59:16+00:00,0,0,#indiafightscorona #cautionyespanicno #covid19 #caronavirus,Delhi,Should have been done long time ago But still better late than never indiafightscorona cautionyespanicno covid19 caronavirus,"[{'score': 0.55411, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"Rema, you should develop a toolkit for how to govern a dostrict at the time of #COVID19 specially from citizens perspective. The photos that you share are like photo albums !",2020-04-09 04:39:09+00:00,0,18,#COVID19,Delhi,Rema you should develop a toolkit for how to govern a dostrict at the time of COVID19 specially from citizens perspective The photos that you share are like photo albums,"[{'score': 0.726765, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
#COVID19 #coronavirus With normal health expenditure we are fighting with Corona. #CoronaLockdown,2020-04-09 04:35:38+00:00,0,1,#COVID19 #coronavirus #CoronaLockdown,Delhi,COVID19 coronavirus With normal health expenditure we are fighting with Corona CoronaLockdown,"[{'score': 0.627195, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
#Covid19 is not just suffocating the lungs of effected patients It is also destroying the #social fabric by asphyxiating the mind; amplifying #racism #distrust and #communal #hate Latter is worse ,2020-04-09 04:31:32+00:00,0,0,#Covid19 #social #racism #distrust #communal #hate,Delhi,Covid19 is not just suffocating the lungs of effected patients It is also destroying the social fabric by asphyxiating the mind amplifying racism distrust and communal hate Latter is worse,"[{'score': 0.761786, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
Detox done #thursdaymorning #ThursdayMotivation #thursdayvibes #thursday #morning #StayAtHomeAndStaySafe #StaySafe #stayathome #StayAtHomeChallenge #limewater #limewaterdetox #garlic #COVID19 #COVID19Pandemic #ChinaLiedPeopleDied #ChinaCoronaVirus,2020-04-09 04:24:21+00:00,0,3,#thursdaymorning #ThursdayMotivation #thursdayvibes #thursday #morning #StayAtHomeAndStaySafe #StaySafe #stayathome #stayathome #StayAtHomeChallenge #limewater #limewaterdetox #garlic #COVID19 #COVID19Pandemic #ChinaLiedPeopleDied #ChinaCoronaVirus,Delhi,Detox done thursdaymorning ThursdayMotivation thursdayvibes thursday morning StayAtHomeAndStaySafe StaySafe stayathome StayAtHomeChallenge limewater limewaterdetox garlic COVID19 COVID19Pandemic ChinaLiedPeopleDied ChinaCoronaVirus,"[{'score': 0.663671, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Pls consider: Let Pvt labs do testing free. Costs of these tests be reimbursed, every 3-4 days, against billing, by Corporates. India Inc wud claim this as their CSR expenses against #COVID19, which #GOI has approved now. @ficci_india @colhunnybakshi @AK7CAV @nsitharaman @WPP @BW",2020-04-09 04:11:15+00:00,0,1,#COVID19 #GOI,Delhi,Pls consider Let Pvt labs do testing free Costs of these tests be reimbursed every 3 4 days against billing by Corporates India Inc wud claim this as their CSR expenses against COVID19 which GOI has approved now india,[],,,,,,,
What a Contrast : China gave #COVID19 to the world While India giving #Hydroxychloroquine to the world as the cure. @MODIfiedVikas,2020-04-09 04:02:45+00:00,0,0,#COVID19 #Hydroxychloroquine,Delhi,What a Contrast China gave COVID19 to the world While India giving Hydroxychloroquine to the world as the cure,"[{'score': 0.524111, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
"Dear All , Don’t Go Outside House Otherwise Whole Delhi Become Hot Spot Area , List as Below :- #GHARPARRAHEN #NARENDRAMODI #COVID19 #Delhi #Lockdown21 #Delhi #Covid_19india",2020-04-09 03:57:20+00:00,1,0,#GHARPARRAHEN #NARENDRAMODI #COVID19 #Delhi #Lockdown21 #Delhi #Covid_19india,Delhi,Dear All Don t Go Outside House Otherwise Whole Delhi Become Hot Spot Area List as Below GHARPARRAHEN NARENDRAMODI COVID19 Delhi Lockdown21 Delhi Covid 19india,"[{'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
Just in: A high-level meeting of the Group of Ministers (GoM) on #COVID19 to be held at the @MoHFW_INDIA,2020-04-09 03:48:59+00:00,0,5,#COVID19,Delhi,Just in A high level meeting of the Group of Ministers GoM on COVID19 to be held at the INDIA,[],,,,,,,
"#IndiaFightsCorona: #COVID19 India UPDATE: Total Cases - 5734 Active Cases - 5095 Cured/Discharged- 472 Deaths - 166 Migrated - 1 as on April 9, 2020 till 8:00 AM Via @MoHFW_INDIA",2020-04-09 03:34:28+00:00,0,1,#IndiaFightsCorona #COVID19,Delhi,IndiaFightsCorona COVID19 India UPDATE Total Cases 5734 Active Cases 5095 Cured Discharged 472 Deaths 166 Migrated 1 as on April 9 2020 till 8 00 AM Via INDIA,[],,,,,,,
"A pigeon lies lifeless on a road with people not feeding #birds due to the ongoing nationwide #lockdown as a preventive measure against the #COVID19 coronavirus, in New Delhi on Thursday. @NewIndianXpress @TheMornStandard #Lockdown21 #COVID #CoronavirusPandemic",2020-04-09 03:17:17+00:00,10,31,#birds #lockdown #COVID19 #Lockdown21 #COVID #CoronavirusPandemic,Delhi,A pigeon lies lifeless on a road with people not feeding birds due to the ongoing nationwide lockdown as a preventive measure against the COVID19 coronavirus in New Delhi on Thursday Lockdown21 COVID CoronavirusPandemic,"[{'score': 0.583315, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Dear @dm_ghaziabad Saviour park society, mohan nagar is sealed since 01 Apr under #COVID19 . @Uppolice is strictly monitoring it, but to the extent that essentials/ emergency needs are also denied in a rowdy way. Pls look into it else panic among residents wld defeat the purpose.",2020-04-09 03:01:20+00:00,2,2,#COVID19,Delhi,Dear ghaziabad Saviour park society mohan nagar is sealed since 01 Apr under COVID19 is strictly monitoring it but to the extent that essentials emergency needs are also denied in a rowdy way Pls look into it else panic among residents wld defeat the purpose,"[{'score': 0.609475, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
"Need to follow Bhilwara model at all Coronavirus hotspots across India. A milestone achievement of district. Seems UP also adopting the model. But need support of common people, Stay home. @AmarUjalaNews @dmgbnagar #Coronavirus #Covid19 #MassScreening #Curfew #AreaSeal",2020-04-09 03:00:26+00:00,1,2,#Coronavirus #Covid19 #MassScreening #Curfew #AreaSeal,Delhi,Need to follow Bhilwara model at all Coronavirus hotspots across India A milestone achievement of district Seems UP also adopting the model But need support of common people Stay home Coronavirus Covid19 MassScreening Curfew AreaSeal,[],,,,,,,
"Cats can catch #Covid19 says the new study. Susceptibility of ferrets, cats, dogs, and other domesticated animals to SARS–coronavirus 2 ",2020-04-09 02:58:34+00:00,11,14,#Covid19,Delhi,Cats can catch Covid19 says the new study Susceptibility of ferrets cats dogs and other domesticated animals to SARS coronavirus 2,[],,,,,,,
"If you are a part of family WhatsApp group(s), you would know what day it is today. Otherwise “what day” has completely lost it’s relevance in COVID-19 times. #COVID19",2020-04-09 02:51:10+00:00,3,3,#COVID19,Delhi,If you are a part of family WhatsApp group s you would know what day it is today Otherwise what day has completely lost it s relevance in COVID 19 times COVID19,"[{'score': 0.621756, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.617877, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
