Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,analytical,sadness,tentative,fear,anger
People are fleeing Mumbai: A 100 % occupancy for IndiGo in its Mumbai- Varanasi flight today #aviation during #COVID19 ,2020-05-29 09:49:00+00:00,21,82,#aviation #COVID19,Delhi,People are fleeing Mumbai A 100 occupancy for IndiGo in its Mumbai Varanasi flight today aviation during COVID19,[],,,,,,,
An elderly lady who queued up to board buses to reach her native village rests her hand on a iron gate. @NewIndianXpress @TheMornStandard #COVID19 #coronavirus #coronavirusinindia #Lockdown4 #lockdownextension,2020-05-29 09:45:28+00:00,4,18,#COVID19 #coronavirus #coronavirusinindia #Lockdown4 #lockdownextension,Delhi,An elderly lady who queued up to board buses to reach her native village rests her hand on a iron gate COVID19 coronavirus coronavirusinindia Lockdown4 lockdownextension,[],,,,,,,
If that's really true. We should be more careful. #COVID19 #gocoronago #Atamnirbharbharat #AllLivesMatters #SocialDistancing,2020-05-29 09:32:45+00:00,0,1,#COVID19 #gocoronago #Atamnirbharbharat #AllLivesMatters #SocialDistancing,Delhi,If that s really true We should be more careful COVID19 gocoronago Atamnirbharbharat AllLivesMatters SocialDistancing,"[{'score': 0.613146, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
1. #COVID19 2. #Locusts 3. #weather 4. #earthquake 5. #poverty 6. #riots 7. #Politics 8. #war #ChinaIndiaFaceoff 9. #GlobalWarming Is this the end of the world ?? @narendramodi @realDonaldTrump @TimesNow @TOIIndiaNews @BBCWorld @World @aajtak @earth @China @india @usa ???!,2020-05-29 09:13:49+00:00,0,4,#COVID19 #Locusts #weather #earthquake #poverty #riots #Politics #war #ChinaIndiaFaceoff #GlobalWarming,Delhi,1 COVID19 2 Locusts 3 weather 4 earthquake 5 poverty 6 riots 7 Politics 8 war ChinaIndiaFaceoff 9 GlobalWarming Is this the end of the world,"[{'score': 0.61797, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"I was having a discussion with my dear friend and she told me that people are so fed up of staying in home for so long that now they don't even fear the #Pandemic, they just want to go out. Must say, she made a valid point. #Lockdown #Lockdown4 #CoronaVirus #COVID19 #Corona",2020-05-29 09:04:19+00:00,1,1,#Pandemic #Lockdown #Lockdown4 #CoronaVirus #COVID19 #Corona,Delhi,I was having a discussion with my dear friend and she told me that people are so fed up of staying in home for so long that now they don t even fear the Pandemic they just want to go out Must say she made a valid point Lockdown Lockdown4 CoronaVirus COVID19 Corona,"[{'score': 0.676742, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
"Imagine if we had a PM that always keep quiet and settled all things peacefully. We all lose kashmir from pakistan, ladakh from china, people's were saving their lifes from #COVID19 @narendramodi is our greatest PM",2020-05-29 08:59:49+00:00,1,5,#COVID19,Delhi,Imagine if we had a PM that always keep quiet and settled all things peacefully We all lose kashmir from pakistan ladakh from china people s were saving their lifes from COVID19 is our greatest PM,"[{'score': 0.518959, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
Service to mankind is service to God. We are feeding people every day who have been left incapable due to #AmphanSuperCyclone and #COVID19. Please help us feed more people. You can donate to us using the following channels. ,2020-05-29 08:56:55+00:00,1,6,#AmphanSuperCyclone #COVID19,Delhi,Service to mankind is service to God We are feeding people every day who have been left incapable due to AmphanSuperCyclone and COVID19 Please help us feed more people You can donate to us using the following channels,"[{'score': 0.592681, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.537979, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,1.0,,,
"Due to the historic drop in travel demand Hyatt has made the decision to layoff 1,300 employees around the world. #Hyatt #hyattregency #hyatthotel #Hyattpark #Travel #jobs #employement #layoff #fired #unemployement #restructure #coronavirus #covid19 ",2020-05-29 08:56:45+00:00,2,1,#Hyatt #hyattregency #hyatthotel #Hyattpark #Travel #jobs #employement #layoff #fired #unemployement #restructure #coronavirus #covid19,Delhi,Due to the historic drop in travel demand Hyatt has made the decision to layoff 1 300 employees around the world Hyatt hyattregency hyatthotel Hyattpark Travel jobs employement layoff fired unemployement restructure coronavirus covid19,"[{'score': 0.744572, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Is there is a @SonuSood CARES fund? #MigrantLivesMatter #COVID19 #IndiaStandsWithMigrants,2020-05-29 08:54:22+00:00,2,2,#MigrantLivesMatter #COVID19 #IndiaStandsWithMigrants,Delhi,Is there is a CARES fund MigrantLivesMatter COVID19 IndiaStandsWithMigrants,[],,,,,,,
"#PioneerOpEd @TheDailyPioneer by #ArjunKumar @ar5184 #PCMohanan: The challenges for data posed by the pandemic, #CAA-#NPR-#NRC and the reluctance of the Govt. to release official figures need to be tackled urgently. #COVID19 #CoronavirusPandemic #IMPRI https://bit.ly/2yISxAN",2020-05-29 08:53:48+00:00,1,1,#PioneerOpEd #ArjunKumar #PCMohanan #CAA #NPR #NRC #COVID19 #CoronavirusPandemic #IMPRI,Delhi,PioneerOpEd by ArjunKumar PCMohanan The challenges for data posed by the pandemic CAA NPR NRC and the reluctance of the Govt to release official figures need to be tackled urgently COVID19 CoronavirusPandemic IMPRI,[],,,,,,,
That's what we prepared #lockdownextension Waiting time in #Emergency increasing day by day Even healthy people are dying in #scorching_heat #Poor_patients may survive their illnesses but will die due to #Apathy of govts Even #COVID19 Failed to move them ,2020-05-29 08:43:06+00:00,2,7,#lockdownextension #Emergency #scorching_heat #Poor_patients #Apathy #COVID19,Delhi,That s what we prepared lockdownextension Waiting time in Emergency increasing day by day Even healthy people are dying in scorching heat Poor patients may survive their illnesses but will die due to Apathy of govts Even COVID19 Failed to move them,"[{'score': 0.795428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.693146, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,1.0,,
"Heartening to hear some positivity in this time of negativity, negativity, negativity. Even though we hear the numbers may be fudged, hospitals are overflowing, not possible to get a dignified cremation and some private hospitals are exploiting #COVID19 patients under your nose.",2020-05-29 08:24:24+00:00,1,2,#COVID19,Delhi,Heartening to hear some positivity in this time of negativity negativity negativity Even though we hear the numbers may be fudged hospitals are overflowing not possible to get a dignified cremation and some private hospitals are exploiting COVID19 patients under your nose,"[{'score': 0.693146, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
"1106 new #COVID19 cases take total infections in #Delhi to 17,387. 82 new deaths reported. Of these 13 deaths in last 24 hours Total deaths in Delhi so far : 398 7846 patients have recovered Health Minister @SatyendarJain",2020-05-29 08:00:47+00:00,3,7,#COVID19 #Delhi,Delhi,1106 new COVID19 cases take total infections in Delhi to 17 387 82 new deaths reported Of these 13 deaths in last 24 hours Total deaths in Delhi so far 398 7846 patients have recovered Health Minister,"[{'score': 0.623761, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
#COVID19 #Covid_19india #COVID2019india #lockdown5 about to start #CoronavirusIndia,2020-05-29 07:58:33+00:00,0,0,#COVID19 #Covid_19india #COVID2019india #lockdown5 #CoronavirusIndia,Delhi,COVID19 Covid 19india COVID2019india lockdown5 about to start CoronavirusIndia,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
"India registers biggest single-day spike of 7,466 #COVID19 cases; death toll climbs to 4,706: @MoHFW_INDIA",2020-05-29 07:42:26+00:00,1,2,#COVID19,Delhi,India registers biggest single day spike of 7 466 COVID19 cases death toll climbs to 4 706 INDIA,"[{'score': 0.605378, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"#ASSOCHAM today impressed upon the Centre and the states to ensure that electricity generation and distribution is maintained to the most optimal levels, as the country battles with #COVID19 pandemic amidst heat wave in several states and impending water scarcity in some regions. ",2020-05-29 07:38:03+00:00,6,14,#ASSOCHAM #COVID19,Delhi,ASSOCHAM today impressed upon the Centre and the states to ensure that electricity generation and distribution is maintained to the most optimal levels as the country battles with COVID19 pandemic amidst heat wave in several states and impending water scarcity in some regions,"[{'score': 0.572911, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"Karnataka asks reduction of flights to @BLRAirport from DEL, GUJ, TN, MP, Maha, RAJ: ~ Currently there are 45 flights from these 6 states ~ By June 1, it has to be reduced to 17 flights More cancellations. More credit shell. Poor governance #aviation during #COVID19",2020-05-29 07:33:38+00:00,20,29,#aviation #COVID19,Delhi,Karnataka asks reduction of flights to from DEL GUJ TN MP Maha RAJ Currently there are 45 flights from these 6 states By June 1 it has to be reduced to 17 flights More cancellations More credit shell Poor governance aviation during COVID19,[],,,,,,,
Does good food make you happy ? #GoGreen #HealthyLiving #stressfree #MentalHealthAwarenessMonth @kavitadevgan @its_pooja7 @awakenedavi @Nirmala_shiv @drdwivedi7 @GovindGuru88 @PreventionMag @UNEP @WHO @WholeFoods @womenshealth @ICAH @MH4Future #COVID19 @FamilyAware @Got_Anxiety,2020-05-29 06:50:56+00:00,4,8,#GoGreen #HealthyLiving #stressfree #MentalHealthAwarenessMonth #COVID19,Delhi,Does good food make you happy GoGreen HealthyLiving stressfree MentalHealthAwarenessMonth pooja7 shiv COVID19 Anxiety,"[{'score': 0.846064, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Running has been my passion as given me healthy life & transformation. Thank you so much #Rakesh Bansal &amp; Sweta Ma’am for this opportunity EKAL....A....CHALO - A virtual run for corona #coronawarriors #ekalrun2020 #covid19 #ekalvidhalaya #ekalabhiyan #indiafightscorona,2020-05-29 06:37:06+00:00,0,1,#Rakesh #coronawarriors #ekalrun2020 #covid19 #ekalvidhalaya #ekalabhiyan #indiafightscorona,Delhi,Running has been my passion as given me healthy life transformation Thank you so much Rakesh Bansal amp Sweta Ma am for this opportunity EKAL A CHALO A virtual run for corona coronawarriors ekalrun2020 covid19 ekalvidhalaya ekalabhiyan indiafightscorona,"[{'score': 0.911297, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Now time to cheer up #Delhi @AamAadmiParty @INCIndia @BJP4India @ArvindKejriwal @dilipkpandey @PMOIndia @HMOIndia #AgentsofSHIELD #COVID19 – at Vidhan Sabha,2020-05-29 06:32:22+00:00,0,1,#Delhi #AgentsofSHIELD #COVID19,Delhi,Now time to cheer up Delhi AgentsofSHIELD COVID19 at Vidhan Sabha,"[{'score': 0.652904, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Plugging a song which looks apt defining this trend: https://youtu.be/ceMj0qiyTFI #COVID19,2020-05-29 05:51:27+00:00,0,1,#COVID19,Delhi,Plugging a song which looks apt defining this trend COVID19,"[{'score': 0.697928, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.904038, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"Reverse migration: Over 90% flight bookings are for one-way trips and from metro to non-metro. People who had come to metros for a livelihood are now fleeing to their homes, writes @aneeshp : https://wap.business-standard.com/article/economy-policy/over-95-flight-bookings-for-one-way-trips-indicates-scant-business-travel-120052801856_1.html #aviation during #COVID19",2020-05-29 05:48:30+00:00,11,32,#aviation #COVID19,Delhi,Reverse migration Over 90 flight bookings are for one way trips and from metro to non metro People who had come to metros for a livelihood are now fleeing to their homes writes aviation during COVID19,[],,,,,,,
"In history, I heard about the divide & rule by Britishers. Now the practicality along with the new features came into the picture by Chinese. @sonalkalra @AnupamPKher @sambitswaraj #COVID19 ",2020-05-29 05:47:28+00:00,0,2,#COVID19,Delhi,In history I heard about the divide rule by Britishers Now the practicality along with the new features came into the picture by Chinese COVID19,[],,,,,,,
In my housing society in East Delhi no one uses masks & no social distancing. Looks like there’s no #Covid19. I’m worried about myself &amp; my mother who is a senior citizen @DCPEastDelhi @ArvindKejriwal,2020-05-29 04:43:58+00:00,5,33,#Covid19,Delhi,In my housing society in East Delhi no one uses masks no social distancing Looks like there s no Covid19 I m worried about myself amp my mother who is a senior citizen,[],,,,,,,
#FPO/#FPC/#Cooperatives can Post Products sell offers on #FarmerConnect Portal Register at http://farmerconnect.apeda.gov.in/ #agriculture #APEDA #farmer #COVID19 ,2020-05-29 04:33:30+00:00,15,40,#FPO #FPC #Cooperatives #FarmerConnect #agriculture #APEDA #farmer #COVID19,Delhi,FPO FPC Cooperatives can Post Products sell offers on FarmerConnect Portal Register at agriculture APEDA farmer COVID19,[],,,,,,,
#Modi's unplanned #lockdownindia had made millions of children's life hell. Hunger is gone up and poor kids are dying. #COVID19 #Lockdown4 #MigrantKids,2020-05-29 03:57:38+00:00,0,0,#Modi #lockdownindia #COVID19 #Lockdown4 #MigrantKids,Delhi,Modi s unplanned lockdownindia had made millions of children s life hell Hunger is gone up and poor kids are dying COVID19 Lockdown4 MigrantKids,"[{'score': 0.660689, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"Why not with #Thali, #Candle, #Dhaplee, #Torch or rain of flower petals? As said by our great visionary #PMModi #COVID19 #lockdownindia #MigrantsCrisis",2020-05-29 03:39:51+00:00,0,0,#Thali #Candle #Dhaplee #Torch #PMModi #COVID19 #lockdownindia #MigrantsCrisis,Delhi,Why not with Thali Candle Dhaplee Torch or rain of flower petals As said by our great visionary PMModi COVID19 lockdownindia MigrantsCrisis,"[{'score': 0.819696, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
For #NDTV Delhi Markaj &amp; Tabligi Jamaat crime was an event..Shame on NDTV.. #BanNDTV @rsprasad @PrakashJavdekar @PMOIndia @HMOIndia @AmitShah #tabligijamaat #CoronaWarriors #COVID19 @KapilMishra_IND #IndoChinaFaceoff #IndiaChinaFaceOff #Delhi #IndianArmy #AatmanirbharBharat,2020-05-29 03:32:17+00:00,0,0,#NDTV #BanNDTV #tabligijamaat #CoronaWarriors #COVID19 #IndoChinaFaceoff #IndiaChinaFaceOff #Delhi #IndianArmy #AatmanirbharBharat,Delhi,For NDTV Delhi Markaj amp Tabligi Jamaat crime was an event Shame on NDTV BanNDTV tabligijamaat CoronaWarriors COVID19 IND IndoChinaFaceoff IndiaChinaFaceOff Delhi IndianArmy AatmanirbharBharat,[],,,,,,,
"Actual meaning of ""MORNING"" Is 'More + Innings' Means one more innings Given by god To play and win. #PositiveVibes #BePositive #TrendingNow #Trending #COVID19 #Corona #india #IndianArmy #Love #quotesoftheday #quotes #delhi #world #news",2020-05-29 03:20:38+00:00,0,2,#PositiveVibes #BePositive #TrendingNow #Trending #COVID19 #Corona #india #IndianArmy #Love #quotesoftheday #quotes #delhi #world #news,Delhi,Actual meaning of MORNING Is More Innings Means one more innings Given by god To play and win PositiveVibes BePositive TrendingNow Trending COVID19 Corona india IndianArmy Love quotesoftheday quotes delhi world news,"[{'score': 0.813846, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
#covid19 #DowJones #SGXNIFTY #marketcrash worldwide corona cases 59.04 Lakhs deaths 361998 Indian cases 165386 huge jump in all numbers Dow jones 140 points down future 240 points down SGX nifty 70 points down I won’t buy before 8000 nifty,2020-05-29 01:20:49+00:00,0,0,#covid19 #DowJones #SGXNIFTY #marketcrash,Delhi,covid19 DowJones SGXNIFTY marketcrash worldwide corona cases 59 04 Lakhs deaths 361998 Indian cases 165386 huge jump in all numbers Dow jones 140 points down future 240 points down SGX nifty 70 points down I won t buy before 8000 nifty,"[{'score': 0.655989, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"Coronavirus, lockdown and now locust attack. excuse me what's going on? #coronavirus #COVID19 #Lockdown4 #LocustAttack #BREAKING",2020-05-28 21:27:42+00:00,0,3,#coronavirus #COVID19 #Lockdown4 #LocustAttack #BREAKING,Delhi,Coronavirus lockdown and now locust attack excuse me what s going on coronavirus COVID19 Lockdown4 LocustAttack BREAKING,"[{'score': 0.538009, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
#delhi has been lying about #COVID19 deaths. Official figures will update tomorrow. ,2020-05-28 19:32:21+00:00,0,4,#delhi #COVID19,Delhi,delhi has been lying about COVID19 deaths Official figures will update tomorrow,"[{'score': 0.745855, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,1.0,,,
"Such irony needs to be documented, thusly. #Covidtimes #COVID19 @CatharsisMag1",2020-05-28 19:31:54+00:00,0,0,#Covidtimes #COVID19,Delhi,Such irony needs to be documented thusly Covidtimes COVID19,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Entry from 5 states banned,Karnataka state government. https://www.facebook.com/101500244913261/posts/113859333677352/?sfnsn=wiwspmo&amp;extid=eTFYmkGI4i08Ww9s #covid19 #coronavirus #KarnatakaFightsCorona #karnatakabann",2020-05-28 18:43:48+00:00,0,1,#covid19 #coronavirus #KarnatakaFightsCorona #karnatakabann,Delhi,Entry from 5 states banned Karnataka state government covid19 coronavirus KarnatakaFightsCorona karnatakabann,"[{'score': 0.790954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Now, I am trying to understand is #COVID19 a killer or a #business opportunity! From @policybazaar to @SRMLLP or @SriSriTattva everyone is banking on #fear!",2020-05-28 18:11:16+00:00,0,0,#COVID19 #business #fear,Delhi,Now I am trying to understand is COVID19 a killer or a business opportunity From to or everyone is banking on fear,"[{'score': 0.913112, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.863333, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,1.0,
I have a strong feeling that potential cure of #COVID19 puzzles lies in the people who are not #infected irrespective of the #proximity. We are just trying to solve the problem the same way it started!,2020-05-28 18:06:33+00:00,0,0,#COVID19 #infected #proximity,Delhi,I have a strong feeling that potential cure of COVID19 puzzles lies in the people who are not infected irrespective of the proximity We are just trying to solve the problem the same way it started,"[{'score': 0.572005, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.668095, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,1.0,,
"There is some #maths that’s not adding up. If #COVID19 is so #infectious that it’s, people have to use #mask , why most of the COVID patients family members are not tested positive?",2020-05-28 18:03:02+00:00,1,0,#maths #COVID19 #infectious #mask,Delhi,There is some maths that s not adding up If COVID19 is so infectious that it s people have to use mask why most of the COVID patients family members are not tested positive,"[{'score': 0.59795, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
1600+ Migrants left for West Bengal today. #MeTooMigrant #gharbhejo #covid19 #coronavirus #corona #assistance #donation #migrantworkers #migrants #labourer #labourers #gharwapsi #doshare @Gurgaon Railway Station https://www.instagram.com/p/CAvZDC1lmmz/?igshid=1je1p08it9wqz,2020-05-28 17:53:26+00:00,1,3,#MeTooMigrant #gharbhejo #covid19 #coronavirus #corona #assistance #donation #migrantworkers #migrants #labourer #labourers #gharwapsi #doshare,Delhi,1600 Migrants left for West Bengal today MeTooMigrant gharbhejo covid19 coronavirus corona assistance donation migrantworkers migrants labourer labourers gharwapsi doshare Railway Station,[],,,,,,,
Help #refugees and #slum dwellers stay safe from #COVID19 #India,2020-05-28 17:19:39+00:00,0,0,#refugees #slum #COVID19 #India,Delhi,Help refugees and slum dwellers stay safe from COVID19 India,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"#UNICEF What you don’t know, can hurt you. Without the right information, girls often don’t know how to safely manage their period. Time to get period smart! #MenstruationMatter #MHDay2020 #COVID19 ",2020-05-28 17:17:10+00:00,1,5,#UNICEF #MenstruationMatter #MHDay2020 #COVID19,Delhi,UNICEF What you don t know can hurt you Without the right information girls often don t know how to safely manage their period Time to get period smart MenstruationMatter MHDay2020 COVID19,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
1024 fresh #COVID19 cases in Delhi in last 24 hours! ,2020-05-28 17:16:43+00:00,0,0,#COVID19,Delhi,1024 fresh COVID19 cases in Delhi in last 24 hours,"[{'score': 0.516765, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"""संबित पात्रा"" #SambitPatra I am very upset when I heard about @sambitswaraj . I hope for the speedy recovery from #covid19. Please take care yourself.. We wish you get well soon... . ",2020-05-28 17:01:28+00:00,2,16,#SambitPatra #covid19,Delhi,SambitPatra I am very upset when I heard about I hope for the speedy recovery from covid19 Please take care yourself We wish you get well soon,"[{'score': 0.525368, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
#StayTuned to your companion #AIR #Radio during #COVID19 #IndiaFightsCorona,2020-05-28 17:00:01+00:00,0,1,#StayTuned #AIR #Radio #COVID19 #IndiaFightsCorona,Delhi,StayTuned to your companion AIR Radio during COVID19 IndiaFightsCorona,[],,,,,,,
We are screwed beyond measures this is man made disaster by inept politicians you absolute moron @ArvindKejriwal get to work now any one asking any question to him why are silent ? #COVID19 #WakeMrKejrieal #Shambles #DelhiFightsCorona ?,2020-05-28 16:48:28+00:00,0,0,#COVID19 #WakeMrKejrieal #Shambles #DelhiFightsCorona,Delhi,We are screwed beyond measures this is man made disaster by inept politicians you absolute moron get to work now any one asking any question to him why are silent COVID19 WakeMrKejrieal Shambles DelhiFightsCorona,"[{'score': 0.606222, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
"Concerned about survival, please try to avoid traveling through flight, metro, where all gate and window closed, Government should take respective measures for safety of people against such incidents, #corona #PTI #flight #COVID19 #indigo #airline #metro",2020-05-28 16:47:18+00:00,2,4,#corona #PTI #flight #COVID19 #indigo #airline #metro,Delhi,Concerned about survival please try to avoid traveling through flight metro where all gate and window closed Government should take respective measures for safety of people against such incidents corona PTI flight COVID19 indigo airline metro,[],,,,,,,
"Highest single-day spike of 1,024 cases takes #COVID19 tally to over 16,000 in Delhi; death toll mounts to 316: Authorities ",2020-05-28 16:36:33+00:00,2,4,#COVID19,Delhi,Highest single day spike of 1 024 cases takes COVID19 tally to over 16 000 in Delhi death toll mounts to 316 Authorities,"[{'score': 0.569525, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
The only way to learn mathematics is to do mathematics ! @MIF4Educators @LeadAndLearn #math_in_focus #Grade7 #summer_vacation #COVID19 #IndiaFightsCOVID19,2020-05-28 16:25:58+00:00,1,3,#math_in_focus #Grade7 #summer_vacation #COVID19 #IndiaFightsCOVID19,Delhi,The only way to learn mathematics is to do mathematics math in focus Grade7 summer vacation COVID19 IndiaFightsCOVID19,"[{'score': 0.732955, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.810144, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
Parenting in Covid :- Day 28 - ‘Choose your Discipline Approach with children mindfully’ #parentingincovid #parentinganswersbyjasminkumar #jasminkumar #parentinginlockdown #parenting #motherhood #fatherhood #parenthood #consciousparent #lockdown #covid19 ,2020-05-28 16:24:02+00:00,0,2,#parentingincovid #parentinganswersbyjasminkumar #jasminkumar #parentinginlockdown #parenting #motherhood #fatherhood #parenthood #consciousparent #lockdown #covid19,Delhi,Parenting in Covid Day 28 Choose your Discipline Approach with children mindfully parentingincovid parentinganswersbyjasminkumar jasminkumar parentinginlockdown parenting motherhood fatherhood parenthood consciousparent lockdown covid19,"[{'score': 0.775384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Home Minister Amit Shah speaks to Chief Ministers of all States to ascertain their views on current #COVID19 crisis, its containment and the next phase of lockdown. @IndianExpress",2020-05-28 16:23:50+00:00,3,32,#COVID19,Delhi,Home Minister Amit Shah speaks to Chief Ministers of all States to ascertain their views on current COVID19 crisis its containment and the next phase of lockdown,"[{'score': 0.574477, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Delhi sees highest spike in the number of cases today... First time reports more than 1000 cases in a single day!! Alarming signs for the capital of India! @ArvindKejriwal @AamAadmiParty @msisodia #COVID19 #COVID19India #IndiaFightsCorona,2020-05-28 16:11:25+00:00,0,0,#COVID19 #COVID19India #IndiaFightsCorona,Delhi,Delhi sees highest spike in the number of cases today First time reports more than 1000 cases in a single day Alarming signs for the capital of India COVID19 COVID19India IndiaFightsCorona,[],,,,,,,
"#Delhi registered 1,024 #COVID19 cases in the past 24 hours. Total cases reach 16,281. @ArvindKejriwal need to take tough measures as people in city hardly follow social distancing. Act before things get out of control.",2020-05-28 16:01:52+00:00,0,0,#Delhi #COVID19,Delhi,Delhi registered 1 024 COVID19 cases in the past 24 hours Total cases reach 16 281 need to take tough measures as people in city hardly follow social distancing Act before things get out of control,"[{'score': 0.504787, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"Sir Jee those who have enough to survive without income are observing #lockdownindia to its fullest, but those who dont have shelter, income and food, #COVID19 comes next for them. Rest, careless, most vulnerable ones",2020-05-28 15:58:21+00:00,0,0,#lockdownindia #COVID19,Delhi,Sir Jee those who have enough to survive without income are observing lockdownindia to its fullest but those who dont have shelter income and food COVID19 comes next for them Rest careless most vulnerable ones,[],,,,,,,
"#Lockdown5 #COVID19 Lockdown 5.0 in India from June 1st is expected to focus on the prominent cities of Mumbai, Chennai, Delhi, Ahmedabad, Bengaluru, Pune, Thane, Indore, Jaipur, Surat and Kolkata and may be some more cities. Relaxation in most of the areas.",2020-05-28 15:57:10+00:00,0,0,#Lockdown5 #COVID19,Delhi,Lockdown5 COVID19 Lockdown 5 0 in India from June 1st is expected to focus on the prominent cities of Mumbai Chennai Delhi Ahmedabad Bengaluru Pune Thane Indore Jaipur Surat and Kolkata and may be some more cities Relaxation in most of the areas,"[{'score': 0.577798, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
"Very relevant. Our doctors and medical fraternity is the reason that the world marches on, despite #COVID19 #doctors #medicalfraternity #FrontLineHeroes @AbhyankarsIAS @100rupamishra",2020-05-28 15:51:46+00:00,0,0,#COVID19 #doctors #medicalfraternity #FrontLineHeroes,Delhi,Very relevant Our doctors and medical fraternity is the reason that the world marches on despite COVID19 doctors medicalfraternity FrontLineHeroes,"[{'score': 0.53881, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,1.0,,,
"Sir Jee, this still anonymous uninvited guest #COVID19 doesn’t care who is ruling. Population density &amp; exposure to most travelers where most of carriers are, matters. Don’t fear numbers, hope for more testing. As testing goes up, we will have numbers, no matter at what scale",2020-05-28 15:50:21+00:00,0,0,#COVID19,Delhi,Sir Jee this still anonymous uninvited guest COVID19 doesn t care who is ruling Population density amp exposure to most travelers where most of carriers are matters Don t fear numbers hope for more testing As testing goes up we will have numbers no matter at what scale,"[{'score': 0.638627, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
