Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,analytical,confident,tentative,sadness,fear,anger
@mybmc what about the unskilled labourers? what about the housemaids? what about the car cleaners? what about the security guards? what about the newspaper boys? what about the milkmen? what about the cleaners? Why not allow them to pick up salaries from their employers? #covid19,2020-03-25 02:29:14+00:00,0,0,#covid19,Mumbai,what about the unskilled labourers what about the housemaids what about the car cleaners what about the security guards what about the newspaper boys what about the milkmen what about the cleaners Why not allow them to pick up salaries from their employers covid19,"[{'score': 0.661594, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.741413, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,1.0,,,
"Sorry. Did I read it incorrectly? The Order disallows cities from placing restrictions on crowded parks, golf courses, and beauty salons-all deemed “essential”services by this order. Really? When we need social distancing? Is this a suicide wish? #COVID19",2020-03-25 02:25:04+00:00,0,4,#COVID19,Mumbai,Sorry Did I read it incorrectly The Order disallows cities from placing restrictions on crowded parks golf courses and beauty salons all deemed essential services by this order Really When we need social distancing Is this a suicide wish COVID19,"[{'score': 0.531608, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Amid complete lockdown topsy turvy is the only word which describes today milieu . Only word which can bring back normalcy is HOPE! #Covid19,2020-03-25 02:15:58+00:00,0,0,#Covid19,Mumbai,Amid complete lockdown topsy turvy is the only word which describes today milieu Only word which can bring back normalcy is HOPE Covid19,[],,,,,,,
Thank you so much to those human being who are working & helping while our country is locked down due to COVID-19. Really hats off. God bless you guys. Jai Hind Jai Maharashtra #COVID19 #StayAtHomeSaveLives #StayHomeStaySafe #21daysLockdown #GoCoronaGo,2020-03-24 23:05:10+00:00,0,0,#COVID19 #StayAtHomeSaveLives #StayAtHomeSaveLives #StayHomeStaySafe #21daysLockdown #GoCoronaGo,Mumbai,Thank you so much to those human being who are working helping while our country is locked down due to COVID 19 Really hats off God bless you guys Jai Hind Jai Maharashtra COVID19 StayAtHomeSaveLives StayHomeStaySafe 21daysLockdown GoCoronaGo,"[{'score': 0.691975, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"C. Offer them a line of credit for their April salaries too. It’s a difficult time for them as well. D. Educate them on what they need to do if they or their family members show #COVID19 symptoms. Where to go, whom to contact, etc.",2020-03-24 23:03:07+00:00,0,5,#COVID19,Mumbai,C Offer them a line of credit for their April salaries too It s a difficult time for them as well D Educate them on what they need to do if they or their family members show COVID19 symptoms Where to go whom to contact etc,"[{'score': 0.732214, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.519046, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
raves from now on waiting for #covid19 updates: ,2020-03-24 22:43:43+00:00,1,1,#covid19,Mumbai,raves from now on waiting for covid19 updates,[],,,,,,,
"People still don't get it. If your parents or siblings get sick you can't do shit about it. You get 'em tested if they're #COVID19 +ve you'll either see them healthy again, or be helpless to help them out while they die slowly drowning in their own body. #21daysLockdown",2020-03-24 21:48:47+00:00,0,0,#COVID19 #21daysLockdown,Mumbai,People still don t get it If your parents or siblings get sick you can t do shit about it You get em tested if they re COVID19 ve you ll either see them healthy again or be helpless to help them out while they die slowly drowning in their own body 21daysLockdown,"[{'score': 0.628181, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"There is absolutely no need to panic. Unless, you haven’t stocked up on Alcohol. #COVID19 #CoronavirusLockdown #Coronavirus #StayHome #StayAtHome",2020-03-24 20:50:09+00:00,0,0,#COVID19 #CoronavirusLockdown #Coronavirus #StayHome #StayHome #StayAtHome #StayAtHome,Mumbai,There is absolutely no need to panic Unless you haven t stocked up on Alcohol COVID19 CoronavirusLockdown Coronavirus StayHome StayAtHome,"[{'score': 0.886171, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.500238, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,1.0,
"Everyone messes up. We all pray the price eventually. By 14th Feb, there were only 2 known deaths and only 2 known cases outside China, due to what we now know as #COVID19, a disease caused by novel coronavirus strain that we now identify as SARS-CoV-2. ",2020-03-24 20:28:24+00:00,0,0,#COVID19,Mumbai,Everyone messes up We all pray the price eventually By 14th Feb there were only 2 known deaths and only 2 known cases outside China due to what we now know as COVID19 a disease caused by novel coronavirus strain that we now identify as SARS CoV 2,"[{'score': 0.71503, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.831331, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
Home alone. Wish me luck. #21Days #COVID19 #StayHomeIndia #LockdownIndia,2020-03-24 19:44:50+00:00,0,2,#21Days #COVID19 #StayHomeIndia #LockdownIndia,Mumbai,Home alone Wish me luck 21Days COVID19 StayHomeIndia LockdownIndia,"[{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
Global boycott on China? #COVID19,2020-03-24 19:37:24+00:00,0,1,#COVID19,Mumbai,Global boycott on China COVID19,[],,,,,,,
Due 2 outbreak of deadly #coronavirus there’s a shortage of police who is working day &amp; night for d safety of people i decided to give away my police protection back to @MumbaiPolice so the police personal can join d necessary dept to tackel issues related 2 #COVID19 on field ,2020-03-24 19:17:35+00:00,15,190,#coronavirus #COVID19,Mumbai,Due 2 outbreak of deadly coronavirus there s a shortage of police who is working day amp night for d safety of people i decided to give away my police protection back to so the police personal can join d necessary dept to tackel issues related 2 COVID19 on field,"[{'score': 0.742275, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.534439, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
At last @narendramodi ji heard me! Thanks Modiji for taking such extreme step to save our people &amp; country! #Coronavirus #Covid19 #India #Pandemic,2020-03-24 19:13:33+00:00,0,0,#Coronavirus #Covid19 #India #Pandemic,Mumbai,At last ji heard me Thanks Modiji for taking such extreme step to save our people amp country Coronavirus Covid19 India Pandemic,"[{'score': 0.746925, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
If you guys don't stay indoors Modi uncle will suspend internet as well. Just saying. #21Days #COVID19 #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,2020-03-24 18:35:48+00:00,0,1,#21Days #COVID19 #StayHome #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,Mumbai,If you guys don t stay indoors Modi uncle will suspend internet as well Just saying 21Days COVID19 StayHome StayHomeIndia LockdownIndia IndiaFightsCorona,[],,,,,,,
Janta Curfew..... . @satejss . #satejshinde #midday #news #jantacurfew #COVID19 #coronamumbai #epaper – at Ram Mandir Railway Station,2020-03-24 18:27:24+00:00,0,1,#satejshinde #midday #news #jantacurfew #COVID19 #coronamumbai #epaper,Mumbai,Janta Curfew satejshinde midday news jantacurfew COVID19 coronamumbai epaper at Ram Mandir Railway Station,[],,,,,,,
"Like most Mumbaikars, actor Shama Sikander and fiance James Milliron make a beeline for last minute buys at a medical store in Lokhandwala over the weekend @satejss #satejshinde #midday #dailydossier #television #tellywood #actress #shamasikander #jamesmilliron #COVID19 – at Lokhandwala Market",2020-03-24 18:21:01+00:00,0,0,#satejshinde #midday #dailydossier #television #tellywood #actress #shamasikander #jamesmilliron #COVID19,Mumbai,Like most Mumbaikars actor Shama Sikander and fiance James Milliron make a beeline for last minute buys at a medical store in Lokhandwala over the weekend satejshinde midday dailydossier television tellywood actress shamasikander jamesmilliron COVID19 at Lokhandwala Market,[],,,,,,,
"@POTUS PLEASE SET UP FACTORIES TO MAKE PPE KITS AND VENTILATORS. YOU HAVE THE MONEY. SAVE OUR DOCTORS, NURSES, AND HEALTH-CARE STAFF. YOU ARE NOT GOING TO TAKE YOUR WEALTH TO YOUR GRAVE. #COVID19 #coronavirus #amazon #savedoctors #PPEshortage #VentilatorShortage #SaveLives",2020-03-24 18:19:14+00:00,0,0,#COVID19 #coronavirus #amazon #savedoctors #PPEshortage #VentilatorShortage #SaveLives,Mumbai,PLEASE SET UP FACTORIES TO MAKE PPE KITS AND VENTILATORS YOU HAVE THE MONEY SAVE OUR DOCTORS NURSES AND HEALTH CARE STAFF YOU ARE NOT GOING TO TAKE YOUR WEALTH TO YOUR GRAVE COVID19 coronavirus amazon savedoctors PPEshortage VentilatorShortage SaveLives,"[{'score': 0.622214, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,1.0
"@Facebook PLEASE SET UP FACTORIES TO MAKE PPE KITS AND VENTILATORS. YOU HAVE THE MONEY. SAVE OUR DOCTORS, NURSES, AND HEALTH-CARE STAFF. YOU ARE NOT GOING TO TAKE YOUR WEALTH TO YOUR GRAVE. #COVID19 #coronavirus #amazon #savedoctors #PPEshortage #VentilatorShortage #SaveLives",2020-03-24 18:18:49+00:00,0,0,#COVID19 #coronavirus #amazon #savedoctors #PPEshortage #VentilatorShortage #SaveLives,Mumbai,PLEASE SET UP FACTORIES TO MAKE PPE KITS AND VENTILATORS YOU HAVE THE MONEY SAVE OUR DOCTORS NURSES AND HEALTH CARE STAFF YOU ARE NOT GOING TO TAKE YOUR WEALTH TO YOUR GRAVE COVID19 coronavirus amazon savedoctors PPEshortage VentilatorShortage SaveLives,"[{'score': 0.622214, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,1.0
"@JeffBezos PLEASE SET UP FACTORIES TO MAKE PPE KITS AND VENTILATORS. YOU HAVE THE MONEY. SAVE OUR DOCTORS, NURSES, AND HEALTH-CARE STAFF. YOU ARE NOT GOING TO TAKE YOUR WEALTH TO YOUR GRAVE. #COVID19 #coronavirus #amazon #savedoctors #PPEshortage #VentilatorShortage #SaveLives",2020-03-24 18:18:12+00:00,0,0,#COVID19 #coronavirus #amazon #savedoctors #PPEshortage #VentilatorShortage #SaveLives,Mumbai,PLEASE SET UP FACTORIES TO MAKE PPE KITS AND VENTILATORS YOU HAVE THE MONEY SAVE OUR DOCTORS NURSES AND HEALTH CARE STAFF YOU ARE NOT GOING TO TAKE YOUR WEALTH TO YOUR GRAVE COVID19 coronavirus amazon savedoctors PPEshortage VentilatorShortage SaveLives,"[{'score': 0.622214, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,1.0
"After this, the world needs to define non-vegetarian diet. #COVID19",2020-03-24 18:07:15+00:00,0,0,#COVID19,Mumbai,After this the world needs to define non vegetarian diet COVID19,"[{'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
Shoot at sight in #Telangana. If people do not abide. Nahi sune to (Goli maar dena.) KCR clearly warns the citizens. Lets hope people follow law in all seriousness. #COVID19 #Telangana #TelanganaPolice https://twitter.com/brajjourno/status/1242510926361714689/video/1,2020-03-24 17:58:59+00:00,3,4,#Telangana #COVID19 #Telangana #TelanganaPolice,Mumbai,Shoot at sight in Telangana If people do not abide Nahi sune to Goli maar dena KCR clearly warns the citizens Lets hope people follow law in all seriousness COVID19 Telangana TelanganaPolice,"[{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
EXCLUSIVE - Karishma Tanna seems to be in high spirits after managing to buy vegetables despite the lockdown..... . @satejss . #satejshinde #midday #dailydossier #television #tellywood #karishmatanna #vegtables #lockdown #COVID19 #coronamumbai #lokhandwalamarket #andheri – at Andheri Lokhandwala,2020-03-24 17:36:18+00:00,1,7,#satejshinde #midday #dailydossier #television #tellywood #karishmatanna #vegtables #lockdown #COVID19 #coronamumbai #lokhandwalamarket #andheri,Mumbai,EXCLUSIVE Karishma Tanna seems to be in high spirits after managing to buy vegetables despite the lockdown satejshinde midday dailydossier television tellywood karishmatanna vegtables lockdown COVID19 coronamumbai lokhandwalamarket andheri at Andheri Lokhandwala,[],,,,,,,
"Saluting team @MylabSolutions for the record breakthrough of developing FIRST MADE IN INDIA (that too Pune, Maharashtra) test kit for #COVID19 in a record time of 6 weeks with a capacity of 1,00,000 kits per week ! This will contribute in the fight with #corona across the globe!",2020-03-24 17:20:28+00:00,0,1,#COVID19 #corona,Mumbai,Saluting team for the record breakthrough of developing FIRST MADE IN INDIA that too Pune Maharashtra test kit for COVID19 in a record time of 6 weeks with a capacity of 1 00 000 kits per week This will contribute in the fight with corona across the globe,"[{'score': 0.642951, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
I believe China is definitely hiding something! They have the antidote! My instinct says it!! @WHO @realDonaldTrump @JustinTrudeau @ChinaDaily @PMOIndia @Dannmace @ZeeNewsHindi @abpmajhatv @ABPNews @saamTVnews @Saamanaonline @OfficeofUT #CoronavirusLockdown #coronavirus #COVID19 – at Malbar Hill,2020-03-24 17:12:01+00:00,0,1,#CoronavirusLockdown #coronavirus #COVID19,Mumbai,I believe China is definitely hiding something They have the antidote My instinct says it CoronavirusLockdown coronavirus COVID19 at Malbar Hill,[],,,,,,,
Google should augment with Google locations for these lockdowns. Basically leverage gps locations the way they do for maps and tell if grocery stores etc is crowded #googlemaps to #googleutilitytracker #COVID19,2020-03-24 17:03:40+00:00,0,0,#googlemaps #googleutilitytracker #COVID19,Mumbai,Google should augment with Google locations for these lockdowns Basically leverage gps locations the way they do for maps and tell if grocery stores etc is crowded googlemaps to googleutilitytracker COVID19,"[{'score': 0.509343, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
Things I'm going to do in next 21 days. 1. Workout 2. Finish 3 books at least. 3. Finish few pending online series. 4. Play Counter strike 1.6 online with friends even Warcraft. 5. Cook. Bake. 6. Try cutting my hair for fun. #21Days #COVID19 #StayHome #LockdownIndia,2020-03-24 16:52:04+00:00,0,5,#21Days #COVID19 #StayHome #StayHome #LockdownIndia,Mumbai,Things I m going to do in next 21 days 1 Workout 2 Finish 3 books at least 3 Finish few pending online series 4 Play Counter strike 1 6 online with friends even Warcraft 5 Cook Bake 6 Try cutting my hair for fun 21Days COVID19 StayHome LockdownIndia,"[{'score': 0.579682, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Join the #fightagainstcorona to defeat #COVID19 and support #CoronavirusLockdown,2020-03-24 16:46:26+00:00,1,8,#fightagainstcorona #COVID19 #CoronavirusLockdown,Mumbai,Join the fightagainstcorona to defeat COVID19 and support CoronavirusLockdown,[],,,,,,,
"(3) Just support the nation, it needs you! IT’S HERO TIME! You can save the people of the nation by staying at homes & chilling! Chalo lagg jate hai kam pe hum saab #indiafightscorona #covid19 #selfquarantine #StayAtHomesavesLives #21daysLockdown #CompleteLockdown",2020-03-24 16:37:46+00:00,1,2,#indiafightscorona #covid19 #selfquarantine #StayAtHomesavesLives #21daysLockdown #CompleteLockdown,Mumbai,3 Just support the nation it needs you IT S HERO TIME You can save the people of the nation by staying at homes chilling Chalo lagg jate hai kam pe hum saab indiafightscorona covid19 selfquarantine StayAtHomesavesLives 21daysLockdown CompleteLockdown,[],,,,,,,
"#Modiji announces lockdown for 21 days...few mins later, 100s of ppl pour on streets to stock supplies..purpose defeated even before it began #LockdownNow #COVIDIDIOTS #COVID19",2020-03-24 16:34:36+00:00,0,0,#Modiji #LockdownNow #COVIDIDIOTS #COVID19,Mumbai,Modiji announces lockdown for 21 days few mins later 100s of ppl pour on streets to stock supplies purpose defeated even before it began LockdownNow COVIDIDIOTS COVID19,[],,,,,,,
"Indian Government releases additional 15kCr for testing facilities, personal protection equipment, isolation wards, ICU beds & healthcare essentials to combat #ChineseCoronavirus &amp; #Covid19.",2020-03-24 16:33:38+00:00,0,2,#ChineseCoronavirus #Covid19,Mumbai,Indian Government releases additional 15kCr for testing facilities personal protection equipment isolation wards ICU beds healthcare essentials to combat ChineseCoronavirus amp Covid19,[],,,,,,,
@MumbaiPolice alerting people at Pali Mala Road in Bandra that stores will be open #Bandra #IndiaFightsCorona #Mumbai #mumbailockdown #COVID19outbreak #StayHomeStaySafe #Maharashtralockdown #CornavirusOutbreak #CoronovirusIndia #Coronavirus #Covid19 #Corona #Section144 #lockdown,2020-03-24 16:29:02+00:00,1,1,#Bandra #IndiaFightsCorona #Mumbai #mumbailockdown #COVID19outbreak #StayHomeStaySafe #Maharashtralockdown #CornavirusOutbreak #CoronovirusIndia #Coronavirus #Covid19 #Corona #Section144 #lockdown,Mumbai,alerting people at Pali Mala Road in Bandra that stores will be open Bandra IndiaFightsCorona Mumbai mumbailockdown COVID19outbreak StayHomeStaySafe Maharashtralockdown CornavirusOutbreak CoronovirusIndia Coronavirus Covid19 Corona Section144 lockdown,[],,,,,,,
#COVID19 #Nationallockdown If only every family took it upon themselves to protect their individual families the world would automatically be a safe place.,2020-03-24 16:21:21+00:00,0,0,#COVID19 #Nationallockdown,Mumbai,COVID19 Nationallockdown If only every family took it upon themselves to protect their individual families the world would automatically be a safe place,"[{'score': 0.549363, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.819034, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,1.0,,,,
Myths and myth busters! For more: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters #SwitchAgainstCorona #Switchtocoronarelief #corona #coronavirus #covid19 #covid_19 #coronavirusindia #coronascare #mygovt #kanikakapoor #who #governmentofindia #pandemic #coronaindia #coronamemes #coronavirusitalianews,2020-03-24 16:20:47+00:00,0,0,#SwitchAgainstCorona #Switchtocoronarelief #corona #coronavirus #covid19 #covid_19 #coronavirusindia #coronascare #mygovt #kanikakapoor #who #governmentofindia #pandemic #coronaindia #coronamemes #coronavirusitalianews,Mumbai,Myths and myth busters For more SwitchAgainstCorona Switchtocoronarelief corona coronavirus covid19 covid 19 coronavirusindia coronascare mygovt kanikakapoor who governmentofindia pandemic coronaindia coronamemes coronavirusitalianews,[],,,,,,,
What is this ? For such chaos who is responsible #Covid19 #Coronavirus #socialdistancing @PMOIndia @OfficeofUT @mybmc @MumbaiPolice – at Saibaba Temple,2020-03-24 16:18:29+00:00,0,0,#Covid19 #Coronavirus #socialdistancing,Mumbai,What is this For such chaos who is responsible Covid19 Coronavirus socialdistancing at Saibaba Temple,[],,,,,,,
"#21daysLockdown Plz stay put &amp; every night b4 we go to sleep pray for our warriors: healthcare personnel, police, armed forces, fire-fighting, ambulance drivers, and any1 involved in taking care of patients All the best India! #coronavirus #covid19 #jantacurfew #NarendraModi",2020-03-24 16:07:34+00:00,0,0,#21daysLockdown #coronavirus #covid19 #jantacurfew #NarendraModi,Mumbai,21daysLockdown Plz stay put amp every night b4 we go to sleep pray for our warriors healthcare personnel police armed forces fire fighting ambulance drivers and any1 involved in taking care of patients All the best India coronavirus covid19 jantacurfew NarendraModi,"[{'score': 0.608441, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
Do not panic. #21Days #COVID19 #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,2020-03-24 15:57:35+00:00,0,0,#21Days #COVID19 #StayHome #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,Mumbai,Do not panic 21Days COVID19 StayHome StayHomeIndia LockdownIndia IndiaFightsCorona,[],,,,,,,
"""Ensuring maintenance of essential services and supplies"" DO NOT PANIC. #21Days #COVID19 #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona",2020-03-24 15:43:39+00:00,0,0,#21Days #COVID19 #StayHome #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,Mumbai,Ensuring maintenance of essential services and supplies DO NOT PANIC 21Days COVID19 StayHome StayHomeIndia LockdownIndia IndiaFightsCorona,[],,,,,,,
"This is not what I expected from the PM address. From past 4 days the shelves are empty and now with 12am deadline this is the state. No water , no essentials. And this panic behaviour has more people jamming up which is exactly what ain’t needed. @PMOIndia @MumbaiPolice #covid19 – at Shastri Nagar",2020-03-24 15:43:39+00:00,0,0,#covid19,Mumbai,This is not what I expected from the PM address From past 4 days the shelves are empty and now with 12am deadline this is the state No water no essentials And this panic behaviour has more people jamming up which is exactly what ain t needed covid19 at Shastri Nagar,"[{'score': 0.733247, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
If we can survive 200 years of British rule then we can definitely survive this 21 days of lockdown. So please be calm and stay at home to save yours as well as others life. Pls don’t panic about the daily supplies. #IndiaFightsCorona #CoronavirusLockdown #CurfewInIndia #COVID19,2020-03-24 15:41:12+00:00,0,3,#IndiaFightsCorona #CoronavirusLockdown #CurfewInIndia #COVID19,Mumbai,If we can survive 200 years of British rule then we can definitely survive this 21 days of lockdown So please be calm and stay at home to save yours as well as others life Pls don t panic about the daily supplies IndiaFightsCorona CoronavirusLockdown CurfewInIndia COVID19,"[{'score': 0.526677, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Don't panic essential shops and services will be open with all the necessary goods. #21Days #COVID19 #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,2020-03-24 15:39:56+00:00,0,2,#21Days #COVID19 #StayHome #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,Mumbai,Don t panic essential shops and services will be open with all the necessary goods 21Days COVID19 StayHome StayHomeIndia LockdownIndia IndiaFightsCorona,"[{'score': 0.643013, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.888841, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
"DO WE HAVE A PLAN FOR THE NATION? DAILY REGULAR SUPPLY OF MILK,EGGS,GRAINS,DAL,RICE, EDIBLE OIL,VEGETABLES_ MEDICAL FACILITIES FOR SENIORS AT THEIR DOORSTEPS UNINTERRUPTED FOOD AVAILABILITY FOR POOR FAMILIES/HOMELESS #COVID19 ",2020-03-24 15:31:28+00:00,0,0,#COVID19,Mumbai,DO WE HAVE A PLAN FOR THE NATION DAILY REGULAR SUPPLY OF MILK EGGS GRAINS DAL RICE EDIBLE OIL VEGETABLES MEDICAL FACILITIES FOR SENIORS AT THEIR DOORSTEPS UNINTERRUPTED FOOD AVAILABILITY FOR POOR FAMILIES HOMELESS COVID19,"[{'score': 0.566127, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
I hope everyone is safe and healthy. I wanted to share something very beautiful written by @VexKing I hope this helps you in some way as it has helped me. Gratitude and God bless everyone #COVID19 ,2020-03-24 15:24:50+00:00,0,1,#COVID19,Mumbai,I hope everyone is safe and healthy I wanted to share something very beautiful written by I hope this helps you in some way as it has helped me Gratitude and God bless everyone COVID19,"[{'score': 0.977155, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.763337, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,1.0,,,
I wholeheartedly support the lockdown decision of our #PM ... Hope that our character as nation will emerge victorious in the #war against #Covid19 #CoronaVirus . @PMOIndia @narendramodi #IndiaLockdown,2020-03-24 15:17:43+00:00,0,0,#PM #war #Covid19 #CoronaVirus #IndiaLockdown,Mumbai,I wholeheartedly support the lockdown decision of our PM Hope that our character as nation will emerge victorious in the war against Covid19 CoronaVirus IndiaLockdown,[],,,,,,,
Me after 21 days lockdown. #COVID19 #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,2020-03-24 14:56:51+00:00,0,2,#COVID19 #StayHome #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,Mumbai,Me after 21 days lockdown COVID19 StayHome StayHomeIndia LockdownIndia IndiaFightsCorona,"[{'score': 0.67331, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Just telling you essential shops will be open don't worry. #21Days #COVID19 #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,2020-03-24 14:53:38+00:00,0,1,#21Days #COVID19 #StayHome #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,Mumbai,Just telling you essential shops will be open don t worry 21Days COVID19 StayHome StayHomeIndia LockdownIndia IndiaFightsCorona,"[{'score': 0.506425, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
PM @narendramodi: Get ready for 21 days of nationwide complete Lockdown. Consider it like a Curfew. #coronavirusindia #CompleteLockdown #COVID19,2020-03-24 14:51:12+00:00,0,3,#coronavirusindia #CompleteLockdown #COVID19,Mumbai,PM Get ready for 21 days of nationwide complete Lockdown Consider it like a Curfew coronavirusindia CompleteLockdown COVID19,"[{'score': 0.61813, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Thank you so much @narendramodi ji #COVID19 #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,2020-03-24 14:50:41+00:00,0,0,#COVID19 #StayHome #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,Mumbai,Thank you so much ji COVID19 StayHome StayHomeIndia LockdownIndia IndiaFightsCorona,"[{'score': 0.76796, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Country on lockdown for 21 days.. Time is not panic.. #Coronaindia #lockdown #COVID19 #Covid19Out #curfew #21daysoflockdown #21Days,2020-03-24 14:50:05+00:00,0,0,#Coronaindia #lockdown #COVID19 #Covid19Out #curfew #21daysoflockdown #21Days,Mumbai,Country on lockdown for 21 days Time is not panic Coronaindia lockdown COVID19 Covid19Out curfew 21daysoflockdown 21Days,"[{'score': 0.57806, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Do I have enough supplies of essential things for next 21 days #COVID19 #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,2020-03-24 14:48:16+00:00,0,1,#COVID19 #StayHome #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,Mumbai,Do I have enough supplies of essential things for next 21 days COVID19 StayHome StayHomeIndia LockdownIndia IndiaFightsCorona,"[{'score': 0.629881, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Total lock down for next 21 days across entire India! #Curfew #CurfewInIndia #CoronavirusLockdown #COVID19 #Coron #कोईरोडपरनानिकले #KoiRoadpeNaNikale #StayAtHome #IndiaVsCorona,2020-03-24 14:47:42+00:00,0,0,#Curfew #CurfewInIndia #CoronavirusLockdown #COVID19 #Coron #KoiRoadpeNaNikale #StayAtHome #StayAtHome #IndiaVsCorona,Mumbai,Total lock down for next 21 days across entire India Curfew CurfewInIndia CoronavirusLockdown COVID19 Coron KoiRoadpeNaNikale StayAtHome IndiaVsCorona,"[{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
21 Days Lockdown #India #coronavirusindia #COVID19 #corona #Quarantine #modi #pm #Narendermodi,2020-03-24 14:47:20+00:00,0,5,#India #coronavirusindia #COVID19 #corona #Quarantine #modi #pm #Narendermodi,Mumbai,21 Days Lockdown India coronavirusindia COVID19 corona Quarantine modi pm Narendermodi,[],,,,,,,
Every single boss soon going to sound like Big boss. #21Days #COVID19 #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,2020-03-24 14:47:02+00:00,0,0,#21Days #COVID19 #StayHome #StayHome #StayHomeIndia #LockdownIndia #IndiaFightsCorona,Mumbai,Every single boss soon going to sound like Big boss 21Days COVID19 StayHome StayHomeIndia LockdownIndia IndiaFightsCorona,"[{'score': 0.50127, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
Good move by @narendramodi @PMOIndia #covid19 ,2020-03-24 14:46:20+00:00,0,0,#covid19,Mumbai,Good move by covid19,"[{'score': 0.756736, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
