Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,tentative,analytical,confident,sadness,anger,fear
Coronavirus in the US: A map of where cases have been confirmed across the country. This map is continuously updated as data comes in. #COVID19 #CoronaVirusUpdates,2020-04-08 04:47:36+00:00,0,0,#COVID19 #CoronaVirusUpdates,Kolkata,Coronavirus in the US A map of where cases have been confirmed across the country This map is continuously updated as data comes in COVID19 CoronaVirusUpdates,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
#IndiaTrustsPmModi This is one India one thinking one unity. And this is the example of power off Positivity. Power off Diya. ( Photo from Assam NorthEast India) #COVID19 #PowerOfPositiveSummit @narendramodi @akshaykumar @KirronKherBJP @priyankachopra,2020-04-07 23:47:14+00:00,0,0,#IndiaTrustsPmModi #COVID19 #PowerOfPositiveSummit,Kolkata,IndiaTrustsPmModi This is one India one thinking one unity And this is the example of power off Positivity Power off Diya Photo from Assam NorthEast India COVID19 PowerOfPositiveSummit,"[{'score': 0.75158, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"Global #coronavirus deaths reach 79,000, almost 14 lakh confirmed cases http://dnai.in/gtm9. Source: @dna #Covid_19 #CoronavirusPandemic #coronavirusindia #Covid19 #CoronavirusLockdown #Corona",2020-04-07 21:01:10+00:00,0,0,#coronavirus #Covid_19 #CoronavirusPandemic #coronavirusindia #Covid19 #CoronavirusLockdown #Corona,Kolkata,Global coronavirus deaths reach 79 000 almost 14 lakh confirmed cases Source Covid 19 CoronavirusPandemic coronavirusindia Covid19 CoronavirusLockdown Corona,"[{'score': 0.545317, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.745225, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,1.0,,1.0,,
"PSU pharma co. #BengalChemicals is the only company of eastern India having the capacity to produce #hydroxychloriquine. But Modi govt decided to disinvest it, stopped due to resistance of its employees movement. #COVID19 #ModiHaiTohMumkinHai @cituhq",2020-04-07 18:47:27+00:00,2,1,#BengalChemicals #hydroxychloriquine #COVID19 #ModiHaiTohMumkinHai,Kolkata,PSU pharma co BengalChemicals is the only company of eastern India having the capacity to produce hydroxychloriquine But Modi govt decided to disinvest it stopped due to resistance of its employees movement COVID19 ModiHaiTohMumkinHai,"[{'score': 0.553068, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.817883, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
The Biggest Full Moon of 2020 is Here. #fullmoon2020 #moon #stargazers #sky #nightsky #astrophotography #Lockdown #lockdown2020 #covid19 @Hridaypur https://www.instagram.com/p/B-sDl5RAnCz/?igshid=14z80bba6vlcp,2020-04-07 17:40:41+00:00,0,0,#fullmoon2020 #moon #stargazers #sky #nightsky #astrophotography #Lockdown #lockdown2020 #covid19,Kolkata,The Biggest Full Moon of 2020 is Here fullmoon2020 moon stargazers sky nightsky astrophotography Lockdown lockdown2020 covid19,"[{'score': 0.639541, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"#COVID19 bulletin issued by West Bengal govt on April 7,2020. @DeccanHerald #CoronaUpdatesInIndia",2020-04-07 15:43:27+00:00,5,6,#COVID19 #CoronaUpdatesInIndia,Kolkata,COVID19 bulletin issued by West Bengal govt on April 7 2020 CoronaUpdatesInIndia,"[{'score': 0.781359, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Mum and Dad make a restaurant for their little kids in #Paisley #Scotland #UK #cute #video #Covidtimes #lockdowneffect #COVID19 1/2 ,2020-04-07 15:20:53+00:00,3,8,#Paisley #Scotland #UK #cute #video #Covidtimes #lockdowneffect #COVID19,Kolkata,Mum and Dad make a restaurant for their little kids in Paisley Scotland UK cute video Covidtimes lockdowneffect COVID19 1 2,"[{'score': 0.667643, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
#CombatCOVID19: Members' list of #WestBengal govt constituted Global Advisory Board for #COVID19 response policies. #COVID19outbreak https://twitter.com/sdeepayan/status/1247117098666491905,2020-04-07 15:19:26+00:00,1,1,#CombatCOVID19 #WestBengal #COVID19 #COVID19outbreak,Kolkata,CombatCOVID19 Members list of WestBengal govt constituted Global Advisory Board for COVID19 response policies COVID19outbreak,[],,,,,,,
Unity in Isolation! #StayHomeIndia #COVID19 #COVID19outbreak #IndiaFightsCoronavirus #BengalFightsCorona @WHO,2020-04-07 14:24:28+00:00,1,3,#StayHomeIndia #COVID19 #COVID19outbreak #IndiaFightsCoronavirus #BengalFightsCorona,Kolkata,Unity in Isolation StayHomeIndia COVID19 COVID19outbreak IndiaFightsCoronavirus BengalFightsCorona,[],,,,,,,
"“The secret of getting ahead is getting started” -Mark Twain. #dailylife #dailylifeindia #diya #9pm9minute #portrait #portraitphotography #covid19 #lockdown #homeactivity #wife #saikatphotography @Bally, Howrah https://www.instagram.com/p/B-rreWkA4CM/?igshid=160cx5r68bhz",2020-04-07 14:09:57+00:00,0,0,#dailylife #dailylifeindia #diya #9pm9minute #portrait #portraitphotography #covid19 #lockdown #homeactivity #wife #saikatphotography,Kolkata,The secret of getting ahead is getting started Mark Twain dailylife dailylifeindia diya 9pm9minute portrait portraitphotography covid19 lockdown homeactivity wife saikatphotography Howrah,"[{'score': 0.627682, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
What Bengal thinks today India thinks tomorrow. Meet the 8 members of the Bengal government’s new Global Advisory Board. The group is partnering and advising the state to formulate a Covid-19 response policy.@AITCofficial Thanks @MamataOfficial #COVID19 #BengalFightsCorona,2020-04-07 14:06:10+00:00,0,0,#COVID19 #BengalFightsCorona,Kolkata,What Bengal thinks today India thinks tomorrow Meet the 8 members of the Bengal government s new Global Advisory Board The group is partnering and advising the state to formulate a Covid 19 response policy Thanks COVID19 BengalFightsCorona,"[{'score': 0.564227, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.805466, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
#Breaking: Bengal CM Mamata Banerjee while briefing media on #Coronavirus says total number of active cases in the state stands at 69 &amp; total deaths caused due to #COVID19 stands at 5. @dna @ZeeNews #CoronaUpdatesInIndia,2020-04-07 12:11:29+00:00,4,15,#Breaking #Coronavirus #COVID19 #CoronaUpdatesInIndia,Kolkata,Breaking Bengal CM Mamata Banerjee while briefing media on Coronavirus says total number of active cases in the state stands at 69 amp total deaths caused due to COVID19 stands at 5 CoronaUpdatesInIndia,"[{'score': 0.594225, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
#BREAKING The number of death in West Bengal due to #COVID19 infection has gone up from three to five says West Bengal Chief Minister Mamata Banerjee @MamataOfficial. @DeccanHerald #Covid_19india #CoronaUpdatesInIndia,2020-04-07 11:48:52+00:00,2,1,#BREAKING #COVID19 #Covid_19india #CoronaUpdatesInIndia,Kolkata,BREAKING The number of death in West Bengal due to COVID19 infection has gone up from three to five says West Bengal Chief Minister Mamata Banerjee Covid 19india CoronaUpdatesInIndia,"[{'score': 0.74812, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.646387, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
#WestBengal presently has 69 active #COVID19 positive cases while #Covid19 death toll in the state mounts to 5 : CM #MamataBanerjee. #COVID19outbreak,2020-04-07 11:48:20+00:00,1,1,#WestBengal #COVID19 #Covid19 #MamataBanerjee #COVID19outbreak,Kolkata,WestBengal presently has 69 active COVID19 positive cases while Covid19 death toll in the state mounts to 5 CM MamataBanerjee COVID19outbreak,"[{'score': 0.598602, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
For daily updates & bulletins on #COVID19 follow @wbdhfw - this is the official handle of the Bengal Department of Health &amp; Family Welfare.,2020-04-07 10:30:46+00:00,6,33,#COVID19,Kolkata,For daily updates bulletins on COVID19 follow this is the official handle of the Bengal Department of Health amp Family Welfare,"[{'score': 0.751386, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"The world needs to take a break from the constant fear of getting affected by #Covid19 and obey doctors' advice. Awareness is important, panic is not. #StayHomeStaySafe #Coronavirus #Quarantine #SelfIsolation",2020-04-07 09:25:36+00:00,0,0,#Covid19 #StayHomeStaySafe #Coronavirus #Quarantine #SelfIsolation,Kolkata,The world needs to take a break from the constant fear of getting affected by Covid19 and obey doctors advice Awareness is important panic is not StayHomeStaySafe Coronavirus Quarantine SelfIsolation,"[{'score': 0.93339, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
In Himachal pradesh Animal Husbandry department pitched in to take care of stray animals amid #coronavirus crisis #AIRpics-Jogindenagar #covid19 #IndiaFightsCorona,2020-04-07 09:01:44+00:00,0,0,#coronavirus #AIRpics #covid19 #IndiaFightsCorona,Kolkata,In Himachal pradesh Animal Husbandry department pitched in to take care of stray animals amid coronavirus crisis AIRpics Jogindenagar covid19 IndiaFightsCorona,[],,,,,,,
Need to preserve the gains of the early #LockDown imposed by #India. Please extend the lockdown by another 3 weeks at least. Save Indians. @ICMRDELHI @PMOIndia @narendramodi @icmr_nie @MoHFW_INDIA #IndiaFightsCorona #ExtendTheLockdown #StayAtHome #StayHomeSaveLives #COVID19,2020-04-07 07:57:08+00:00,0,0,#LockDown #India #IndiaFightsCorona #ExtendTheLockdown #StayAtHome #StayAtHome #StayHomeSaveLives #COVID19,Kolkata,Need to preserve the gains of the early LockDown imposed by India Please extend the lockdown by another 3 weeks at least Save Indians nie INDIA IndiaFightsCorona ExtendTheLockdown StayAtHome StayHomeSaveLives COVID19,[],,,,,,,
Riddhi says enough of studies... now IF YOU SMELL .. RIDDHI IS COOKING #Lockdown #Lockdown2020 #Covid19 #CironaVirus #StayatHome #StaySafe #NoStudies #Cooking #ifyousmellwhattherockiscooking #masterchefjunior… https://www.instagram.com/p/B-qxWyHJsep/?igshid=cswewzwk452u,2020-04-07 05:48:09+00:00,0,0,#Lockdown #Lockdown2020 #Covid19 #CironaVirus #StayatHome #StayatHome #StaySafe #NoStudies #Cooking #ifyousmellwhattherockiscooking #masterchefjunior,Kolkata,Riddhi says enough of studies now IF YOU SMELL RIDDHI IS COOKING Lockdown Lockdown2020 Covid19 CironaVirus StayatHome StaySafe NoStudies Cooking ifyousmellwhattherockiscooking masterchefjunior,[],,,,,,,
"#CoronaAustralia #CoronaACT #CoronaLockdown #coronaworld #COVID19 Good news to share today! Great job done by Mr Andrew Barr, ACT govt &amp; health department to control corona Virus ",2020-04-07 05:22:42+00:00,0,0,#CoronaAustralia #CoronaACT #CoronaLockdown #coronaworld #COVID19,Kolkata,CoronaAustralia CoronaACT CoronaLockdown coronaworld COVID19 Good news to share today Great job done by Mr Andrew Barr ACT govt amp health department to control corona Virus,"[{'score': 0.830445, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
More than 1/3rd #COVID19 infected patients in #India r having connection with #TabhleegiJamaat but so called SICK-ULAR r suppressing #GOI data. In #WestBengal we don't even know how many went to #Nizamuddin &amp; out of them how many r #Corona patients @Bunibroto @TajinderBagga,2020-04-07 05:11:58+00:00,11,17,#COVID19 #India #TabhleegiJamaat #GOI #WestBengal #Nizamuddin #Corona,Kolkata,More than 1 3rd COVID19 infected patients in India r having connection with TabhleegiJamaat but so called SICK ULAR r suppressing GOI data In WestBengal we don t even know how many went to Nizamuddin amp out of them how many r Corona patients,"[{'score': 0.565326, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"Please Stay At Your Home, We Work For You..... #zomato #covıd19 #CoronaLockdown",2020-04-07 04:41:23+00:00,0,0,#zomato #cov #CoronaLockdown,Kolkata,Please Stay At Your Home We Work For You zomato cov d19 CoronaLockdown,[],,,,,,,
I made this #covid19 #pandemic awareness video in a different way.. Named it “Gambling of Life” Sir @SrBachchan please watch this .. it’s in Bengali..,2020-04-07 04:07:56+00:00,0,0,#covid19 #pandemic,Kolkata,I made this covid19 pandemic awareness video in a different way Named it Gambling of Life Sir please watch this it s in Bengali,"[{'score': 0.572051, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
 Stay at home and be safe #heritageimshospital #healthcheckups #affordablecost #besthospitals #varanasi #doctors #medstaff #covid19 #coronavirus #corona #stayathome #besafe #savelives,2020-04-07 04:07:22+00:00,0,7,#heritageimshospital #healthcheckups #affordablecost #besthospitals #varanasi #doctors #medstaff #covid19 #coronavirus #corona #stayathome #stayathome #besafe #savelives,Kolkata,Stay at home and be safe heritageimshospital healthcheckups affordablecost besthospitals varanasi doctors medstaff covid19 coronavirus corona stayathome besafe savelives,[],,,,,,,
School From Home #QUARANTINETIME #ChineseVirus #DarkSideOfChemistry #COVID19 #StayHomeStaySafe #IndiaFightsCoronaVirus,2020-04-07 03:58:45+00:00,0,2,#QUARANTINETIME #ChineseVirus #DarkSideOfChemistry #COVID19 #StayHomeStaySafe #IndiaFightsCoronaVirus,Kolkata,School From Home QUARANTINETIME ChineseVirus DarkSideOfChemistry COVID19 StayHomeStaySafe IndiaFightsCoronaVirus,[],,,,,,,
"Trump has been d most prominent booster of using hydroxychloroquine, a decades-old generic malaria drug, to treat patients with #covid19, but rigorous evidence of its effectiveness against d disease is lacking, &amp; it poses dangerous side effects for some. ",2020-04-07 03:54:57+00:00,1,4,#covid19,Kolkata,Trump has been d most prominent booster of using hydroxychloroquine a decades old generic malaria drug to treat patients with covid19 but rigorous evidence of its effectiveness against d disease is lacking amp it poses dangerous side effects for some,"[{'score': 0.732745, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.827997, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
"Yes yes, this would work. #Education #HigherEducation #Digital #AI #ArtificialIntelligence #Robot #RemoteLearning #Coronavirus #COVID19 ",2020-04-07 03:50:46+00:00,1,0,#Education #HigherEducation #Digital #AI #ArtificialIntelligence #Robot #RemoteLearning #Coronavirus #COVID19,Kolkata,Yes yes this would work Education HigherEducation Digital AI ArtificialIntelligence Robot RemoteLearning Coronavirus COVID19,[],,,,,,,
"British Prime Minister Boris Johnson, who was diagnosed with the coronavirus more than a week ago, has been moved to the intensive care unit (ICU) of a London hospital after his Covid-19 symptoms worsened on Monday. #Covid_19 #COVID19 ",2020-04-07 03:43:34+00:00,0,0,#Covid_19 #COVID19,Kolkata,British Prime Minister Boris Johnson who was diagnosed with the coronavirus more than a week ago has been moved to the intensive care unit ICU of a London hospital after his Covid 19 symptoms worsened on Monday Covid 19 COVID19,"[{'score': 0.614623, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"We feel honoured to share that Union Christian College Staffs of Meghalaya have come forward to donate ₹1,25,000 (one lakh twenty five thousands rupees only) to the Meghalaya Chief Minister Relief Fund in its fight against coronavirus #covid19. ",2020-04-06 21:20:16+00:00,1,3,#covid19,Kolkata,We feel honoured to share that Union Christian College Staffs of Meghalaya have come forward to donate 1 25 000 one lakh twenty five thousands rupees only to the Meghalaya Chief Minister Relief Fund in its fight against coronavirus covid19,[],,,,,,,
Kerala Govt have launched Walk-In Sample Kiosk (WISK) for quick & cheap sample collection enabling mass screening for #COVID19 . This can be replicated all over the country. @PMOIndia @drharshvardhan @amitabhk87 @vijayanpinarayi,2020-04-06 19:34:03+00:00,1,2,#COVID19,Kolkata,Kerala Govt have launched Walk In Sample Kiosk WISK for quick cheap sample collection enabling mass screening for COVID19 This can be replicated all over the country,"[{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
"Okay so this happened. Bengalis are literally eating a virus now. Noboborsher notun MISTI, care of Hindustan Sweets Jadavpur 8B. #coronavirus #covid19pandemic #covid19 #covidtimes #sweets #sweetsofcalcutta… https://www.instagram.com/p/B-pkEVxgtt5/?igshid=sx1gkm77wfu",2020-04-06 18:26:45+00:00,0,2,#coronavirus #covid19pandemic #covid19 #covidtimes #sweets #sweetsofcalcutta,Kolkata,Okay so this happened Bengalis are literally eating a virus now Noboborsher notun MISTI care of Hindustan Sweets Jadavpur 8B coronavirus covid19pandemic covid19 covidtimes sweets sweetsofcalcutta,"[{'score': 0.770863, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Very sad news #COVID19 ,2020-04-06 17:56:15+00:00,0,1,#COVID19,Kolkata,Very sad news COVID19,"[{'score': 0.921642, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,1.0,,
"Nobel laureate Abhijit Banerjee, the son of Bengal, will help Mamata Banerjee, the Principal Architect of the Future of Bengal and the Chief Minister of Bengal, to combat the crisis that has arisen due to COVID-19. #COVID19 @MamataOfficial @AITCofficial @BanglarGorboMB",2020-04-06 16:18:39+00:00,1,7,#COVID19,Kolkata,Nobel laureate Abhijit Banerjee the son of Bengal will help Mamata Banerjee the Principal Architect of the Future of Bengal and the Chief Minister of Bengal to combat the crisis that has arisen due to COVID 19 COVID19,"[{'score': 0.537979, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Bengal Health Ministry bulletin on Coronavirus states 61 active cases of #COVID19 in the state. However, this new format of bulletin doesn’t mention details of the number of deaths caused by #CoronaVirus. @dna @ZeeNews #CoronaVirusUpdate",2020-04-06 15:49:26+00:00,2,18,#COVID19 #CoronaVirus #CoronaVirusUpdate,Kolkata,Bengal Health Ministry bulletin on Coronavirus states 61 active cases of COVID19 in the state However this new format of bulletin doesn t mention details of the number of deaths caused by CoronaVirus CoronaVirusUpdate,"[{'score': 0.594429, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Not 55 now total 64 #Doctors #nurses &amp; oth staffs of #NRShospital #Kolkata sent to #Quarantine as a patient with #COVID19 +ve died there. But #WestBengal Govt not yet saying that patient died due to #Corona as they implement 34 parameters set by #WBgovt https://eisamay.indiatimes.com/west-bengal-news/kolkata-news/corona-positive-patients-death-male-word-and-ccu-sealed-at-nrs-hospital/articleshow/75012206.cms,2020-04-06 14:18:13+00:00,4,7,#Doctors #nurses #NRShospital #Kolkata #Quarantine #COVID19 #WestBengal #Corona #WBgovt,Kolkata,Not 55 now total 64 Doctors nurses amp oth staffs of NRShospital Kolkata sent to Quarantine as a patient with COVID19 ve died there But WestBengal Govt not yet saying that patient died due to Corona as they implement 34 parameters set by WBgovt,"[{'score': 0.741502, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"Dear @sambitswaraj ji, I've a suggestion: If #GOI apply same 34steps investigation for declaring a #COVID19 death like #WestBengal I think death troll in #India may come down from 109 to 19 only ""What an Idea _"" Really we r feeling proud (#গর্ব). @TajinderBagga @KailashOnline – at Kalighat",2020-04-06 13:43:17+00:00,6,14,#GOI #COVID19 #WestBengal #India,Kolkata,Dear ji I ve a suggestion If GOI apply same 34steps investigation for declaring a COVID19 death like WestBengal I think death troll in India may come down from 109 to 19 only What an Idea Really we r feeling proud at Kalighat,"[{'score': 0.590228, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.715056, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
IAF CONTINUES COVID 19 SUPPORT OPS Helicopters along with transport aircraft undertook missions towards the ongoing #COVID19 support operations. The medical supplies were airlifted by Mi17V5 from Bagdogra in West Bengal to Gangtok in Sikkim @dna @ZeeNews #CoronaUpdatesInIndia,2020-04-06 13:07:01+00:00,2,16,#COVID19 #CoronaUpdatesInIndia,Kolkata,IAF CONTINUES COVID 19 SUPPORT OPS Helicopters along with transport aircraft undertook missions towards the ongoing COVID19 support operations The medical supplies were airlifted by Mi17V5 from Bagdogra in West Bengal to Gangtok in Sikkim CoronaUpdatesInIndia,[],,,,,,,
Just a Single Touch of HDR #clicks #snapseed #vivoshot #subhosvlogs #barasat #instagramers #lockdown2020 #covid19 @Hridaypur হৃদয়পুর https://www.instagram.com/p/B-ozzsGgYUe/?igshid=72ab3zlznn00,2020-04-06 11:25:03+00:00,0,0,#clicks #snapseed #vivoshot #subhosvlogs #barasat #instagramers #lockdown2020 #covid19,Kolkata,Just a Single Touch of HDR clicks snapseed vivoshot subhosvlogs barasat instagramers lockdown2020 covid19,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,,
"#UPDATE:: In #WestBengal, 3 deaths directly related to #COVID19 have been reported so far while 13 persons have recovered &amp; 4 more persons undergoing treatments have tested #Covid19 negative today: CM #MamataBanerjee. #COVID19outbreak",2020-04-06 10:49:10+00:00,0,0,#UPDATE #WestBengal #COVID19 #Covid19 #MamataBanerjee #COVID19outbreak,Kolkata,UPDATE In WestBengal 3 deaths directly related to COVID19 have been reported so far while 13 persons have recovered amp 4 more persons undergoing treatments have tested Covid19 negative today CM MamataBanerjee COVID19outbreak,"[{'score': 0.595347, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"#BREAKING:: Till today 12 pm, there are 61 active #COVID19 cases in #WestBengal : #Bengal Chief Minister #MamataBanerjee.",2020-04-06 10:43:48+00:00,0,1,#BREAKING #COVID19 #WestBengal #Bengal #MamataBanerjee,Kolkata,BREAKING Till today 12 pm there are 61 active COVID19 cases in WestBengal Bengal Chief Minister MamataBanerjee,"[{'score': 0.589698, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
#BREAKING Bengal Imams Association urges people to to stay indoors on Shab- e- Barat and abide by the lockdown in view of #COVID19 outbreak. @DeccanHerald #CoronavirusOutbreakindia,2020-04-06 09:40:07+00:00,3,5,#BREAKING #COVID19 #CoronavirusOutbreakindia,Kolkata,BREAKING Bengal Imams Association urges people to to stay indoors on Shab e Barat and abide by the lockdown in view of COVID19 outbreak CoronavirusOutbreakindia,"[{'score': 0.788547, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
@Grofers delivered me rotten Onion.. never buy vegetables from Grofers. #lockdowneffect #Lockdown #COVID19 – at KPC Medical College &amp; Hospital,2020-04-06 08:49:10+00:00,0,0,#lockdowneffect #Lockdown #COVID19,Kolkata,delivered me rotten Onion never buy vegetables from Grofers lockdowneffect Lockdown COVID19 at KPC Medical College amp Hospital,"[{'score': 0.534582, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"*Central Zoo Authority issues precautionary measures to be taken by Zoos across the country, in the wake of the confirmation of #COVID19 in a Tiger housed in the Bronx Zoo, New York.. @moefcc @SuPriyoBabul @PrakashJavdekar #IndiaFightsCorona @ParveenKaswan @susantananda3",2020-04-06 08:48:00+00:00,6,14,#COVID19 #IndiaFightsCorona,Kolkata,Central Zoo Authority issues precautionary measures to be taken by Zoos across the country in the wake of the confirmation of COVID19 in a Tiger housed in the Bronx Zoo New York IndiaFightsCorona,[],,,,,,,
China's permanent membership of the Security Council should be abolished due to coronavirus problem. @realDonaldTrump @hrw @BBCWorld @WHO @aajtak @ABPNews #COVID19,2020-04-06 06:54:14+00:00,0,0,#COVID19,Kolkata,China s permanent membership of the Security Council should be abolished due to coronavirus problem COVID19,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"UN secy gen also advising test, test & test. Testing along with #lockdown essential in fighting #COVID19outbreak. India's performance in testing is very low &amp; #WB the lowest with Only 1k tests while quarantine is 54k. Attempt in hiding facts and #COVID19 figures @MamataOfficial?",2020-04-06 06:50:36+00:00,14,36,#lockdown #COVID19outbreak #WB #COVID19,Kolkata,UN secy gen also advising test test test Testing along with lockdown essential in fighting COVID19outbreak India s performance in testing is very low amp WB the lowest with Only 1k tests while quarantine is 54k Attempt in hiding facts and COVID19 figures,[],,,,,,,
The light of diya would enlighten the spirit of optimism among the indians with the commitment of being united and fight against the recent curse of civilization #COVID19.,2020-04-06 06:49:40+00:00,0,1,#COVID19,Kolkata,The light of diya would enlighten the spirit of optimism among the indians with the commitment of being united and fight against the recent curse of civilization COVID19,[],,,,,,,
As the First Lady instructed us to maintain the social distancing and wearing a mask/ face covering seriously to combat the spread of #COVID19.,2020-04-06 06:43:06+00:00,0,0,#COVID19,Kolkata,As the First Lady instructed us to maintain the social distancing and wearing a mask face covering seriously to combat the spread of COVID19,[],,,,,,,
"#CoronaOutbreak #CoronaOutbreak Utter #Racisme? #US, #Canada or #China to produce #COVID19 vaccine, but 'testing' in #Congo #Shame @Dibyend48970765 @NilanjanDas_ @keyakahe @JontyMrinmoy @PhoenixIndranil @PahariPiyali @basumanasbasu @ReallyGupta",2020-04-06 06:12:50+00:00,4,6,#CoronaOutbreak #CoronaOutbreak #Racisme #US #Canada #China #COVID19 #Congo #Shame,Kolkata,CoronaOutbreak CoronaOutbreak Utter Racisme US Canada or China to produce COVID19 vaccine but testing in Congo Shame,"[{'score': 0.538448, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,1.0,,,,
#Leadership My blog post on #LinkedIn on #LeadershipLessons from #9PM9Mins https://www.linkedin.com/posts/sandipghose_leadershiplessons-9pm9mins-covid19-activity-6652771429660098560-GsdE #Leaders #NarendraModi #9बजे9मिनट #9MinutesForIndia #Churchill #Kennedy #crisis #crisismanagement #CoronaCrisis #CovidCrisis #COVID19,2020-04-06 04:25:02+00:00,3,9,#Leadership #LinkedIn #LeadershipLessons #9PM9Mins #Leaders #NarendraModi #9 #9MinutesForIndia #Churchill #Kennedy #crisis #crisismanagement #CoronaCrisis #CovidCrisis #COVID19,Kolkata,Leadership My blog post on LinkedIn on LeadershipLessons from 9PM9Mins Leaders NarendraModi 9 9 9MinutesForIndia Churchill Kennedy crisis crisismanagement CoronaCrisis CovidCrisis COVID19,"[{'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"In a first, one of the Bronx Zoo's Malayan tigers, Nadia, has tested positive for the virus that causes COVID-19. Six other big cats are also showing symptoms of the illness. #Covid19 https://api.nationalgeographic.com/distribution/public/amp/animals/2020/04/tiger-coronavirus-covid19-positive-test-bronx-zoo#click=https://t.co/uaUm0E0AV2",2020-04-06 04:12:31+00:00,4,9,#Covid19,Kolkata,In a first one of the Bronx Zoo s Malayan tigers Nadia has tested positive for the virus that causes COVID 19 Six other big cats are also showing symptoms of the illness Covid19,[],,,,,,,
Corona porn is sweet shops selling a replica of a deadly virus which killed over 65000 globally. Happens when the highest authority sinisterly reduces a pandemic to mass hysteria. #COVID19 #9pm9mins,2020-04-06 02:57:47+00:00,2,6,#COVID19 #9pm9mins,Kolkata,Corona porn is sweet shops selling a replica of a deadly virus which killed over 65000 globally Happens when the highest authority sinisterly reduces a pandemic to mass hysteria COVID19 9pm9mins,[],,,,,,,
