Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,sadness,joy,fear,confident,analytical,tentative,anger
.@MinOfPower announces 3 month moratorium for Discom payments to Gencos &amp; transmission co's. No penalty on late payment. State govt's expected to follow suit. #COVID19 ,2020-03-28 05:35:15+00:00,4,4,#COVID19,Delhi,announces 3 month moratorium for Discom payments to Gencos amp transmission co s No penalty on late payment State govt s expected to follow suit COVID19,"[{'score': 0.75392, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
Stuck at home due to #covıd19 under #21DaysofLockdown -the window is the best companion now- remembering #viewfrommywindow across the world #2ndpic -view from hotel window of #fontanaditrevi at #rome #italy -prayers and wishes for all Italians -hope it all gets over soon...,2020-03-28 05:31:53+00:00,0,15,#cov #21DaysofLockdown #viewfrommywindow #2ndpic #fontanaditrevi #rome #italy,Delhi,Stuck at home due to cov d19 under 21DaysofLockdown the window is the best companion now remembering viewfrommywindow across the world 2ndpic view from hotel window of fontanaditrevi at rome italy prayers and wishes for all Italians hope it all gets over soon,"[{'score': 0.554187, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.510565, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
"What will you do first thing post lockdown ? I'll roam around freely never had so much tension while staying at home. Career, future and many other things seems to be uncertain at this point. #Lockdown #COVID19 #Delhi #IndiaComeTogether",2020-03-28 05:25:04+00:00,1,0,#Lockdown #COVID19 #Delhi #IndiaComeTogether,Delhi,What will you do first thing post lockdown I ll roam around freely never had so much tension while staying at home Career future and many other things seems to be uncertain at this point Lockdown COVID19 Delhi IndiaComeTogether,"[{'score': 0.539235, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
"Roam around freely never had so much tension while staying at home. Career, future and many other things seems to be uncertain at this point. #Lockdown #COVID19",2020-03-28 05:19:09+00:00,0,0,#Lockdown #COVID19,Delhi,Roam around freely never had so much tension while staying at home Career future and many other things seems to be uncertain at this point Lockdown COVID19,"[{'score': 0.733853, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.60456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,1.0,
"Though India is doing better so far in controlling #COVID19 , we must be more cautious because of our population. Miles to go before we sleep miles to go before we sleep. #IndiaFightCorona @tv5newsnow – at BJP HQ",2020-03-28 05:13:22+00:00,1,8,#COVID19 #IndiaFightCorona,Delhi,Though India is doing better so far in controlling COVID19 we must be more cautious because of our population Miles to go before we sleep miles to go before we sleep IndiaFightCorona at BJP HQ,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
 #CoronaVirusUpdate Total #COVID19 Cases: 873 Active Cases: 775 Indian Nationals: 826 Foreigners: 47 Death Toll: 19 Total Cured/Discharged:78 ,2020-03-28 05:11:33+00:00,1,0,#CoronaVirusUpdate #COVID19,Delhi,CoronaVirusUpdate Total COVID19 Cases 873 Active Cases 775 Indian Nationals 826 Foreigners 47 Death Toll 19 Total Cured Discharged 78,"[{'score': 0.54466, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
"@ArvindKejriwal @msisodia @AamAadmiParty Delhi School asking fee from parents to pay on time. Are they justified for asking tution fee, bus fare during March-June month vacation, why we wasting our hard earn money for holidays fee declared by the govt. for sake of #COVID19 ",2020-03-28 04:59:40+00:00,0,1,#COVID19,Delhi,Delhi School asking fee from parents to pay on time Are they justified for asking tution fee bus fare during March June month vacation why we wasting our hard earn money for holidays fee declared by the govt for sake of COVID19,"[{'score': 0.530696, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.683494, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
Cool tool to self-screen for #COVID19 ,2020-03-28 04:54:54+00:00,11,22,#COVID19,Delhi,Cool tool to self screen for COVID19,"[{'score': 0.656243, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Mr Punj these #MigrantsOnTheRoad don’t even know where the next meal is coming from.They have no shelter, no water,they are walking for 100s of miles. Do you think they have vacation on their mind ? There is a difference between fighting for survival and “chutti”. #COVID19 ",2020-03-28 04:41:11+00:00,0,1,#MigrantsOnTheRoad #COVID19,Delhi,Mr Punj these MigrantsOnTheRoad don t even know where the next meal is coming from They have no shelter no water they are walking for 100s of miles Do you think they have vacation on their mind There is a difference between fighting for survival and chutti COVID19,"[{'score': 0.586978, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Amazing initiatve by @HyundaiIndia as they Orders #COVID19 Advanced Diagnostic Testing Kits from South Korea for India as #IndiaFightsCorona #IndiaNeedsMoreTesting These Advanced Kits to be distributed to Center&amp;State Bodies as per guidelines set by @MoHFW_INDIA,2020-03-28 04:37:20+00:00,3,11,#COVID19 #IndiaFightsCorona #IndiaNeedsMoreTesting,Delhi,Amazing initiatve by as they Orders COVID19 Advanced Diagnostic Testing Kits from South Korea for India as IndiaFightsCorona IndiaNeedsMoreTesting These Advanced Kits to be distributed to Center amp State Bodies as per guidelines set by INDIA,"[{'score': 0.628162, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
#CoronaVirusUpdate #COVID19 cases rises to 873; death toll stands at 19: @MoHFW_INDIA,2020-03-28 04:28:20+00:00,1,4,#CoronaVirusUpdate #COVID19,Delhi,CoronaVirusUpdate COVID19 cases rises to 873 death toll stands at 19 INDIA,"[{'score': 0.513154, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
#COVID19: US President @realDonaldTrump invokes Defense Production Act to force General Motors to manufacture ventilators,2020-03-28 04:16:28+00:00,2,9,#COVID19,Delhi,COVID19 US President invokes Defense Production Act to force General Motors to manufacture ventilators,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
Death toll due to #COVID19 touches 19; number of cases rises to 834: @MoHFW_INDIA,2020-03-28 04:15:06+00:00,2,3,#COVID19,Delhi,Death toll due to COVID19 touches 19 number of cases rises to 834 INDIA,"[{'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"Good Morning: It's time to show CARE. We all are in this together and together, we will fight #COVID19. ",2020-03-28 04:10:43+00:00,2,2,#COVID19,Delhi,Good Morning It s time to show CARE We all are in this together and together we will fight COVID19,"[{'score': 0.794753, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
"International Afrobeats artist, @HEbobiwine and performing artist @NubianBukenAli, recorded a powerful song on #COVID19. Message is everyone is at risk but everyone could be a potential fighter against #COVID19. #UnitedAgainstCOVID19 Take a listen.",2020-03-28 03:57:07+00:00,7,13,#COVID19 #COVID19 #UnitedAgainstCOVID19,Delhi,International Afrobeats artist and performing artist recorded a powerful song on COVID19 Message is everyone is at risk but everyone could be a potential fighter against COVID19 UnitedAgainstCOVID19 Take a listen,"[{'score': 0.846535, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
A very important piece on rise of bio-surveillance State and that may continue to stay in a post-Corono world. #privacy #COVID19 ,2020-03-28 03:51:09+00:00,0,2,#privacy #COVID19,Delhi,A very important piece on rise of bio surveillance State and that may continue to stay in a post Corono world privacy COVID19,"[{'score': 0.542764, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
Birthday Parties !! #covid19 ,2020-03-28 03:48:47+00:00,3,14,#covid19,Delhi,Birthday Parties covid19,"[{'score': 0.843098, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
God save india asap out of this #COVID19 ,2020-03-28 03:27:34+00:00,0,0,#COVID19,Delhi,God save india asap out of this COVID19,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"What a supreme lie, WHO too has a role in not being able to control #COVID19 #COVID #CoronaVillains #CoronavirusPandemic",2020-03-28 03:12:46+00:00,0,0,#COVID19 #COVID #CoronaVillains #CoronavirusPandemic,Delhi,What a supreme lie WHO too has a role in not being able to control COVID19 COVID CoronaVillains CoronavirusPandemic,[],,,,,,,
"It's time to show CARE. We all are in this together and together, we will fight #COVID19. #IndiaFightsCorona #CoronaOutbreak #SwasthaBharat #HealthForAll",2020-03-28 03:05:21+00:00,0,2,#COVID19 #IndiaFightsCorona #CoronaOutbreak #SwasthaBharat #HealthForAll,Delhi,It s time to show CARE We all are in this together and together we will fight COVID19 IndiaFightsCorona CoronaOutbreak SwasthaBharat HealthForAll,"[{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
America #Covid19 cases tally crosses 1 lakh. God Bless United States of America. #CoronavirusOutbreak,2020-03-28 03:00:03+00:00,0,0,#Covid19 #CoronavirusOutbreak,Delhi,America Covid19 cases tally crosses 1 lakh God Bless United States of America CoronavirusOutbreak,"[{'score': 0.71507, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Cold/Flu/Alergies vs #COVID19 ,2020-03-28 02:53:56+00:00,1,1,#COVID19,Delhi,Cold Flu Alergies vs COVID19,[],,,,,,,
Agree ! That’s how I am dealing with it. #covid19 #coronavirusmemes #lockdown,2020-03-28 02:34:01+00:00,0,0,#covid19 #coronavirusmemes #lockdown,Delhi,Agree That s how I am dealing with it covid19 coronavirusmemes lockdown,[],,,,,,,
"Sir @narendramodi @realDonaldTrump After we are out of this forced bad phase in our lifes What should World Community do with #China,who forced almost whole world into recession by infected with China Virus-19 #ChineseVirus19 #coronavirus #COVID #COVID19 #coronavirusinindia",2020-03-28 02:02:25+00:00,0,0,#China #ChineseVirus19 #coronavirus #COVID #COVID19 #coronavirusinindia,Delhi,Sir After we are out of this forced bad phase in our lifes What should World Community do with China who forced almost whole world into recession by infected with China Virus 19 ChineseVirus19 coronavirus COVID COVID19 coronavirusinindia,"[{'score': 0.638633, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
https://youtu.be/8iE8nvKfW1Y #COVID19 #@arvindkejriwal #StayHomeStaySafe Must watch n understand,2020-03-28 01:08:57+00:00,0,0,#COVID19 #StayHomeStaySafe,Delhi,COVID19 StayHomeStaySafe Must watch n understand,"[{'score': 0.873624, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,1.0,,
"India has lost around 19 people,but no one is questioning govt rather everyone is comparing deaths with Italy and America? Now the Govt will be judged on the basis of deaths (maximum deaths)? #COVID19 #COVID19outbreak",2020-03-27 23:53:52+00:00,0,0,#COVID19 #COVID19outbreak,Delhi,India has lost around 19 people but no one is questioning govt rather everyone is comparing deaths with Italy and America Now the Govt will be judged on the basis of deaths maximum deaths COVID19 COVID19outbreak,"[{'score': 0.801396, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
"When you feel you are stressed in lockdown remember the pictures of migrant workers who ran cities, but had to walk about hundreds of kms back to their homeland. Do not undervalue their effort & tears. The war is fought on their pains, and must not be lost. #coronavirus #covid19 ",2020-03-27 23:12:51+00:00,18,59,#coronavirus #covid19,Delhi,When you feel you are stressed in lockdown remember the pictures of migrant workers who ran cities but had to walk about hundreds of kms back to their homeland Do not undervalue their effort tears The war is fought on their pains and must not be lost coronavirus covid19,"[{'score': 0.695728, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
Do your bit. #Covid19 is difficult for all of us but sustenance is much more challenging for the Daily wagers amidst this unprecedented #lockdown. They need your support now more than ever. #Contribute @ourdemocracyin,2020-03-27 22:29:49+00:00,0,1,#Covid19 #lockdown #Contribute,Delhi,Do your bit Covid19 is difficult for all of us but sustenance is much more challenging for the Daily wagers amidst this unprecedented lockdown They need your support now more than ever Contribute,"[{'score': 0.503031, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
"Starvation will kill them before #COVID19 ‘Video from Anand Vihar, #Delhi’ #LockdownWithoutPlan #coronavirusinindia #LockdownQuestions #21daylockdown",2020-03-27 22:17:21+00:00,3,10,#COVID19 #Delhi #LockdownWithoutPlan #coronavirusinindia #LockdownQuestions #21daylockdown,Delhi,Starvation will kill them before COVID19 Video from Anand Vihar Delhi LockdownWithoutPlan coronavirusinindia LockdownQuestions 21daylockdown,[],,,,,,,
You are the only who can save yourself and your near & dear from #COVID19 by creating awareness of social distance. “awareness is the only prevention” #StayHomeStaySafe #FactsNotFear #CoronaWarrior #21daylockdown #21dayschallenge #CoronaLockdown #Coronafighters,2020-03-27 22:03:14+00:00,0,0,#COVID19 #StayHomeStaySafe #FactsNotFear #CoronaWarrior #21daylockdown #21dayschallenge #CoronaLockdown #Coronafighters,Delhi,You are the only who can save yourself and your near dear from COVID19 by creating awareness of social distance awareness is the only prevention StayHomeStaySafe FactsNotFear CoronaWarrior 21daylockdown 21dayschallenge CoronaLockdown Coronafighters,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
If only one person affected with #COVID19 then huge disaster of not only these innocent people but also whole country hope #alliswell @singh_biswajeet Bhai you always correct That time all leader failed to serve people And drop responsibility on officers #choosecorrectperson,2020-03-27 21:30:16+00:00,0,0,#COVID19 #alliswell #choosecorrectperson,Delhi,If only one person affected with COVID19 then huge disaster of not only these innocent people but also whole country hope alliswell biswajeet Bhai you always correct That time all leader failed to serve people And drop responsibility on officers choosecorrectperson,"[{'score': 0.931906, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,1.0,,
Also get #COVID19 world stats. ,2020-03-27 21:09:15+00:00,0,1,#COVID19,Delhi,Also get COVID19 world stats,[],,,,,,,
The only data or graphs I check these days before buying any stocks is of #COVID19,2020-03-27 20:51:28+00:00,0,0,#COVID19,Delhi,The only data or graphs I check these days before buying any stocks is of COVID19,"[{'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,1.0,
@Bhuvan_Bam watched the recent video on #COVID19 A message shared uniquely Must watch for all— https://youtu.be/6xmcYOq1r7I #video #COVID2019 #IndiaFightsCoronavirus #StayHomeStaySafe #timetobeahero #StayIndoors,2020-03-27 20:43:58+00:00,0,0,#COVID19 #video #COVID2019 #IndiaFightsCoronavirus #StayHomeStaySafe #timetobeahero #StayIndoors,Delhi,Bam watched the recent video on COVID19 A message shared uniquely Must watch for all video COVID2019 IndiaFightsCoronavirus StayHomeStaySafe timetobeahero StayIndoors,"[{'score': 0.530788, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
"Red: Ye darane wala nahi hai Green: Ye darane wala hai Why Chinese are recovering so fast, even in unprecedented manner? China ..do you have treatment formula? Why China is hiding it from the world? #ChineseVirus19 #Covid19 ",2020-03-27 20:00:32+00:00,0,1,#ChineseVirus19 #Covid19,Delhi,Red Ye darane wala nahi hai Green Ye darane wala hai Why Chinese are recovering so fast even in unprecedented manner China do you have treatment formula Why China is hiding it from the world ChineseVirus19 Covid19,[],,,,,,,
"#SemcoCare #Covid Personal Protective Products and Equipments available for Worldwide supplies. Fast deliveries. CE, FDA certified. #Facemasks #n95mask #Eyewear #protectivesuit #Isolationsuit #ProtectiveGogles #covid19 rapid #testkit #gloves WA/ Mb: +919810068590",2020-03-27 19:40:56+00:00,0,5,#SemcoCare #Covid #Facemasks #n95mask #Eyewear #protectivesuit #Isolationsuit #ProtectiveGogles #covid19 #testkit #gloves,Delhi,SemcoCare Covid Personal Protective Products and Equipments available for Worldwide supplies Fast deliveries CE FDA certified Facemasks n95mask Eyewear protectivesuit Isolationsuit ProtectiveGogles covid19 rapid testkit gloves WA Mb 919810068590,"[{'score': 0.791857, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
As per request of congress president @INCIndia &amp; Delhi president @Ch_AnilKumarINC ji Distribution of Food&amp;Mask to the needy people in ghondli Ward Vidhansabha Krishna nagar today. #Covid19 #StayHomeStaySafe #Congressfightscorona #आओ_मदद_का_हाथ_बढ़ाये,2020-03-27 19:31:27+00:00,1,1,#Covid19 #StayHomeStaySafe #Congressfightscorona,Delhi,As per request of congress president amp Delhi president AnilKumarINC ji Distribution of Food amp Mask to the needy people in ghondli Ward Vidhansabha Krishna nagar today Covid19 StayHomeStaySafe Congressfightscorona,[],,,,,,,
This is scary #India as it hinders our fight against #Covid19. This shouldn’t be the beginning of the end as #incubation period begins and is crucial for all safeguard measures to prevent the disaster - will it be the virus or man made? We shouldn’t blame #Govt. @PMOIndia,2020-03-27 19:27:20+00:00,0,0,#India #Covid19 #incubation #Govt,Delhi,This is scary India as it hinders our fight against Covid19 This shouldn t be the beginning of the end as incubation period begins and is crucial for all safeguard measures to prevent the disaster will it be the virus or man made We shouldn t blame Govt,"[{'score': 0.62794, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,1.0,,,,
"Thousands of migrants leave Delhi for their homeland - more than the fear of #Covid19, their fear is their daily food and shelter- brings us to a point of our much hyped development vis-à-vis now d fear of #pandemic approaching 3rd stage #India fights a grave battle @PMOIndia",2020-03-27 19:12:30+00:00,0,0,#Covid19 #pandemic #India,Delhi,Thousands of migrants leave Delhi for their homeland more than the fear of Covid19 their fear is their daily food and shelter brings us to a point of our much hyped development vis vis now d fear of pandemic approaching 3rd stage India fights a grave battle,"[{'score': 0.919151, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,1.0,,,,
#CoronaUpdate Coronavirus cases worldwide - 585000 total - 426745 active cases - 26827 deaths - 131428 recovered USA 96968 cases Italy 86498 cases China 81340 cases Spain 64059 cases Germany 50178 cases India 887 cases #BreakTheChain #StayHome #IndiaFightsCorona #COVID19,2020-03-27 19:09:37+00:00,1,2,#CoronaUpdate #BreakTheChain #StayHome #StayHome #IndiaFightsCorona #COVID19,Delhi,CoronaUpdate Coronavirus cases worldwide 585000 total 426745 active cases 26827 deaths 131428 recovered USA 96968 cases Italy 86498 cases China 81340 cases Spain 64059 cases Germany 50178 cases India 887 cases BreakTheChain StayHome IndiaFightsCorona COVID19,[],,,,,,,
"@Wipro I am very thankful to mr. Azim premji , They came forward and Raised Helping Hand, It will Really Helpful in this Tough Time. I am feeling proud that i am serving in wipro. @BBCWorld @aajtak @anjanaomkashyap @PMOIndia #COVID2019 #COVID19 #fightagainstcorona #StayHome",2020-03-27 18:25:44+00:00,0,0,#COVID2019 #COVID19 #fightagainstcorona #StayHome #StayHome,Delhi,I am very thankful to mr Azim premji They came forward and Raised Helping Hand It will Really Helpful in this Tough Time I am feeling proud that i am serving in wipro COVID2019 COVID19 fightagainstcorona StayHome,"[{'score': 0.860781, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"What we feel in the movies, something really unimaginable is happening to the world. No one in their wildest of thought could have ever thought about this. A Virus which made the earth stand still. Hope everything gets back to normal. #COVID19",2020-03-27 18:01:39+00:00,0,1,#COVID19,Delhi,What we feel in the movies something really unimaginable is happening to the world No one in their wildest of thought could have ever thought about this A Virus which made the earth stand still Hope everything gets back to normal COVID19,"[{'score': 0.746925, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.845297, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,1.0,
@TwitterIndia @Twitter @TwitterSupport #COVID19 has shown its drastic impacts on world i would request u guyz to start a campaign where people can suggest what should be the best precautions or techniques to beat corona it help alot to those who really need it. Whats says¡¡¡¡¡,2020-03-27 17:58:40+00:00,0,0,#COVID19,Delhi,COVID19 has shown its drastic impacts on world i would request u guyz to start a campaign where people can suggest what should be the best precautions or techniques to beat corona it help alot to those who really need it Whats says,"[{'score': 0.52595, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.577798, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,1.0,
"Ticking time bomb in Sec 137. Logix Blossom County & Paras Tierea, have patients who tested +ive for #COVID19. With 4 wheelers disallowed by @noidapolice , residents have no option but to buy from couple of shops which r open. Patients too bought from these shops &amp; left traces.",2020-03-27 17:52:57+00:00,16,13,#COVID19,Delhi,Ticking time bomb in Sec 137 Logix Blossom County Paras Tierea have patients who tested ive for COVID19 With 4 wheelers disallowed by residents have no option but to buy from couple of shops which r open Patients too bought from these shops amp left traces,[],,,,,,,
Queen of England test Positive of #Covid19 #CoronaUpdate,2020-03-27 17:47:01+00:00,4,3,#Covid19 #CoronaUpdate,Delhi,Queen of England test Positive of Covid19 CoronaUpdate,"[{'score': 0.853294, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
@myogiadityanath @narendramodi @PMOIndia @RailMinIndia great decision from @mygovindia to beat #COVID19 ,2020-03-27 17:20:31+00:00,1,0,#COVID19,Delhi,great decision from to beat COVID19,"[{'score': 0.804176, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
#MBUMomsWhoBlog Myths associated with #Coronavirus disease (#COVID19) in India - All About The Woman - https://go.shr.lc/39jeAdM via @drbushra_aatw #AllAboutthewoman,2020-03-27 17:16:17+00:00,0,0,#MBUMomsWhoBlog #Coronavirus #COVID19 #AllAboutthewoman,Delhi,MBUMomsWhoBlog Myths associated with Coronavirus disease COVID19 in India All About The Woman via aatw AllAboutthewoman,[],,,,,,,
"#Day03of21 : An increase of nearly a century and a half from yesterday, which does not seem good. I also came across a news that a leading country is trying to find people who have developed antibodies to better tackle #Covid19 #ChinaVirus. #WishYouLuck for a cure/vaccine soon.",2020-03-27 17:04:37+00:00,0,1,#Day03of21 #Covid19 #ChinaVirus #WishYouLuck,Delhi,Day03of21 An increase of nearly a century and a half from yesterday which does not seem good I also came across a news that a leading country is trying to find people who have developed antibodies to better tackle Covid19 ChinaVirus WishYouLuck for a cure vaccine soon,"[{'score': 0.530658, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
"Sad news indeed - Italy records almost 1,000 #COVID19 related deaths, highest in a day says news report . #CoronaLockdown #CoronaUpdate #BREAKING @MoHFW_INDIA @ICMRDELHI @DBTIndia",2020-03-27 16:44:04+00:00,2,0,#COVID19 #CoronaLockdown #CoronaUpdate #BREAKING,Delhi,Sad news indeed Italy records almost 1 000 COVID19 related deaths highest in a day says news report CoronaLockdown CoronaUpdate BREAKING INDIA,"[{'score': 0.84162, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
Feeling happy and hopeful after seeing your gesture for Bihari labourer who stuck due to #lockdown #covid19,2020-03-27 16:17:17+00:00,0,0,#lockdown #covid19,Delhi,Feeling happy and hopeful after seeing your gesture for Bihari labourer who stuck due to lockdown covid19,"[{'score': 0.785633, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,1.0,
"Video calls are the saviour, I tell you! This time, spoke to @Krishnendukes dada for a straight 45 mins where he showed me his place in #Philladelhphia, and we spoke about everythinf under the sky &amp; laughed our hearts out! Thank you, dada! #lockdown #indiaLockdown #Covid19 ",2020-03-27 16:13:31+00:00,0,4,#Philladelhphia #lockdown #indiaLockdown #Covid19,Delhi,Video calls are the saviour I tell you This time spoke to dada for a straight 45 mins where he showed me his place in Philladelhphia and we spoke about everythinf under the sky amp laughed our hearts out Thank you dada lockdown indiaLockdown Covid19,"[{'score': 0.792646, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Kind of promoting products hope its not? #covid #COVID19,2020-03-27 15:29:46+00:00,0,0,#covid #COVID19,Delhi,Kind of promoting products hope its not covid COVID19,"[{'score': 0.793846, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.976993, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,1.0,
"Hey Mr LOCK DOWN I figured you Out #KashishChibaarSharma #ShivoHum #paagalman #MadHatter #BohoQuigrungegodddess #lockdown #covid_19 #covıd19 #healing #delhigram #india #goinghome #inward @Delhi, India https://www.instagram.com/p/B-Pfa8ZJ7HA/?igshid=1tsp8ivzlk7jn",2020-03-27 15:25:55+00:00,0,0,#KashishChibaarSharma #ShivoHum #paagalman #MadHatter #BohoQuigrungegodddess #lockdown #covid_19 #cov #healing #delhigram #india #goinghome #inward,Delhi,Hey Mr LOCK DOWN I figured you Out KashishChibaarSharma ShivoHum paagalman MadHatter BohoQuigrungegodddess lockdown covid 19 cov d19 healing delhigram india goinghome inward India,"[{'score': 0.601127, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
"As per Johns Hopkins dashboard, country wide deaths have now reached 20, total confirmed cases 863. #CoronaUpdates #COVID19 #cornaviruslockdown",2020-03-27 15:19:54+00:00,0,2,#CoronaUpdates #COVID19 #cornaviruslockdown,Delhi,As per Johns Hopkins dashboard country wide deaths have now reached 20 total confirmed cases 863 CoronaUpdates COVID19 cornaviruslockdown,"[{'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
Dil Kya Kare live on Terrace... Loved the applause in the end #imps31 #parikshitsoni #live #dilkyakare #covıd19 #lockdown2020 @Palam https://www.instagram.com/p/B-PeM2bpWPc/?igshid=11dhybdkbfdmm,2020-03-27 15:15:52+00:00,0,1,#imps31 #parikshitsoni #live #dilkyakare #cov #lockdown2020,Delhi,Dil Kya Kare live on Terrace Loved the applause in the end imps31 parikshitsoni live dilkyakare cov d19 lockdown2020,"[{'score': 0.850305, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Pay Digital, Stay Safe! @DasShaktikanta #Covid19 ",2020-03-27 15:10:01+00:00,0,0,#Covid19,Delhi,Pay Digital Stay Safe Covid19,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"Dear All, contagion picture will come at 8:50 pm today in sony pix. You can see this pic and feel covid 19 epidemic / Pandemic . The movie is of 2011 but it make u feel todays environment #covid19 #COVID2019 #coronaviruschina #india",2020-03-27 15:07:14+00:00,0,0,#covid19 #COVID2019 #coronaviruschina #india,Delhi,Dear All contagion picture will come at 8 50 pm today in sony pix You can see this pic and feel covid 19 epidemic Pandemic The movie is of 2011 but it make u feel todays environment covid19 COVID2019 coronaviruschina india,[],,,,,,,
