Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,joy,sadness,tentative,confident,anger,fear
https://youtu.be/tQbqo0SjGsA Fumigation at #BandraBazar slums.. #COVID19 #lockdown #caronavirus2020,2020-04-08 14:49:52+00:00,0,1,#BandraBazar #COVID19 #lockdown #caronavirus2020,Mumbai,Fumigation at BandraBazar slums COVID19 lockdown caronavirus2020,[],,,,,,,
Guys check out my podcast on #CoronaVirus Spotify: https://open.spotify.com/episode/2iKYymuHEIThU9gXO0AgMc?si=piuO_472QmeqYxZVn4UDKA Apple Podcast: https://podcasts.apple.com/in/podcast/elainerox4eva/id1505846994?i=1000470548392 YouTube: https://youtu.be/n02RCXA0H6k #COVIDー19 #COVID19 #Coronavirustruth #Coronavirustruth #WHO,2020-04-08 14:36:57+00:00,0,0,#CoronaVirus #COVID #COVID19 #Coronavirustruth #Coronavirustruth #WHO,Mumbai,Guys check out my podcast on CoronaVirus Spotify Apple Podcast YouTube COVID 19 COVID19 Coronavirustruth Coronavirustruth WHO,[],,,,,,,
"15 districts - including Noida, Ghaziabad, Meerut, Lucknow, Agra, Shamli, Saharanpur - which have viral load of #COVID19, to be sealed. Only home delivery &amp; medical teams will be allowed there. It's being done to prevent community spread.. y not @mybmc Do this in mumbai ?",2020-04-08 14:20:46+00:00,1,3,#COVID19,Mumbai,15 districts including Noida Ghaziabad Meerut Lucknow Agra Shamli Saharanpur which have viral load of COVID19 to be sealed Only home delivery amp medical teams will be allowed there It s being done to prevent community spread y not Do this in mumbai,[],,,,,,,
”I ” . . . Follow us for a better life @thinkdeliciousrestaurant #covid19 #quarantine #strong #stayhome #stayhealthy #thehungrymumbaikar #huffposttaste #buzzfeedfood #f52grams #food52 #feedfeed #foodcoma #foodgram #foodstagram #foodlover #comfortfood #homeMade,2020-04-08 14:09:17+00:00,0,1,#covid19 #quarantine #strong #stayhome #stayhome #stayhealthy #thehungrymumbaikar #huffposttaste #buzzfeedfood #f52grams #food52 #feedfeed #foodcoma #foodgram #foodstagram #foodlover #comfortfood #homeMade,Mumbai,I Follow us for a better life covid19 quarantine strong stayhome stayhealthy thehungrymumbaikar huffposttaste buzzfeedfood f52grams food52 feedfeed foodcoma foodgram foodstagram foodlover comfortfood homeMade,"[{'score': 0.804534, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
#COVID19 #Dharavi 3 news cases 2nd death 64 Male at social nagar Dharavi died at KEM A couple age 59 F 49 M janata society Dharavi cross road found positive High risk - investigation is progress Total cases Dharavi- 13 @mybmc,2020-04-08 14:02:00+00:00,1,3,#COVID19 #Dharavi,Mumbai,COVID19 Dharavi 3 news cases 2nd death 64 Male at social nagar Dharavi died at KEM A couple age 59 F 49 M janata society Dharavi cross road found positive High risk investigation is progress Total cases Dharavi 13,"[{'score': 0.633434, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1,,1,,
@PMOIndia @narendramodi ji interacted with @NCPspeaks president @PawarSpeaks Saheb through Video Conferencing today. #CoronaCrises #Covid19 #India #VideoConference #NarendraModi #SharadPawar,2020-04-08 12:38:41+00:00,0,1,#CoronaCrises #Covid19 #India #VideoConference #NarendraModi #SharadPawar,Mumbai,ji interacted with president Saheb through Video Conferencing today CoronaCrises Covid19 India VideoConference NarendraModi SharadPawar,[],,,,,,,
"120 people discharged in Maharashtra after recovering from #Covid19 : Rajesh Tope, Maharashtra Health Minister.",2020-04-08 12:35:31+00:00,2,12,#Covid19,Mumbai,120 people discharged in Maharashtra after recovering from Covid19 Rajesh Tope Maharashtra Health Minister,[],,,,,,,
I'm in Panvel since 2003 and this is for the first time I've seen such large number of police personnel on road. This is not normal for citizens of this city. #COVID19 has changed so much in our lives.,2020-04-08 11:57:03+00:00,0,1,#COVID19,Mumbai,I m in Panvel since 2003 and this is for the first time I ve seen such large number of police personnel on road This is not normal for citizens of this city COVID19 has changed so much in our lives,[],,,,,,,
"That's from Panvel. No one is allowed to step out on road after 5pm. All establishments except hospitals, pharmacies & APMC will remain close after 5pm. No morning walks as well. #IndiaFightsCorona #MaharashtraFightsCorona #COVID19 ",2020-04-08 11:57:02+00:00,2,3,#IndiaFightsCorona #MaharashtraFightsCorona #COVID19,Mumbai,That s from Panvel No one is allowed to step out on road after 5pm All establishments except hospitals pharmacies APMC will remain close after 5pm No morning walks as well IndiaFightsCorona MaharashtraFightsCorona COVID19,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
"@NASSCOMSME Council Meeting - An extensive discussion with IT SMEs, understanding their concerns and challenges during these times of #COVID19 crisis. #Beatthecrisis #SMEConnect",2020-04-08 11:10:20+00:00,5,7,#COVID19 #Beatthecrisis #SMEConnect,Mumbai,Council Meeting An extensive discussion with IT SMEs understanding their concerns and challenges during these times of COVID19 crisis Beatthecrisis SMEConnect,[],,,,,,,
"Responding to Prime Minister Shri Narendra Modi’s call, the country has united in tackling COVID-19. In this valiant battle for humanity’s future, Corona Warriors are at the forefront. I salute their grit and determination. Join. #ThankYouCoronaWarriors #Bhaviexpress #COVID19 ",2020-04-08 11:03:39+00:00,0,0,#ThankYouCoronaWarriors #Bhaviexpress #COVID19,Mumbai,Responding to Prime Minister Shri Narendra Modi s call the country has united in tackling COVID 19 In this valiant battle for humanity s future Corona Warriors are at the forefront I salute their grit and determination Join ThankYouCoronaWarriors Bhaviexpress COVID19,[],,,,,,,
"#COVID19 India Geographical distribution using @covid19indiaorg data Update | 02-04-2020 at 15:15 O'clock. Confirmed cases: 5462 | Active: 4823 | Cured: 472 | Deaths: 167 #Corona19 cases dotted across India, clusters clearly visible, Maharashtra, Delhi, Telangana new hot-spots.",2020-04-08 10:06:10+00:00,3,3,#COVID19 #Corona19,Mumbai,COVID19 India Geographical distribution using data Update 02 04 2020 at 15 15 O clock Confirmed cases 5462 Active 4823 Cured 472 Deaths 167 Corona19 cases dotted across India clusters clearly visible Maharashtra Delhi Telangana new hot spots,[],,,,,,,
"Here’s what I’m doing to make the most of the #lockdown Quarantine diary: Rahul Rajkhowa is teaching history, writing new songs and practising dance | Indulgexpress #lockdownextension #coronavirus #COVID19 #StayHome #WednesdayMotivation #WednesdayWisdom",2020-04-08 09:55:13+00:00,0,3,#lockdown #lockdownextension #coronavirus #COVID19 #StayHome #StayHome #WednesdayMotivation #WednesdayWisdom,Mumbai,Here s what I m doing to make the most of the lockdown Quarantine diary Rahul Rajkhowa is teaching history writing new songs and practising dance Indulgexpress lockdownextension coronavirus COVID19 StayHome WednesdayMotivation WednesdayWisdom,"[{'score': 0.820848, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
@narendramodi @PMOIndia @OfficeofUT @AUThackeray @mybmc Please install this model at Covid-19 hotspot area at the earliest. #COVID19 #coronavirus #PandemicCovid19,2020-04-08 09:26:51+00:00,0,0,#COVID19 #coronavirus #PandemicCovid19,Mumbai,Please install this model at Covid 19 hotspot area at the earliest COVID19 coronavirus PandemicCovid19,[],,,,,,,
Great Initiative @Deepak0495 Sir. Happy to see your are interacting with student in current #covid19 situation. ,2020-04-08 09:13:14+00:00,1,2,#covid19,Mumbai,Great Initiative Sir Happy to see your are interacting with student in current covid19 situation,"[{'score': 0.874559, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
#COVID19outbreak Health service will be divided in 4 types Fever clinic People with Mild symptoms Sever symptoms And co-morbid cases - where special care will be taken of #Diabets #KidneyDisease and Heart patients #COVID19 @CMOMaharashtra @OfficeofUT,2020-04-08 08:19:51+00:00,2,2,#COVID19outbreak #Diabets #KidneyDisease #COVID19,Mumbai,COVID19outbreak Health service will be divided in 4 types Fever clinic People with Mild symptoms Sever symptoms And co morbid cases where special care will be taken of Diabets KidneyDisease and Heart patients COVID19,[],,,,,,,
.@YourStoryCo #Arpan is providing free counselling support during #covid19 through chat and on our helpline at +91 98190 86444. Please amplify this so people who need support can get access to it. #Arpan #COVIDsupport,2020-04-08 08:06:42+00:00,0,2,#Arpan #covid19 #Arpan #COVIDsupport,Mumbai,Arpan is providing free counselling support during covid19 through chat and on our helpline at 91 98190 86444 Please amplify this so people who need support can get access to it Arpan COVIDsupport,[],,,,,,,
.@thevirdas Arpan is providing free counselling support during #covid19 through chat and on our helpline at +91 98190 86444. Please amplify this so people who need support can get access to it. #Arpan #COVIDsupport,2020-04-08 08:05:00+00:00,3,3,#covid19 #Arpan #COVIDsupport,Mumbai,Arpan is providing free counselling support during covid19 through chat and on our helpline at 91 98190 86444 Please amplify this so people who need support can get access to it Arpan COVIDsupport,[],,,,,,,
.@mojorojo #Arpan is providing free counselling support during #covid19 through chat and on our helpline at +91 98190 86444. Please amplify this so people who need support can get access to it. #Arpan #COVIDsupport,2020-04-08 08:03:55+00:00,0,2,#Arpan #covid19 #Arpan #COVIDsupport,Mumbai,Arpan is providing free counselling support during covid19 through chat and on our helpline at 91 98190 86444 Please amplify this so people who need support can get access to it Arpan COVIDsupport,[],,,,,,,
"A comic book has been released by @UNICEF on #COVID19, to demystify the disease for kids. The 8 page e-booklet is created by children from a resettlement area in #Chennai @UNICEFIndia @CMOTamilNadu @MinistryWCD #CoronavirusOutbreakindia #CoronaWarriors #MediaIndiaGroup",2020-04-08 08:01:27+00:00,3,5,#COVID19 #Chennai #CoronavirusOutbreakindia #CoronaWarriors #MediaIndiaGroup,Mumbai,A comic book has been released by on COVID19 to demystify the disease for kids The 8 page e booklet is created by children from a resettlement area in Chennai CoronavirusOutbreakindia CoronaWarriors MediaIndiaGroup,[],,,,,,,
.@TVMohandasPai #Arpan is providing free counselling support during #covid19 through chat and on our helpline at +91 98190 86444. Please amplify this so people who need support can get access to it. #Arpan #COVIDsupport,2020-04-08 07:49:28+00:00,0,2,#Arpan #covid19 #Arpan #COVIDsupport,Mumbai,Arpan is providing free counselling support during covid19 through chat and on our helpline at 91 98190 86444 Please amplify this so people who need support can get access to it Arpan COVIDsupport,[],,,,,,,
"The Bank staff are still demanding the surplus salary for their work done during #Demonitization . @manojkjhadu Jha Ji, I don’t think this government is capable to reward the the real heroes working in #COVID19.",2020-04-08 07:31:49+00:00,0,0,#Demonitization #COVID19,Mumbai,The Bank staff are still demanding the surplus salary for their work done during Demonitization Jha Ji I don t think this government is capable to reward the the real heroes working in COVID19,[],,,,,,,
People will fly after #COVID19 lockdown? #lockdown #aviation,2020-04-08 07:18:16+00:00,0,2,#COVID19 #lockdown #aviation,Mumbai,People will fly after COVID19 lockdown lockdown aviation,[],,,,,,,
"Even before #COVID19, diabetes and high blood pressure were always partners in crime. One comes first, will always call the other. #lowcarb can break this bond, rather will send both of them away...",2020-04-08 07:12:33+00:00,0,3,#COVID19 #lowcarb,Mumbai,Even before COVID19 diabetes and high blood pressure were always partners in crime One comes first will always call the other lowcarb can break this bond rather will send both of them away,"[{'score': 0.590697, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1
Effective hand washing is your first line of defence We at #FoodCoWorks working to promote #goodhygiene practices to slow the spread of #covid19 Even the simple act of washing up can save countless lives. #cdc #coronavirus #handwashing @iSwapnilDhotre Source: @canva @WHO,2020-04-08 06:57:44+00:00,1,1,#FoodCoWorks #goodhygiene #covid19 #cdc #coronavirus #handwashing #handwashing,Mumbai,Effective hand washing is your first line of defence We at FoodCoWorks working to promote goodhygiene practices to slow the spread of covid19 Even the simple act of washing up can save countless lives cdc coronavirus handwashing Source,"[{'score': 0.632076, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.572397, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,1,,,,,
@BillGates on where the #COVID19 pandemic Will Hurt the Most! ,2020-04-08 06:44:27+00:00,0,0,#COVID19,Mumbai,on where the COVID19 pandemic Will Hurt the Most,"[{'score': 0.806803, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1,1,,,
All Chief Ministers must follow @OfficeofUT and call out the bizarre and utterly insensitive theatrics of @narendramodi during an unprecedented #COVID19 outbreak. It is time to implement points given by #SoniaGandhi #efficiency #accoubtability #coronavirusindia #transparency,2020-04-08 05:57:43+00:00,0,0,#COVID19 #SoniaGandhi #efficiency #accoubtability #coronavirusindia #transparency,Mumbai,All Chief Ministers must follow and call out the bizarre and utterly insensitive theatrics of during an unprecedented COVID19 outbreak It is time to implement points given by SoniaGandhi efficiency accoubtability coronavirusindia transparency,"[{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1,,
Homeopathy always work best in epidemics #corona #homeopathyworks #homeopatia #homeopathy #homeopatía #covi̇d19 #wellness #history #clinicalcase #doctorslife #healthblogger #coronavairus #workmotivation… https://www.instagram.com/p/B-tSApclSxY/?igshid=6nqsvzeb9ynr,2020-04-08 05:05:55+00:00,0,0,#corona #homeopathyworks #homeopatia #homeopathy #homeopat #covi #wellness #history #clinicalcase #doctorslife #healthblogger #coronavairus #workmotivation,Mumbai,Homeopathy always work best in epidemics corona homeopathyworks homeopatia homeopathy homeopat a covi d19 wellness history clinicalcase doctorslife healthblogger coronavairus workmotivation,"[{'score': 0.580776, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.598602, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1,,,1,,
"With more #coronavirus cases than any other ward, G-South -comprising #Worli, #LowerParel and #Prabhadevi- has adopted an aggressive tracing and testing regimen to contain the disease. #COVID19 #IndiaFightsCorona #MumbaiFightsCovid19 #CoronaInMaharashtra",2020-04-08 04:52:13+00:00,0,0,#coronavirus #Worli #LowerParel #Prabhadevi #COVID19 #IndiaFightsCorona #MumbaiFightsCovid19 #CoronaInMaharashtra,Mumbai,With more coronavirus cases than any other ward G South comprising Worli LowerParel and Prabhadevi has adopted an aggressive tracing and testing regimen to contain the disease COVID19 IndiaFightsCorona MumbaiFightsCovid19 CoronaInMaharashtra,[],,,,,,,
"National Institute of Virology (NIV), Pune has validated 7 antibody-based rapid tests and found them to be satisfactory. #COVID19 — ANI (@ANI) April 7, 2020",2020-04-08 04:45:59+00:00,1,3,#COVID19,Mumbai,National Institute of Virology NIV Pune has validated 7 antibody based rapid tests and found them to be satisfactory COVID19 ANI April 7 2020,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1,,,,1,,
#CoronaInMaharashtra #COVID19 2 New cases 1. 25 Male Mukund slum found in high risk contact of Mukund nagar positive Was at Rajiv Gandhi sports complex 2. 35 Male dhanwada chawl ( contact tracing in progress) Total cases #Dharavi- 9 @SanjayJog7,2020-04-08 04:44:25+00:00,2,0,#CoronaInMaharashtra #COVID19 #Dharavi,Mumbai,CoronaInMaharashtra COVID19 2 New cases 1 25 Male Mukund slum found in high risk contact of Mukund nagar positive Was at Rajiv Gandhi sports complex 2 35 Male dhanwada chawl contact tracing in progress Total cases Dharavi 9,"[{'score': 0.68498, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.520338, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1,,,1,,
Dear @CMOMaharashtra @OfficeofUT - please start testing if you want to control #Covid_19india #COVID19 - lockdown alone cannot control it. It has to be with testing as there are sleepers and carriers with no symptoms who may be spreading it without being aware.,2020-04-08 04:12:38+00:00,1,0,#Covid_19india #COVID19,Mumbai,Dear please start testing if you want to control Covid 19india COVID19 lockdown alone cannot control it It has to be with testing as there are sleepers and carriers with no symptoms who may be spreading it without being aware,"[{'score': 0.560512, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1
Watch this... The most beautiful message as you begin a new day... The film fraternity is united in its fight against #COVID19Pandemic... Stay home. Stay safe. Stay healthy... #CoronaVirus #Covid_19 #COVID19 ,2020-04-08 03:15:13+00:00,0,1,#COVID19Pandemic #CoronaVirus #Covid_19 #COVID19,Mumbai,Watch this The most beautiful message as you begin a new day The film fraternity is united in its fight against COVID19Pandemic Stay home Stay safe Stay healthy CoronaVirus Covid 19 COVID19,"[{'score': 0.870855, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
#SajidNadiadwala announces bonus for over 400 employees... OFFICIAL STATEMENT... #COVID19Pandemic #CoronaVirus #Covid_19 #COVID19 ,2020-04-08 03:13:33+00:00,0,1,#SajidNadiadwala #COVID19Pandemic #CoronaVirus #Covid_19 #COVID19,Mumbai,SajidNadiadwala announces bonus for over 400 employees OFFICIAL STATEMENT COVID19Pandemic CoronaVirus Covid 19 COVID19,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
#AamirKhan donates to... #PMCares #Maharashtra Chief Minister Relief Fund Extended support to the daily wage workers of his forthcoming film #LaalSinghChaddha. #COVID19Pandemic #CoronaVirus #Covid_19 #COVID19,2020-04-08 03:12:54+00:00,0,1,#AamirKhan #PMCares #Maharashtra #LaalSinghChaddha #COVID19Pandemic #CoronaVirus #Covid_19 #COVID19,Mumbai,AamirKhan donates to PMCares Maharashtra Chief Minister Relief Fund Extended support to the daily wage workers of his forthcoming film LaalSinghChaddha COVID19Pandemic CoronaVirus Covid 19 COVID19,[],,,,,,,
"HLL Lifecare Limited, a Central Government Enterprise under Ministry of Health & Family Welfare has developed rapid antibody diagnostic kit for #COVID19. Thanks to PM @narendramodi Ji",2020-04-08 02:17:35+00:00,1,4,#COVID19,Mumbai,HLL Lifecare Limited a Central Government Enterprise under Ministry of Health Family Welfare has developed rapid antibody diagnostic kit for COVID19 Thanks to PM Ji,"[{'score': 0.643534, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
Covid19 statistics India vs Iran: Iran's recovery rate is 43.20% but India's 7.37% Iran's deaths rate is 6.19% but India's 2.60% This statistics suggests us we need rapid test for prevention of Coronavirus in our country #coronavirus #covid19 #stayhome #staysafe #WHO,2020-04-07 21:24:55+00:00,0,2,#coronavirus #covid19 #stayhome #stayhome #staysafe #WHO,Mumbai,Covid19 statistics India vs Iran Iran s recovery rate is 43 20 but India s 7 37 Iran s deaths rate is 6 19 but India s 2 60 This statistics suggests us we need rapid test for prevention of Coronavirus in our country coronavirus covid19 stayhome staysafe WHO,[],,,,,,,
"Repost @MumbaiLiveNews Scenic drone shoot of Mumbai during the #COVID19 #lockdown. #coronavirus #Cityamidstthepeace @Mumbai, Maharashtra https://www.instagram.com/p/B-sbQYNJzNTOf_FmcyBJ47IZEYbSS_ZagmSfz80/?igshid=vennod0a0enu",2020-04-07 21:08:12+00:00,0,0,#COVID19 #lockdown #coronavirus #Cityamidstthepeace,Mumbai,Repost Scenic drone shoot of Mumbai during the COVID19 lockdown coronavirus Cityamidstthepeace Maharashtra,[],,,,,,,
"1000+ #COVID19 cases in Maharashtra now. But it only means we're testing, testing and testing. Cases will rise for a while but the rate will slow down. So hang on, everyone. ",2020-04-07 19:47:33+00:00,0,0,#COVID19,Mumbai,1000 COVID19 cases in Maharashtra now But it only means we re testing testing and testing Cases will rise for a while but the rate will slow down So hang on everyone,[],,,,,,,
Don't know which day - Breakfast: Spaghetti #corona #covid19 #quarantine #chefsofinstagram #chefkp #breakfast #morning #skills #cooking #foodphotography #spaghetti #noodlea #homemade #instagood #vashi… https://www.instagram.com/p/B-sJ3EXnDKM/?igshid=1wtfd2s9s8ebo,2020-04-07 18:35:28+00:00,0,0,#corona #covid19 #quarantine #chefsofinstagram #chefkp #breakfast #morning #skills #cooking #foodphotography #spaghetti #noodlea #homemade #instagood #vashi,Mumbai,Don t know which day Breakfast Spaghetti corona covid19 quarantine chefsofinstagram chefkp breakfast morning skills cooking foodphotography spaghetti noodlea homemade instagood vashi,"[{'score': 0.880767, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
@PMOIndia @narendramodi @AmitShah @ChouhanShivraj @BJP4India @INCIndia @RahulGandhi @UN @WHO @thewire_in Laws should be same for all. Treat all equally. She should be suspended as well as booked for criminal negligence along with his son. #COVID19 #COVIDI,2020-04-07 18:26:54+00:00,0,0,#COVID19 #COVIDIOTS #IndiaFightsCorona,Mumbai,in Laws should be same for all Treat all equally She should be suspended as well as booked for criminal negligence along with his son COVID19 COVIDIOTS IndiaFightsCorona,"[{'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,1,,
1200 deaths in USA in the last 24 hours. I am praying for all my friends in US. Hang in there and stay safe please! #COVID19,2020-04-07 17:49:25+00:00,14,158,#COVID19,Mumbai,1200 deaths in USA in the last 24 hours I am praying for all my friends in US Hang in there and stay safe please COVID19,"[{'score': 0.590178, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1,,1,,
"WhatsApp limits message-forwarding to plug coronavirus misinformation - Business Insider @WhatsApp That’s was a much needed move, Thank you! Kindly let this continue same way. #BreakTheChain #WhatsappForward #COVID19 #StayHome",2020-04-07 17:37:15+00:00,0,0,#BreakTheChain #WhatsappForward #COVID19 #StayHome #StayHome,Mumbai,WhatsApp limits message forwarding to plug coronavirus misinformation Business Insider That s was a much needed move Thank you Kindly let this continue same way BreakTheChain WhatsappForward COVID19 StayHome,"[{'score': 0.643584, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"Gujarat: A 14-month-old #COVID19 positive child passed away in Jamnagar, today. More details awaited. #lockdowneffect ,#मोदी_तुम्हारा_बाप_है #YogiJi_Ban_TikTok",2020-04-07 17:29:38+00:00,0,1,#COVID19 #lockdowneffect #YogiJi_Ban_TikTok,Mumbai,Gujarat A 14 month old COVID19 positive child passed away in Jamnagar today More details awaited lockdowneffect YogiJi Ban TikTok,"[{'score': 0.882186, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1,,1,,
@civildefensemah Great intiative team.... #TogetherWeCan #fightagainstcorona #WarAgainstVirus #COVID19 ,2020-04-07 16:47:07+00:00,0,0,#TogetherWeCan #fightagainstcorona #WarAgainstVirus #COVID19,Mumbai,Great intiative team TogetherWeCan fightagainstcorona WarAgainstVirus COVID19,"[{'score': 0.840253, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"@ArvindKejriwal Sir, if you could have stopped #NizamuddinMarkaj the count haven't increased in such rapidly. Really worried for rapid raise in #COVID19 in India. ",2020-04-07 16:45:56+00:00,0,0,#NizamuddinMarkaj #COVID19,Mumbai,Sir if you could have stopped NizamuddinMarkaj the count haven t increased in such rapidly Really worried for rapid raise in COVID19 in India,"[{'score': 0.702145, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
I mean seriously??? Public has lost humanity it seems... You ask the doctor not to return at their own house thinking he/she might be infected with #COVID19. What if Doctor starts refusing to treat you for any damn disease? Where are you going to go??,2020-04-07 16:33:51+00:00,0,1,#COVID19,Mumbai,I mean seriously Public has lost humanity it seems You ask the doctor not to return at their own house thinking he she might be infected with COVID19 What if Doctor starts refusing to treat you for any damn disease Where are you going to go,"[{'score': 0.516131, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.542121, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1,,1,
"This is so scarry! A must read, a real account of what #COVID19 patients are facing in India.. ",2020-04-07 16:32:45+00:00,0,1,#COVID19,Mumbai,This is so scarry A must read a real account of what COVID19 patients are facing in India,"[{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1,,
"NMMC report on #COVID19 as on 7/4/20 Total Home Quarantined 1066 Institutional Quarantined 06 Total no of travellers completed 14 days Quarantine 589 GH,Vashi isolation ward admitted 27 GH,Vashi COVID-19 Hosp. admitted 3 Positive Cases 28 Negative Cases 92 Death 1 #coronavirus",2020-04-07 16:21:16+00:00,5,26,#COVID19 #coronavirus,Mumbai,NMMC report on COVID19 as on 7 4 20 Total Home Quarantined 1066 Institutional Quarantined 06 Total no of travellers completed 14 days Quarantine 589 GH Vashi isolation ward admitted 27 GH Vashi COVID 19 Hosp admitted 3 Positive Cases 28 Negative Cases 92 Death 1 coronavirus,"[{'score': 0.57735, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.731323, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1,,,1,,
"25 more #COVID19 positive cases reported in Delhi today. Total number of positive cases in Delhi stands at 550, of them 331 cases are related to #NizamuddinMarkaz, 170 cases have foreign travel/contact history and 49 cases are under investigation: Delhi Chief Minister's Office",2020-04-07 16:02:28+00:00,0,1,#COVID19 #NizamuddinMarkaz,Mumbai,25 more COVID19 positive cases reported in Delhi today Total number of positive cases in Delhi stands at 550 of them 331 cases are related to NizamuddinMarkaz 170 cases have foreign travel contact history and 49 cases are under investigation Delhi Chief Minister s Office,"[{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1,,
#CoronaInMaharashtra #updates ◆No. Of #COVID19 +ve cases in d state -1018. ◆150 new cases in lst 24 hrs. ◆Mumbai 116 ◆Pune 18 ◆Ahmdngr 3 ◆Buldhana 2 ◆Thane 2 ◆Nagpr 3 ◆Satara 1 ◆Aur'bad 3 ◆Rat'giri &amp; Sangli 1 ◆Deaths 12(totl-64) Dschargd til 2day-79 #coronavirus,2020-04-07 16:01:28+00:00,3,5,#CoronaInMaharashtra #updates #COVID19 #coronavirus,Mumbai,CoronaInMaharashtra updates No Of COVID19 ve cases in d state 1018 150 new cases in lst 24 hrs Mumbai 116 Pune 18 Ahmdngr 3 Buldhana 2 Thane 2 Nagpr 3 Satara 1 Aur bad 3 Rat giri amp Sangli 1 Deaths 12 totl 64 Dschargd til 2day 79 coronavirus,[],,,,,,,
What you all think who is the Real Animal WE (Humans) or Animals #coronavirus #COVID #COVID19 #lockdowneffect #lockdown #IndiaFightsCorona #StayHome #StayHomeIndia,2020-04-07 15:59:45+00:00,2,3,#coronavirus #COVID #COVID19 #lockdowneffect #lockdown #IndiaFightsCorona #StayHome #StayHome #StayHomeIndia,Mumbai,What you all think who is the Real Animal WE Humans or Animals coronavirus COVID COVID19 lockdowneffect lockdown IndiaFightsCorona StayHome StayHomeIndia,[],,,,,,,
Part 2 Cont. All Animals are Out & All Humans R #Home then 2 The #Mumbai is so clean peaceful &amp; Beautiful so actually we make mess &amp; we Should call ourselves the real Animals #coronavirus #COVID #COVID19 #lockdowneffect #lockdown #Lockdown21 @mybmc @MumbaiPolice @CPMumbaiPolice,2020-04-07 15:57:48+00:00,1,2,#Home #Mumbai #coronavirus #COVID #COVID19 #lockdowneffect #lockdown #Lockdown21,Mumbai,Part 2 Cont All Animals are Out All Humans R Home then 2 The Mumbai is so clean peaceful amp Beautiful so actually we make mess amp we Should call ourselves the real Animals coronavirus COVID COVID19 lockdowneffect lockdown Lockdown21,"[{'score': 0.520934, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.814402, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1,,,1,,
