Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,tentative,analytical,sadness,fear,anger
"Day17 GME Tambola Housie Game #day17 #GMETambolaHousieGame #covid19 #themes #enjoylife #stayhome #stayhealthy #staysafe @Surat, Gujarat https://www.instagram.com/p/B_aax5wHxjA/?igshid=ypdlhinjm24o",2020-04-25 17:48:22+00:00,0,0,#day17 #GMETambolaHousieGame #covid19 #themes #enjoylife #stayhome #stayhome #stayhealthy #staysafe,Surat,Day17 GME Tambola Housie Game day17 GMETambolaHousieGame covid19 themes enjoylife stayhome stayhealthy staysafe Gujarat,"[{'score': 0.684651, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"#HelloSuratCity Today’s Update #covid19 #positive #coronavirus #surat @Surat, Gujarat https://www.instagram.com/p/B_aZQpJBt86/?igshid=kfs61kycgnz",2020-04-25 17:35:06+00:00,0,1,#HelloSuratCity #covid19 #positive #coronavirus #surat,Surat,HelloSuratCity Today s Update covid19 positive coronavirus surat Gujarat,"[{'score': 0.844224, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"Day 30 of working from home. This salute goes to our doctors, nurses and paramedicals. #workfromhome #surat #gujarat #coronavirus #covid19 #agencylife #digitalmarketing",2020-04-25 15:46:28+00:00,0,1,#workfromhome #surat #gujarat #coronavirus #covid19 #agencylife #digitalmarketing,Surat,Day 30 of working from home This salute goes to our doctors nurses and paramedicals workfromhome surat gujarat coronavirus covid19 agencylife digitalmarketing,[],,,,,,,
"Day17 GME Tambola Housie Game #day17 #GMETambolaHousieGame #covid19 #themes #enjoylife #stayhome #stayhealthy #staysafe @Surat, Gujarat https://www.instagram.com/p/B_Z7WcGnq-6/?igshid=1iwkhldcbjo2r",2020-04-25 13:13:45+00:00,0,0,#day17 #GMETambolaHousieGame #covid19 #themes #enjoylife #stayhome #stayhome #stayhealthy #staysafe,Surat,Day17 GME Tambola Housie Game day17 GMETambolaHousieGame covid19 themes enjoylife stayhome stayhealthy staysafe Gujarat,"[{'score': 0.684651, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"#HelloSuratCity Today’s Update #covid19 #surati #positive #coronakoharanahai #surties #surat @Surat, Gujarat https://www.instagram.com/p/B_Zr2eoBRYj/?igshid=1lvtgp9yzk14m",2020-04-25 10:58:19+00:00,0,2,#HelloSuratCity #covid19 #surati #positive #coronakoharanahai #surties #surat,Surat,HelloSuratCity Today s Update covid19 surati positive coronakoharanahai surties surat Gujarat,"[{'score': 0.844224, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.825035, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"Covid-19 Safety Box We are manufacturer of this medical equipment #coronavirus #corona #covid19 #covid_19 #safetybox #medicalequipment #doctor #doctors Contact: +91 9277755508 @Surat, Gujarat https://www.instagram.com/p/B_ZXTCdDhRn/?igshid=jzt48aa2gfnz",2020-04-25 07:58:43+00:00,1,0,#coronavirus #corona #covid19 #covid_19 #safetybox #medicalequipment #doctor #doctors,Surat,Covid 19 Safety Box We are manufacturer of this medical equipment coronavirus corona covid19 covid 19 safetybox medicalequipment doctor doctors Contact 91 9277755508 Gujarat,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
We are facing three pandemic at once. COVID19 PANIC & STUPIDITY. #IndiaFightsCoronavirus #coronavirus #COVID19,2020-04-25 04:40:13+00:00,1,4,#IndiaFightsCoronavirus #coronavirus #COVID19,Surat,We are facing three pandemic at once COVID19 PANIC STUPIDITY IndiaFightsCoronavirus coronavirus COVID19,"[{'score': 0.830868, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
"#HelloSuratCity 19 positive found today till 6 pm. #surati #covid19 #positive #surat @Surat, Gujarat https://www.instagram.com/p/B_XZrLgBUbZ/?igshid=2fddjtszl2zr",2020-04-24 13:41:00+00:00,0,1,#HelloSuratCity #surati #covid19 #positive #surat,Surat,HelloSuratCity 19 positive found today till 6 pm surati covid19 positive surat Gujarat,"[{'score': 0.768442, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.932155, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,1.0,,,
"#HelloSuratCity One more death in surat. #covid19 #surati #update #coronakoharanahai #coronafightsgujarat #surat @Surat, Gujarat https://www.instagram.com/p/B_WkI3ghyVj/?igshid=1cno0pdri0qoq",2020-04-24 05:53:12+00:00,0,0,#HelloSuratCity #covid19 #surati #update #coronakoharanahai #coronafightsgujarat #surat,Surat,HelloSuratCity One more death in surat covid19 surati update coronakoharanahai coronafightsgujarat surat Gujarat,"[{'score': 0.819812, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"Sorry to say, but why are you all testing of #Covid19 per day compare with Japan Country ??? Yaar japan ki population to 12.65 crore he , aur apni ??? #IndiaFightsCorona",2020-04-23 11:48:22+00:00,0,0,#Covid19 #IndiaFightsCorona,Surat,Sorry to say but why are you all testing of Covid19 per day compare with Japan Country Yaar japan ki population to 12 65 crore he aur apni IndiaFightsCorona,"[{'score': 0.546148, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"#HelloSurties 30 more positive cases in surat. Now total case reaches to 445. #covid19 #update #surat @Surat, Gujarat https://www.instagram.com/p/B_UVLcehs2m/?igshid=d8x5u8jsb7g9",2020-04-23 09:05:09+00:00,0,2,#HelloSurties #covid19 #update #surat,Surat,HelloSurties 30 more positive cases in surat Now total case reaches to 445 covid19 update surat Gujarat,"[{'score': 0.838397, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
My reply to Chinese donation to WHO This is like a Cigarette company is donating peanuts for Cancer hospital #COVID19 ,2020-04-23 07:40:25+00:00,0,0,#COVID19,Surat,My reply to Chinese donation to WHO This is like a Cigarette company is donating peanuts for Cancer hospital COVID19,[],,,,,,,
Home made Corona Song by Navsheel Art .....A small step towards #COVID19 awareness. . #navsheel_art #coronaawareness #StayHomeStaySafe #coronavirus #COVID2019india #IndiaFightCorona,2020-04-23 06:59:20+00:00,0,3,#COVID19 #navsheel_art #coronaawareness #StayHomeStaySafe #coronavirus #COVID2019india #IndiaFightCorona,Surat,Home made Corona Song by Navsheel Art A small step towards COVID19 awareness navsheel art coronaawareness StayHomeStaySafe coronavirus COVID2019india IndiaFightCorona,"[{'score': 0.755102, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"""UK government says Oxford University will begin human trials for a coronavirus vaccine this week"" #COVID19 ",2020-04-22 10:01:15+00:00,0,0,#COVID19,Surat,UK government says Oxford University will begin human trials for a coronavirus vaccine this week COVID19,[],,,,,,,
"#HelloSurties 94 New Cases in Gujarat in last 12 hours,In Surat increases to 364 from 348 #covid19 #positive #update #surat #surti #gujarat @Surat, Gujarat https://www.instagram.com/p/B_RZiTehF-L/?igshid=15jh0tgzdv6z4",2020-04-22 05:44:22+00:00,0,0,#HelloSurties #covid19 #positive #update #surat #surti #gujarat,Surat,HelloSurties 94 New Cases in Gujarat in last 12 hours In Surat increases to 364 from 348 covid19 positive update surat surti gujarat Gujarat,"[{'score': 0.716749, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
Young golfer @arjunbhatigolf raises Rs 3.30 lakh more for #COVID19 relief fund #ArjunBhati #PMCaresFund,2020-04-21 18:59:01+00:00,1,5,#COVID19 #ArjunBhati #PMCaresFund,Surat,Young golfer raises Rs 3 30 lakh more for COVID19 relief fund ArjunBhati PMCaresFund,[],,,,,,,
 Singapore extends lockdown to June 1: Regional Media #COVID19,2020-04-21 10:22:51+00:00,0,0,#COVID19,Surat,Singapore extends lockdown to June 1 Regional Media COVID19,[],,,,,,,
"In Historic First, US #OilPrices Crash Below $0/Barrel As Demand Collapses Amid #Covid19 Pandemic #CrudeOil #OilCrash @narendramodi #crudeoil",2020-04-20 20:01:59+00:00,0,1,#OilPrices #Covid19 #CrudeOil #OilCrash #crudeoil,Surat,In Historic First US OilPrices Crash Below 0 Barrel As Demand Collapses Amid Covid19 Pandemic CrudeOil OilCrash crudeoil,"[{'score': 0.510901, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"#HelloSurties Third Death of the day. Tahira Abdulrazak Malek from Lal Gate passes away today in Civil Hospital.! Total Death: 11 #covid19 #death #surat #update @Surat, Gujarat https://www.instagram.com/p/B_NgSt7hpC-/?igshid=1gy9z84yt0w4",2020-04-20 17:26:26+00:00,0,3,#HelloSurties #covid19 #death #surat #update,Surat,HelloSurties Third Death of the day Tahira Abdulrazak Malek from Lal Gate passes away today in Civil Hospital Total Death 11 covid19 death surat update Gujarat,"[{'score': 0.93826, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"#HelloSurties Total 58 Positive case found till 8:30 pm.!! Total case is now 300. Among which 290 in city &amp; 10 in District. #covid19 #surties #positive #surat @Surat, Gujarat https://www.instagram.com/p/B_NWWznBJ46/?igshid=w8bn5em93r8g",2020-04-20 16:00:55+00:00,0,2,#HelloSurties #covid19 #surties #positive #surat,Surat,HelloSurties Total 58 Positive case found till 8 30 pm Total case is now 300 Among which 290 in city amp 10 in District covid19 surties positive surat Gujarat,"[{'score': 0.712629, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.546148, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.87624, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,1.0,,,
"#HelloSurties Total 27 Positive case found till Evening.!! Total case is now 269. Among which 259 in city &amp; 10 in District. #covid19 #coronakoharanahai #surties #positive #surat @Surat, Gujarat https://www.instagram.com/p/B_NRtQBhRw2/?igshid=qy29i4uqw6xc",2020-04-20 15:20:52+00:00,0,0,#HelloSurties #covid19 #coronakoharanahai #surties #positive #surat,Surat,HelloSurties Total 27 Positive case found till Evening Total case is now 269 Among which 259 in city amp 10 in District covid19 coronakoharanahai surties positive surat Gujarat,"[{'score': 0.75809, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.883677, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,1.0,,,
"#HelloSurties Information updated on 6:00 PM Today #surat #covid19 #positive @Surat, Gujarat https://www.instagram.com/p/B_NKr3ih3YW/?igshid=tc7ulvhpfj3n",2020-04-20 14:18:53+00:00,0,0,#HelloSurties #surat #covid19 #positive,Surat,HelloSurties Information updated on 6 00 PM Today surat covid19 positive Gujarat,"[{'score': 0.523382, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,1.0,,,
"#HelloSurties Latest update for corona cases in surat #corona #covid19 #positive #surat @Surat, Gujarat https://www.instagram.com/p/B_KvFN5BvJP/?igshid=k615o7msg07i",2020-04-19 15:38:56+00:00,0,2,#HelloSurties #corona #covid19 #positive #surat,Surat,HelloSurties Latest update for corona cases in surat corona covid19 positive surat Gujarat,"[{'score': 0.527464, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"#HelloSurties 17 More positive found on the evening of 19th April 2020. #evening #corona #update #covid19 @Surat, Gujarat https://www.instagram.com/p/B_Ke_F5Bj0H/?igshid=1su3r9qjwqb95",2020-04-19 13:17:17+00:00,0,1,#HelloSurties #evening #corona #update #covid19,Surat,HelloSurties 17 More positive found on the evening of 19th April 2020 evening corona update covid19 Gujarat,"[{'score': 0.567455, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.6821, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"#Repost sandeshnews ・・・ #Coronaupdate #COVID19 #coronapandemic #CoronaPositive @Surat, Gujarat https://www.instagram.com/p/B_Ju-Zph2zQ/?igshid=1i2qyvjiyeuf4",2020-04-19 06:17:45+00:00,0,0,#Repost #Coronaupdate #COVID19 #coronapandemic #CoronaPositive,Surat,Repost sandeshnews Coronaupdate COVID19 coronapandemic CoronaPositive Gujarat,[],,,,,,,
"Switzerland expressed solidarity with India in its fight against coronavirus by projecting tricolour on Matterhorn mountain to give ""hope and strength"" to all Indians. Thank you for the Gesture. #GerryHofstetter @SwissGovernment @SwissMFA #IndiaFightsCorona #COVID19 ",2020-04-18 12:03:54+00:00,0,1,#GerryHofstetter #IndiaFightsCorona #COVID19,Surat,Switzerland expressed solidarity with India in its fight against coronavirus by projecting tricolour on Matterhorn mountain to give hope and strength to all Indians Thank you for the Gesture GerryHofstetter IndiaFightsCorona COVID19,"[{'score': 0.751456, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Maybe I could add one more point in the 7 instructions given by #PMModi that PLEASE STOP SPREADING PANIC. #COVID19,2020-04-17 19:50:34+00:00,0,0,#PMModi #COVID19,Surat,Maybe I could add one more point in the 7 instructions given by PMModi that PLEASE STOP SPREADING PANIC COVID19,"[{'score': 0.760877, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
By allowing e-commerce company to do business after 20th April that means there is no value of small businesses's sacrifice and patriotism. #Covid19 #Lockdown,2020-04-17 16:31:03+00:00,0,0,#Covid19 #Lockdown,Surat,By allowing e commerce company to do business after 20th April that means there is no value of small businesses s sacrifice and patriotism Covid19 Lockdown,[],,,,,,,
People of India come together and #IndiaBanTikTokIndia #TikTok #tikTokindia @TikTok_IN lets ban china products #indiacometogather #IndiaFightsCorona #IndiaFightsCoronavirus #covid19 #bollywood #BreakingNews i feel same as u - @KushalT2803,2020-04-17 09:06:43+00:00,0,0,#IndiaBanTikTokIndia #TikTok #tikTokindia #indiacometogather #IndiaFightsCorona #IndiaFightsCoronavirus #covid19 #bollywood #BreakingNews,Surat,People of India come together and IndiaBanTikTokIndia TikTok tikTokindia IN lets ban china products indiacometogather IndiaFightsCorona IndiaFightsCoronavirus covid19 bollywood BreakingNews i feel same as u,[],,,,,,,
Acrylic Face Shield Laser Cutting Work #covid19 #faceshield #facemask #shield #acrylicfaceshield #mask #surat @Shree Mahaveer Interior Art https://www.instagram.com/p/B_ExmxahgXI/?igshid=y4ngoyiu3aou,2020-04-17 08:04:38+00:00,0,2,#covid19 #faceshield #facemask #shield #acrylicfaceshield #mask #surat,Surat,Acrylic Face Shield Laser Cutting Work covid19 faceshield facemask shield acrylicfaceshield mask surat Mahaveer Interior Art,[],,,,,,,
"17-04-2020 10:04:25 AM - 472 pending, 10 more positive, 0 more recover, 0 more death from last to latest report by Surat Mayor @DrJagdishSurat. #Covid19. Click a link for all details.https://td9.in/MayorDesk/Covid19/55",2020-04-17 04:42:56+00:00,0,1,#Covid19,Surat,17 04 2020 10 04 25 AM 472 pending 10 more positive 0 more recover 0 more death from last to latest report by Surat Mayor Covid19 Click a link for all details,"[{'score': 0.770831, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"Humble request to you that you just stay at home, no one need your expert comment on #COVID19. The Modi Govt @PMOIndia doing their best. We trust @narendramodi. We are thankful to him. #घरमेंरहेंस्वस्थरहें #HealthyAtHome #StayingAliveTogether #FightAgainstCOVID19 #PM",2020-04-16 14:37:14+00:00,1,1,#COVID19 #HealthyAtHome #HealthyAtHome #StayingAliveTogether #FightAgainstCOVID19 #PM,Surat,Humble request to you that you just stay at home no one need your expert comment on COVID19 The Modi Govt doing their best We trust We are thankful to him HealthyAtHome StayingAliveTogether FightAgainstCOVID19 PM,"[{'score': 0.848143, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"16-04-2020 06:55:09 PM - 4 more positive, 0 more recover, 0 more death from last to latest report by Surat Mayor @DrJagdishSurat. #Covid19. Click a link for all details.https://td9.in/MayorDesk/Covid19/54",2020-04-16 13:26:30+00:00,0,0,#Covid19,Surat,16 04 2020 06 55 09 PM 4 more positive 0 more recover 0 more death from last to latest report by Surat Mayor Covid19 Click a link for all details,"[{'score': 0.790402, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"A message to all. #StayIn #StaySafe #WeAreInThisTogether #Surat #Covid19 Created By : anmo.l.j_ @Surat, Gujarat https://www.instagram.com/p/B_CbLV0BjWW/?igshid=f2bqz2c1lf69",2020-04-16 10:13:38+00:00,0,0,#StayIn #StaySafe #WeAreInThisTogether #Surat #Covid19,Surat,A message to all StayIn StaySafe WeAreInThisTogether Surat Covid19 Created By anmo l j Gujarat,"[{'score': 0.516402, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"In these unprecedented times, Bringing joy to People’s Life - Dharmanandan Diamonds Dharmanandan Diamomds took a plead to provide food to people in need association with My Surat Surat Municipal Corporation. #LetsFightCoronaTogether #COVID19 #HelpNeedyPeople #StayHome #StaySafe",2020-04-16 06:10:05+00:00,3,15,#LetsFightCoronaTogether #COVID19 #HelpNeedyPeople #StayHome #StayHome #StaySafe,Surat,In these unprecedented times Bringing joy to People s Life Dharmanandan Diamonds Dharmanandan Diamomds took a plead to provide food to people in need association with My Surat Surat Municipal Corporation LetsFightCoronaTogether COVID19 HelpNeedyPeople StayHome StaySafe,"[{'score': 0.725478, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"16-04-2020 11:09:18 AM - 22 more positive, 0 more recover, 0 more death from last to latest report by Surat Mayor @DrJagdishSurat. #Covid19. Click a link for all details.https://td9.in/MayorDesk/Covid19/53",2020-04-16 05:50:17+00:00,0,0,#Covid19,Surat,16 04 2020 11 09 18 AM 22 more positive 0 more recover 0 more death from last to latest report by Surat Mayor Covid19 Click a link for all details,"[{'score': 0.790402, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
True #ashishchanchlani #ludo #Qurantine #100CrorePledge #COVID19 #COVID19india #StayHome #StaySafe,2020-04-16 00:30:02+00:00,0,0,#ashishchanchlani #ludo #Qurantine #100CrorePledge #COVID19 #COVID19india #StayHome #StayHome #StaySafe,Surat,True ashishchanchlani ludo Qurantine 100CrorePledge COVID19 COVID19india StayHome StaySafe,"[{'score': 0.674163, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"The #Covid19 crisis &amp; shutting of businesses in the Middle East have left thousands of Indian workers in deep distress &amp; desperate to return home. The Govt must organise flights to bring home our brothers &amp; sisters most in need of assistance, with quarantine plans in place. ",2020-04-15 16:09:36+00:00,0,0,#Covid19,Surat,The Covid19 crisis amp shutting of businesses in the Middle East have left thousands of Indian workers in deep distress amp desperate to return home The Govt must organise flights to bring home our brothers amp sisters most in need of assistance with quarantine plans in place,"[{'score': 0.64063, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"15-04-2020 06:29:31 PM - 13 more positive, 0 more recover, 0 more death from last to latest report by Surat Mayor @DrJagdishSurat. #Covid19. Click a link for all details.https://td9.in/MayorDesk/Covid19/49",2020-04-15 13:06:59+00:00,1,1,#Covid19,Surat,15 04 2020 06 29 31 PM 13 more positive 0 more recover 0 more death from last to latest report by Surat Mayor Covid19 Click a link for all details,"[{'score': 0.790402, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
The last K I N G Life is too SHORT To drive boring CARS #corona #covid19 #lastking #animal #animallove #wild #elephant #gharbaithoindia #eminem #pose #instagram #instagood… https://www.instagram.com/p/B-_d3RCHMa5/?igshid=12mr1cosxwhfg,2020-04-15 06:35:50+00:00,0,1,#corona #covid19 #lastking #animal #animallove #wild #elephant #gharbaithoindia #eminem #pose #instagram #instagood,Surat,The last K I N G Life is too SHORT To drive boring CARS corona covid19 lastking animal animallove wild elephant gharbaithoindia eminem pose instagram instagood,[],,,,,,,
"#onenationonerationcard is a new beginning for UP under extreme #COVID19 #Lockdown2 for migratory labourers and daily wagers. UP Food Dept is achieving new milestones under guidance of #IAS @74_alok, Nivedita Madam and Food Commissioner Maneesh Chauhan @PMOIndia @CMOfficeUP",2020-05-02 18:06:14+00:00,3,16,#onenationonerationcard #COVID19 #Lockdown2 #IAS,Kanpur,onenationonerationcard is a new beginning for UP under extreme COVID19 Lockdown2 for migratory labourers and daily wagers UP Food Dept is achieving new milestones under guidance of IAS alok Nivedita Madam and Food Commissioner Maneesh Chauhan,"[{'score': 0.723225, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
@myogioffice we feel very safe in our state during this pandemic of corona virus.Govt of india did the biggest airlift in the world to india during iraq Kuwait war but this is the highest airlift for the people of #UttarPradesh during your term. Credit goes 2 Your Team.#COVID19,2020-05-02 14:53:13+00:00,0,0,#UttarPradesh #COVID19,Kanpur,we feel very safe in our state during this pandemic of corona virus Govt of india did the biggest airlift in the world to india during iraq Kuwait war but this is the highest airlift for the people of UttarPradesh during your term Credit goes 2 Your Team COVID19,"[{'score': 0.695768, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"#Desh_Jitega_Corona_Harega #jai_hind #fulllockdown #sarejahanseacha #coronavirus #corona #yogi #yogiadityanath #covid19 #luckywelivehawaii #lucknow #apnaghar @Lucknow, Uttar Pradesh https://www.instagram.com/p/B_r8AB1pJdH/?igshid=1x4avgwnsqua4",2020-05-02 13:05:46+00:00,0,0,#Desh_Jitega_Corona_Harega #jai_hind #fulllockdown #sarejahanseacha #coronavirus #corona #yogi #yogiadityanath #covid19 #luckywelivehawaii #lucknow #apnaghar,Kanpur,Desh Jitega Corona Harega jai hind fulllockdown sarejahanseacha coronavirus corona yogi yogiadityanath covid19 luckywelivehawaii lucknow apnaghar Uttar Pradesh,[],,,,,,,
"#IndiaFightsCorona: #COVID19 can be cured. If you develop any symptoms, don't hesitate to report early. Immediately call 1075 (toll free) and help us to help you. #HealthForAll #SwasthaBharat #CoronaOutbreak… https://www.instagram.com/p/B_rcmZRDgqA/?igshid=1t9ospvrzjflt",2020-05-02 08:31:23+00:00,0,2,#IndiaFightsCorona #COVID19 #HealthForAll #SwasthaBharat #CoronaOutbreak,Kanpur,IndiaFightsCorona COVID19 can be cured If you develop any symptoms don t hesitate to report early Immediately call 1075 toll free and help us to help you HealthForAll SwasthaBharat CoronaOutbreak,[],,,,,,,
Good News Recovery rate of #COVID19 cases stands at 25.19% today. Recovery rate was 13.06% 14 days ago. @MoHFW_INDIA @MinistryWCD @drharshvardhan @DrHVoffice,2020-05-02 06:33:52+00:00,0,0,#COVID19,Kanpur,Good News Recovery rate of COVID19 cases stands at 25 19 today Recovery rate was 13 06 14 days ago INDIA,[],,,,,,,
Source.: Official #coronavírus #corona #covid19 #covid_19 #coronaupdatesindia #virus,2020-05-02 06:31:40+00:00,0,1,#coronav #corona #covid19 #covid_19 #coronaupdatesindia #virus,Kanpur,Source Official coronav rus corona covid19 covid 19 coronaupdatesindia virus,[],,,,,,,
Source.: Official #coronavírus #corona #covid19 #covid_19 #coronaupdatesindia #virus,2020-05-02 06:31:34+00:00,0,1,#coronav #corona #covid19 #covid_19 #coronaupdatesindia #virus,Kanpur,Source Official coronav rus corona covid19 covid 19 coronaupdatesindia virus,[],,,,,,,
Source.: Official #coronavírus #corona #covid19 #covid_19 #coronaupdatesindia #virus,2020-05-02 06:31:31+00:00,1,1,#coronav #corona #covid19 #covid_19 #coronaupdatesindia #virus,Kanpur,Source Official coronav rus corona covid19 covid 19 coronaupdatesindia virus,[],,,,,,,
"Source.: Official #coronavírus #corona #covid19 #covid_19 #coronaupdatesindia #virus @Lucknow, Uttar Pradesh https://www.instagram.com/p/B_rOwSBpgGB/?igshid=tpwenzxefnje",2020-05-02 06:30:24+00:00,0,0,#coronav #corona #covid19 #covid_19 #coronaupdatesindia #virus,Kanpur,Source Official coronav rus corona covid19 covid 19 coronaupdatesindia virus Uttar Pradesh,[],,,,,,,
Modular kitchen Tip No.28 A very small pull-out table can be practical in a small kitchen when you need extra working space with specific height. #StayHomeStaySafe #COVID19 #interiordesigner #ModularKitchen #kitchen #interiorvastu #godrej #Lucknow #UttarPradesh #India,2020-05-02 01:46:27+00:00,0,0,#StayHomeStaySafe #COVID19 #interiordesigner #ModularKitchen #kitchen #interiorvastu #godrej #Lucknow #UttarPradesh #India,Kanpur,Modular kitchen Tip No 28 A very small pull out table can be practical in a small kitchen when you need extra working space with specific height StayHomeStaySafe COVID19 interiordesigner ModularKitchen kitchen interiorvastu godrej Lucknow UttarPradesh India,[],,,,,,,
Congratulations @oddmonkvikas to cover great story during Lockdown. Many more to come. #COVID19 #MigrantLabourers,2020-05-01 23:12:17+00:00,0,2,#COVID19 #MigrantLabourers,Kanpur,Congratulations to cover great story during Lockdown Many more to come COVID19 MigrantLabourers,"[{'score': 0.900101, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"We are so lucky, we have the best PM : @narendramodi ji . Whole world is Suffering Badly #COVID19, but we are in control . Don't be panic, Govt needs our support Too . Believe our PM @narendramodi ji , together we will revive the Economy . No Doubt #ModiBestPmEver @PMOIndia",2020-05-01 19:26:39+00:00,0,1,#COVID19 #ModiBestPmEver,Kanpur,We are so lucky we have the best PM ji Whole world is Suffering Badly COVID19 but we are in control Don t be panic Govt needs our support Too Believe our PM ji together we will revive the Economy No Doubt ModiBestPmEver,"[{'score': 0.509133, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
#COVID19 #learnings: @IndiaDST 's new programme to promote #scientific #temper. @drharshvardhan @Ashutos61 @Adviser_DST @COVIDNewsByMIB @MoHFW_INDIA @ICMRDELHI @ResearchSchola6 #coronavirus #COVID__19 #COVID,2020-05-01 07:39:28+00:00,1,3,#COVID19 #learnings #scientific #temper #coronavirus #COVID__19 #COVID,Kanpur,COVID19 learnings s new programme to promote scientific temper DST INDIA coronavirus COVID 19 COVID,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"#Corona Says- I am not coming to your Home. You come outside and take me back..! So you are responsible, not me..! #stayhome #staysafe #most #talk2thakur #corona #covid19 #ganeshdey #artistsoninstagram #art #artist… https://www.instagram.com/p/B_ow_oTHzcw/?igshid=eyskn2hru3ws",2020-05-01 07:31:52+00:00,0,0,#Corona #stayhome #stayhome #staysafe #most #talk2thakur #corona #covid19 #ganeshdey #artistsoninstagram #art #artist,Kanpur,Corona Says I am not coming to your Home You come outside and take me back So you are responsible not me stayhome staysafe most talk2thakur corona covid19 ganeshdey artistsoninstagram art artist,"[{'score': 0.518196, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
