Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,sadness,confident,analytical,tentative,anger,fear
Yes it was #ChineseVirus or #WuhanVirus predicted not #COVID19. ,2020-03-28 11:02:57+00:00,0,0,#ChineseVirus #WuhanVirus #COVID19,Mumbai,Yes it was ChineseVirus or WuhanVirus predicted not COVID19,"[{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
#COVID19 | @AceMicromatic reaches out to customers part of GoI stipulated essential services.,2020-03-28 10:41:57+00:00,1,4,#COVID19,Mumbai,COVID19 reaches out to customers part of GoI stipulated essential services,"[{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.839659, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,1.0,,,
Age-structured impact of social distancing on the COVID-19 epidemic in India #Coronavirus #COVID19 #India #Italy #China https://arxiv.org/abs/2003.12055 @Lower Parel https://www.instagram.com/p/B-Rf7oZlTzx/?igshid=ao8ajc4f3amf,2020-03-28 10:08:50+00:00,0,0,#Coronavirus #COVID19 #India #Italy #China,Mumbai,Age structured impact of social distancing on the COVID 19 epidemic in India Coronavirus COVID19 India Italy China Parel,[],,,,,,,
"The Indian Youth Congress has opened nationwide helplines in all states for those in need of any form of assistance during the #COVID19 pandemic. Wherever you are, if you need help, reach out to us at the helplines provided. We are here for you. ",2020-03-28 09:58:30+00:00,5,43,#COVID19,Mumbai,The Indian Youth Congress has opened nationwide helplines in all states for those in need of any form of assistance during the COVID19 pandemic Wherever you are if you need help reach out to us at the helplines provided We are here for you,[],,,,,,,
"My sister and her fellow colleagues, serving at Kings County Hospital in Brooklyn, NY. Frontline helping patients with not enough NECESSITIES. They are running out masks, gowns, gloves etc. PLEASE HELP THEM FIGHT #covid19 #covid19usa",2020-03-28 09:43:50+00:00,0,1,#covid19 #covid19usa,Mumbai,My sister and her fellow colleagues serving at Kings County Hospital in Brooklyn NY Frontline helping patients with not enough NECESSITIES They are running out masks gowns gloves etc PLEASE HELP THEM FIGHT covid19 covid19usa,[],,,,,,,
"Ten new #COVID19 cases have been reported between 5 pm yesterday &amp; 8 am today, taking the total number to 74 in Karnataka which includes three deaths &amp; five cured/discharged persons: State Health Department #COVID2019india #COVID2019 Source: COVID - INDIA",2020-03-28 09:36:49+00:00,0,1,#COVID19 #COVID2019india #COVID2019,Mumbai,Ten new COVID19 cases have been reported between 5 pm yesterday amp 8 am today taking the total number to 74 in Karnataka which includes three deaths amp five cured discharged persons State Health Department COVID2019india COVID2019 Source COVID INDIA,[],,,,,,,
Coronavirus Outbreak: Two migrant workers who walked from Indore to Rajasthan tests #COVID19 positive #RajasthanLockDown #CoronaLockdown #CoronaIndiaAwareness Source: COVID19 - INDIA #Migration,2020-03-28 09:26:35+00:00,0,0,#COVID19 #RajasthanLockDown #CoronaLockdown #CoronaIndiaAwareness #Migration,Mumbai,Coronavirus Outbreak Two migrant workers who walked from Indore to Rajasthan tests COVID19 positive RajasthanLockDown CoronaLockdown CoronaIndiaAwareness Source COVID19 INDIA Migration,"[{'score': 0.606307, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.598602, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
Coronavirus Outbreak: Two migrant workers who walked from Indore to Rajasthan tests #COVID19 positive #RajasthanLockDown #CoronaLockdown #CoronaIndiaAwareness #Migration Source: COVID19 - INDIA,2020-03-28 08:35:59+00:00,0,0,#COVID19 #RajasthanLockDown #CoronaLockdown #CoronaIndiaAwareness #Migration,Mumbai,Coronavirus Outbreak Two migrant workers who walked from Indore to Rajasthan tests COVID19 positive RajasthanLockDown CoronaLockdown CoronaIndiaAwareness Migration Source COVID19 INDIA,"[{'score': 0.606307, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.598602, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
100% he is !!! China lied People lied #ChineseVirus #Covid19 ,2020-03-28 08:11:30+00:00,1,0,#ChineseVirus #Covid19,Mumbai,100 he is China lied People lied ChineseVirus Covid19,[],,,,,,,
"Queen , prince and prime minister in isolation... So who is in charge of Great Britain ? Finance minister Rishi or Home minister Priti ?? Quite a comeback after 200 years! Indian ruling Britain!! #covid19UK #covid19",2020-03-28 08:10:33+00:00,1,2,#covid19UK #covid19,Mumbai,Queen prince and prime minister in isolation So who is in charge of Great Britain Finance minister Rishi or Home minister Priti Quite a comeback after 200 years Indian ruling Britain covid19UK covid19,"[{'score': 0.589787, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Let’s save the humanity first from #COVID19 #ChineseVirus @palkisu @WIONews we can deal with China later.,2020-03-28 08:04:29+00:00,1,0,#COVID19 #ChineseVirus,Mumbai,Let s save the humanity first from COVID19 ChineseVirus we can deal with China later,"[{'score': 0.587989, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
Saturday Breakfast: Corona Cutlet Dotted with a splash of ketchup Accompanied by Banana Milkshake #corona #covid19 #quarantine #chefsofinstagram #chefkp #breakfast #morning #saturday #skills #cooking… https://www.instagram.com/p/B-RONkcnjhE/?igshid=11gp2fz8v4q4e,2020-03-28 07:34:00+00:00,0,0,#corona #covid19 #quarantine #chefsofinstagram #chefkp #breakfast #morning #saturday #skills #cooking,Mumbai,Saturday Breakfast Corona Cutlet Dotted with a splash of ketchup Accompanied by Banana Milkshake corona covid19 quarantine chefsofinstagram chefkp breakfast morning saturday skills cooking,"[{'score': 0.78522, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Never give up on any thought-process just because of the time , it will take to accomplish it. The time will pass anyway. #timepass #quarantinelife #coronamemes #covıd19 #pandemicsituation… https://www.instagram.com/p/B-RMHIXHbHw/?igshid=1gjnsh8ywau43",2020-03-28 07:15:39+00:00,0,0,#timepass #quarantinelife #coronamemes #cov #pandemicsituation,Mumbai,Never give up on any thought process just because of the time it will take to accomplish it The time will pass anyway timepass quarantinelife coronamemes cov d19 pandemicsituation,"[{'score': 0.57374, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.908301, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
Indian railways converts train coaches to treat #Covid19 patients. #IndianInnovation,2020-03-28 07:08:54+00:00,0,0,#Covid19 #IndianInnovation,Mumbai,Indian railways converts train coaches to treat Covid19 patients IndianInnovation,"[{'score': 0.515692, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"Country has united in true sense in it's fight against #COVID19! Isolation coaches have been prepared by the @RailMinIndia to fight the #CoronaVirus Pandemic. Thank You PM @narendramodi Ji, RM @PiyushGoyal Ji for the proactive measures. #IndiaFightsCorona",2020-03-28 07:06:01+00:00,2,2,#COVID19 #CoronaVirus #IndiaFightsCorona,Mumbai,Country has united in true sense in it s fight against COVID19 Isolation coaches have been prepared by the to fight the CoronaVirus Pandemic Thank You PM Ji RM Ji for the proactive measures IndiaFightsCorona,[],,,,,,,
OFFICIAL STATEMENT FROM #FWICE #Lockdown21 #DailyWageWorkers #CoronaVirus #COVID19 ,2020-03-28 07:03:58+00:00,0,2,#FWICE #Lockdown21 #DailyWageWorkers #CoronaVirus #COVID19,Mumbai,OFFICIAL STATEMENT FROM FWICE Lockdown21 DailyWageWorkers CoronaVirus COVID19,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
These days when I see a name trending on twitter I have a mini panic attack thinking this person too has contracted #COVID19 #StaySafe everyone #StayHomeSaveLives,2020-03-28 06:52:24+00:00,0,0,#COVID19 #StaySafe #StayHomeSaveLives,Mumbai,These days when I see a name trending on twitter I have a mini panic attack thinking this person too has contracted COVID19 StaySafe everyone StayHomeSaveLives,"[{'score': 0.800428, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
"The whole point if lockdown was to make sure Epidemic doesn't spread throughout the country. This mass migration of workers ti villages is making sure their rural areas will get infected too, where the medical assistance is going to be hard to get. Sad situation. #COVID19 #india",2020-03-28 06:51:36+00:00,1,5,#COVID19 #india,Mumbai,The whole point if lockdown was to make sure Epidemic doesn t spread throughout the country This mass migration of workers ti villages is making sure their rural areas will get infected too where the medical assistance is going to be hard to get Sad situation COVID19 india,"[{'score': 0.772447, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
"The need of the hour right now, is to stay home and save our planet. Join us from 8:30 p.m. to 9:30 p.m. as we switch off to fight Covid-19 and save our environment. . . . #StayHomeStaySafe #EarthHour #Covid19 #Coronavirus #IndiasOwnElectricSUV #NexonEVCompactSUV #TataMotorsEV",2020-03-28 06:41:16+00:00,1,16,#StayHomeStaySafe #EarthHour #Covid19 #Coronavirus #IndiasOwnElectricSUV #NexonEVCompactSUV #TataMotorsEV,Mumbai,The need of the hour right now is to stay home and save our planet Join us from 8 30 p m to 9 30 p m as we switch off to fight Covid 19 and save our environment StayHomeStaySafe EarthHour Covid19 Coronavirus IndiasOwnElectricSUV NexonEVCompactSUV TataMotorsEV,"[{'score': 0.637509, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Another #Covid_19 case in Dharavi (Mumbai) Gopinath CHAWL don't take it likely guyz #COVID19 #CoronaUpdate #CoronavirusOutbreak #ChineseBioterrorism #ChineseVirus19 #COVID2019india #ChineseVirus @CPMumbaiPolice @MumbaiPolice @CMOMaharashtra @mybmc @OfficeofUT @PMOIndia,2020-03-28 06:03:29+00:00,2,4,#Covid_19 #COVID19 #CoronaUpdate #CoronavirusOutbreak #ChineseBioterrorism #ChineseVirus19 #COVID2019india #ChineseVirus,Mumbai,Another Covid 19 case in Dharavi Mumbai Gopinath CHAWL don t take it likely guyz COVID19 CoronaUpdate CoronavirusOutbreak ChineseBioterrorism ChineseVirus19 COVID2019india ChineseVirus,[],,,,,,,
.@MadhuraDeshpa10 Smile is exactly what needs to get through the day! #keepsmiling - - #MadhuraDeshpande #marathicelebs #positivity #weekends #actress #quarantine #COVID19 #StaySafe #stayathome #SocialDistancing #StayHealthy #indialockdown #mediabuzz #MediaBuzzPR,2020-03-28 06:02:33+00:00,0,1,#keepsmiling #MadhuraDeshpande #marathicelebs #positivity #weekends #actress #quarantine #COVID19 #StaySafe #stayathome #stayathome #SocialDistancing #StayHealthy #indialockdown #mediabuzz #MediaBuzzPR,Mumbai,Smile is exactly what needs to get through the day keepsmiling MadhuraDeshpande marathicelebs positivity weekends actress quarantine COVID19 StaySafe stayathome SocialDistancing StayHealthy indialockdown mediabuzz MediaBuzzPR,"[{'score': 0.919562, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.787944, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
@amritavd @OfficialYUVA any #rationing #food issue this is #GR OF MAHARASHTRA GOVERNMENT in #COVID19 #lockdown #emergencymanagement THANKS TO ALL SYSTEM @OfficeofUT @AUThackeray @ChhaganCBhujbal @PawarSpeaks @bjp4mumbai @mnsadhikrut @abpmajhatv @zee24taasnews @RavindraWaikar,2020-03-28 05:57:20+00:00,2,5,#rationing #food #GR #COVID19 #lockdown #emergencymanagement,Mumbai,any rationing food issue this is GR OF MAHARASHTRA GOVERNMENT in COVID19 lockdown emergencymanagement THANKS TO ALL SYSTEM,"[{'score': 0.515576, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
Thank you @mihirkotecha sir... An assurance from you is enough for us... Much needed as people here are scared... We will surely fight #COVID19 together...,2020-03-28 05:52:50+00:00,0,1,#COVID19,Mumbai,Thank you sir An assurance from you is enough for us Much needed as people here are scared We will surely fight COVID19 together,"[{'score': 0.580391, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,1.0
Learn Why It's Time To Step Into The Shoes Of A Soldier & Switch On The Soldier Mentality By Clicking On This Link https://www.instagram.com/p/B-Q6sGqFLk-/?igshid=14utsokdh1fbl #21DaysChallenge #Soldiers #COVID19 #FightAgainstCoronavirus #ARMY #GoodMorning #SaturdayThoughts,2020-03-28 04:53:48+00:00,0,1,#21DaysChallenge #Soldiers #COVID19 #FightAgainstCoronavirus #ARMY #GoodMorning #SaturdayThoughts,Mumbai,Learn Why It s Time To Step Into The Shoes Of A Soldier Switch On The Soldier Mentality By Clicking On This Link 21DaysChallenge Soldiers COVID19 FightAgainstCoronavirus ARMY GoodMorning SaturdayThoughts,"[{'score': 0.621668, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.64237, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
And this shall pass too #stayhome #stayhealthy #stayfit #stayfocused #covid_19 #covıd19 #corona #courage #familytime #bondingtime #instagrammumbai #instagram #mumbaimerijaan #mumbai #maharashtra… https://www.instagram.com/p/B-Q7uqalzKb/?igshid=1ae41f28hclzb,2020-03-28 04:52:29+00:00,0,0,#stayhome #stayhome #stayhealthy #stayfit #stayfocused #covid_19 #cov #corona #courage #familytime #bondingtime #instagrammumbai #instagram #mumbaimerijaan #mumbai #maharashtra,Mumbai,And this shall pass too stayhome stayhealthy stayfit stayfocused covid 19 cov d19 corona courage familytime bondingtime instagrammumbai instagram mumbaimerijaan mumbai maharashtra,"[{'score': 0.675675, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
#MaharashtraLockdown: Chembur woman films a video of herself flouting the #Lockdown rules; gets arrested. #coronavirusindia #CoronavirusLockdown #CoronavirusLockDownIndia #COVID19 #Coronaindia #CoronaLockdown,2020-03-28 04:43:03+00:00,1,2,#MaharashtraLockdown #Lockdown #coronavirusindia #CoronavirusLockdown #CoronavirusLockDownIndia #COVID19 #Coronaindia #CoronaLockdown,Mumbai,MaharashtraLockdown Chembur woman films a video of herself flouting the Lockdown rules gets arrested coronavirusindia CoronavirusLockdown CoronavirusLockDownIndia COVID19 Coronaindia CoronaLockdown,[],,,,,,,
#BeSafeStayHome #CoronavirusOutbreak: Why Germany has such a low #COVID19 death rate ,2020-03-28 04:35:02+00:00,2,3,#BeSafeStayHome #CoronavirusOutbreak #COVID19,Mumbai,BeSafeStayHome CoronavirusOutbreak Why Germany has such a low COVID19 death rate,"[{'score': 0.597995, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
In the era of the #Netflix and #prime what is DD doing? good old MAhabharata and Ramayana.... quarantine times getting the prime time on DD back #covid19 #mediaandentertainment in COVID times,2020-03-28 04:29:35+00:00,0,0,#Netflix #prime #covid19 #mediaandentertainment,Mumbai,In the era of the Netflix and prime what is DD doing good old MAhabharata and Ramayana quarantine times getting the prime time on DD back covid19 mediaandentertainment in COVID times,[],,,,,,,
"Thankyou for the initiative taken by Shri @Sunilrane_bjp sir &amp; Shri @iGopalShetty sir along with @mybmcHealthDept @MCGM_BMC for setting up #COVID19 screening center in Borivali West,Mumbai @PMOIndia @narendramodi #StayHomeSaveLives #TogetherAgainstCorona #IndiaFightsCoronavirus",2020-03-28 04:24:55+00:00,0,0,#COVID19 #StayHomeSaveLives #TogetherAgainstCorona #IndiaFightsCoronavirus,Mumbai,Thankyou for the initiative taken by Shri bjp sir amp Shri sir along with BMC for setting up COVID19 screening center in Borivali West Mumbai StayHomeSaveLives TogetherAgainstCorona IndiaFightsCoronavirus,"[{'score': 0.72851, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
@MumbaiPolice Please Test ALL police - entire rank and file ASAP. Our police is at the frontline of battling COVID-19. Govt must ensure their safety and the safety of their families. Please TEST ALL #POLICE FOR #COVID19 #PoliceNeedToBeTested #WarAgainstVirus #MumbaiPolice,2020-03-28 04:21:33+00:00,0,0,#POLICE #COVID19 #PoliceNeedToBeTested #WarAgainstVirus #MumbaiPolice,Mumbai,Please Test ALL police entire rank and file ASAP Our police is at the frontline of battling COVID 19 Govt must ensure their safety and the safety of their families Please TEST ALL POLICE FOR COVID19 PoliceNeedToBeTested WarAgainstVirus MumbaiPolice,"[{'score': 0.516914, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,1.0,,,
And soon China will find vaccine for #COVID19 mark my tweet #ChiniseVirus,2020-03-28 04:09:33+00:00,0,0,#COVID19 #ChiniseVirus,Mumbai,And soon China will find vaccine for COVID19 mark my tweet ChiniseVirus,"[{'score': 0.702145, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
With current situation & chaos amidst the #Covid19. We request all not to panic about cat &amp; dog food supplies. You can make extra rotis for all strays in your community till essentials regularize. https://www.donatekart.com/AnimalMattersToMe/Help-Animal Or Google pay : 9819380310 Or http://www.amtmindia.org/donate/,2020-03-28 04:05:07+00:00,9,21,#Covid19,Mumbai,With current situation chaos amidst the Covid19 We request all not to panic about cat amp dog food supplies You can make extra rotis for all strays in your community till essentials regularize Or Google pay 9819380310 Or,"[{'score': 0.568352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
"Alarming development from China—Based on data from several quarantine facilities Wuhan, about 5%-10% of patients pronounced ""recovered"" have tested positive again. #covid19 #coronaviruschina",2020-03-28 03:57:52+00:00,2,3,#covid19 #coronaviruschina,Mumbai,Alarming development from China Based on data from several quarantine facilities Wuhan about 5 10 of patients pronounced recovered have tested positive again covid19 coronaviruschina,[],,,,,,,
"#CoronavirusOutbreak | With more than 100 new #Covid19 cases in less than 24 hours, total cases in India crossed the 800 mark as the country entered #Day4 of #CoronaLockdown. Here is everything we know ",2020-03-28 03:46:32+00:00,0,0,#CoronavirusOutbreak #Covid19 #Day4 #CoronaLockdown,Mumbai,CoronavirusOutbreak With more than 100 new Covid19 cases in less than 24 hours total cases in India crossed the 800 mark as the country entered Day4 of CoronaLockdown Here is everything we know,[],,,,,,,
Latest break up situations ! He dumped you so call the authorities and tell them he has Covid #COVID19 #fun,2020-03-28 03:45:23+00:00,1,1,#COVID19 #fun,Mumbai,Latest break up situations He dumped you so call the authorities and tell them he has Covid COVID19 fun,"[{'score': 0.685212, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"There are now, more than half a million confirmed cases of #COVID19 and more than 20,000 deaths. These are tragic numbers, but let us also remember that around the world, more than a hundred thousand people have recovered: Tedros Adhanom Ghebreyesus, Director-General of WHO",2020-03-28 03:41:45+00:00,0,2,#COVID19,Mumbai,There are now more than half a million confirmed cases of COVID19 and more than 20 000 deaths These are tragic numbers but let us also remember that around the world more than a hundred thousand people have recovered Tedros Adhanom Ghebreyesus Director General of WHO,"[{'score': 0.795334, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.543321, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,,,
"Total Covid-19 cases in Maharashtra jump to 159, with 5 new new cases in Mumbai and 1 in Nagpur #covid19",2020-03-28 03:35:15+00:00,5,13,#covid19,Mumbai,Total Covid 19 cases in Maharashtra jump to 159 with 5 new new cases in Mumbai and 1 in Nagpur covid19,"[{'score': 0.530573, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
#stayhealthy #stayhome #staysafe #staystrong #wewillgetthroughthis #covid #covid_19 #covıd19 #pandemic #quarantine #lockdown #TheEnglishNut #82point5communications #82point5 @New Vinay https://www.instagram.com/p/B-QvkHcjil0/?igshid=cwn9bjgmwurl,2020-03-28 03:06:12+00:00,0,0,#stayhealthy #stayhome #stayhome #staysafe #staystrong #wewillgetthroughthis #covid #covid_19 #cov #pandemic #quarantine #lockdown #TheEnglishNut #82point5communications #82point5,Mumbai,stayhealthy stayhome staysafe staystrong wewillgetthroughthis covid covid 19 cov d19 pandemic quarantine lockdown TheEnglishNut 82point5communications 82point5 Vinay,[],,,,,,,
A common probelm faced by every country & city hit by the #Covid19 spread has been the severe shortage of ICUs &amp; ventilators.. Bombay is majorly underprepared like most other cities via @TOIMumbai,2020-03-28 02:49:09+00:00,0,1,#Covid19,Mumbai,A common probelm faced by every country city hit by the Covid19 spread has been the severe shortage of ICUs amp ventilators Bombay is majorly underprepared like most other cities via,"[{'score': 0.522557, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
positive #COVID19 case of #vasai was detected and @mybmc has sealed off the society completely with 320 residents lock in @PMOIndia @CMOMaharashtra how do we proceed with daily needs for coming hours or days? #stayingathome itself even though but no confirmation on any release!,2020-03-28 02:13:12+00:00,1,1,#COVID19 #vasai #stayingathome,Mumbai,positive COVID19 case of vasai was detected and has sealed off the society completely with 320 residents lock in how do we proceed with daily needs for coming hours or days stayingathome itself even though but no confirmation on any release,"[{'score': 0.700747, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
With current situation & chaos amidst the #Covid19. We request all not to panic about cat &amp; dog food supplies. Feed Rotis now with little or no milk. To aid us you can donate via link below. https://www.donatekart.com/AnimalMattersToMe/Help-Animal Or Google pay : 9819380310 Or http://www.amtmindia.org/donate/,2020-03-28 01:57:43+00:00,4,9,#Covid19,Mumbai,With current situation chaos amidst the Covid19 We request all not to panic about cat amp dog food supplies Feed Rotis now with little or no milk To aid us you can donate via link below Or Google pay 9819380310 Or,"[{'score': 0.828082, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
#COVID2019 #COVID19 detection in #vasai #COVID19Mumbai,2020-03-28 00:13:38+00:00,1,1,#COVID2019 #COVID19 #vasai #COVID19Mumbai,Mumbai,COVID2019 COVID19 detection in vasai COVID19Mumbai,[],,,,,,,
Happy To Serve Our Real Hero's With Daily Food & Water. Please Follow The Rules & Support The Police They Are Not At Homes Because They Care For #India Help The Nation Fight Against #coronavirus #COVID19 ,2020-03-27 22:22:55+00:00,0,2,#India #coronavirus #COVID19,Mumbai,Happy To Serve Our Real Hero s With Daily Food Water Please Follow The Rules Support The Police They Are Not At Homes Because They Care For India Help The Nation Fight Against coronavirus COVID19,"[{'score': 0.806959, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.594429, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
Drug spraying on street for protect against coronavirus in Mira-Bhayandar. #streetsanitize #drugspray #covid_19 #covıd19 #coronavirus #gocorona #gocoronago #photojournalist #photography #photographers #newsphoto #lifeofmumbai #meerabhaynder #thane #mumbai #india #milindshelte,2020-03-27 19:49:15+00:00,1,3,#streetsanitize #drugspray #covid_19 #cov #coronavirus #gocorona #gocoronago #photojournalist #photography #photographers #newsphoto #lifeofmumbai #meerabhaynder #thane #mumbai #india #milindshelte,Mumbai,Drug spraying on street for protect against coronavirus in Mira Bhayandar streetsanitize drugspray covid 19 cov d19 coronavirus gocorona gocoronago photojournalist photography photographers newsphoto lifeofmumbai meerabhaynder thane mumbai india milindshelte,[],,,,,,,
"4 more persons have tested positive for #COVID19 in Madhya Pradesh, 3 are from Indore and 1 from Ujjain. 3 men from Indore are of ages- 60 years, 42 years and 23 years. The man from Ujjain is 23-year-old: Mahatma Gandhi Memorial Medical College, Indore More details awaited. ANI",2020-03-27 19:21:04+00:00,0,0,#COVID19,Mumbai,4 more persons have tested positive for COVID19 in Madhya Pradesh 3 are from Indore and 1 from Ujjain 3 men from Indore are of ages 60 years 42 years and 23 years The man from Ujjain is 23 year old Mahatma Gandhi Memorial Medical College Indore More details awaited ANI,"[{'score': 0.575067, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"A 21-year-old man with travel history to Dublin&Ireland has completely recovered from #COVID19 &amp;discharged from hospital after 2 subsequent mandatory tests that came out negative. He'll continue to be home quarantined for next 14 days: Dr C Vijayabaskar,#TamilNadu Health Minister",2020-03-27 19:04:08+00:00,1,2,#COVID19 #TamilNadu,Mumbai,A 21 year old man with travel history to Dublin Ireland has completely recovered from COVID19 amp discharged from hospital after 2 subsequent mandatory tests that came out negative He ll continue to be home quarantined for next 14 days Dr C Vijayabaskar TamilNadu Health Minister,[],,,,,,,
Six out of the nine total #COVID19 confirmed cases in Bihar have no travel history: Bihar Health Department #Covid19India #COVIDー19 Source: ANI,2020-03-27 17:14:39+00:00,0,0,#COVID19 #Covid19India #COVID,Mumbai,Six out of the nine total COVID19 confirmed cases in Bihar have no travel history Bihar Health Department Covid19India COVID 19 Source ANI,"[{'score': 0.636458, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"Italy records almost 1,000 #COVID19 related deaths, highest in a day: AFP news agency Source: PTI",2020-03-27 17:13:52+00:00,0,0,#COVID19,Mumbai,Italy records almost 1 000 COVID19 related deaths highest in a day AFP news agency Source PTI,"[{'score': 0.774291, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.571567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,1.0,,
CM Kejriwal says that Delhi is preparing for 1000+ #covid19 positive cases *every day*. We have less than 900 reported cases so far in INDIA as we have conducted less than 30k tests *overall*. EVERY INDIAN STATE NEEDS TO TEST MORE or the #21daylockdown will be the beginning..,2020-03-27 17:00:17+00:00,6,9,#covid19 #21daylockdown,Mumbai,CM Kejriwal says that Delhi is preparing for 1000 covid19 positive cases every day We have less than 900 reported cases so far in INDIA as we have conducted less than 30k tests overall EVERY INDIAN STATE NEEDS TO TEST MORE or the 21daylockdown will be the beginning,"[{'score': 0.506757, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
China is responsible for spreading covid 19 virus all over the world still they are not accepting the fact.let the world know that China is culprit. Trend the word #Chinesevirus #covid19 #coronavirus #china And let the world know what they deserve #zeenewshindi #thelallantop,2020-03-27 16:46:23+00:00,0,0,#Chinesevirus #covid19 #coronavirus #china #zeenewshindi #thelallantop,Mumbai,China is responsible for spreading covid 19 virus all over the world still they are not accepting the fact let the world know that China is culprit Trend the word Chinesevirus covid19 coronavirus china And let the world know what they deserve zeenewshindi thelallantop,"[{'score': 0.699597, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,1.0,,,
"Italy records almost 1,000 #COVID19 related deaths, highest in a day: AFP news agency #COVID2019 #Italycorona #BREAKING",2020-03-27 16:44:07+00:00,0,0,#COVID19 #COVID2019 #Italycorona #BREAKING,Mumbai,Italy records almost 1 000 COVID19 related deaths highest in a day AFP news agency COVID2019 Italycorona BREAKING,"[{'score': 0.753174, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.548904, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,1.0,1.0,,
Checking Papa's work... Preparing report... #WorkfromDaughter #wfh #workfromhomelife #workfromhome #familytime #KarunaGo #GoKaruna #covid19effect #COVID19 #instagood #instapic #instagram… https://www.instagram.com/p/B-PoFBZgFn3sNhn_kIyTclfYC3CBVfbdG7DAfo0/?igshid=lzxe3kpc5ufl,2020-03-27 16:41:33+00:00,0,0,#WorkfromDaughter #wfh #workfromhomelife #workfromhome #familytime #KarunaGo #GoKaruna #covid19effect #COVID19 #instagood #instapic #instagram,Mumbai,Checking Papa s work Preparing report WorkfromDaughter wfh workfromhomelife workfromhome familytime KarunaGo GoKaruna covid19effect COVID19 instagood instapic instagram,"[{'score': 0.761387, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
