Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,anger,sadness,joy,fear,tentative,confident
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 03:34:22+00:00,0,0,#COVID19 #IndiaFightsCorona,Ahmadabad,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 03:29:31+00:00,0,1,#COVID19 #IndiaFightsCorona,Ahmadabad,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Stay Home Save Lives, Support Janta Curfew to fight against #coronavirus #covid19 #coronavirusindia #coronavirusupdate #staysafe #Covid19India #JantaCurfew",2020-03-21 03:27:16+00:00,0,1,#coronavirus #covid19 #coronavirusindia #coronavirusupdate #staysafe #Covid19India #JantaCurfew,Ahmadabad,Stay Home Save Lives Support Janta Curfew to fight against coronavirus covid19 coronavirusindia coronavirusupdate staysafe Covid19India JantaCurfew,[],,,,,,,
Be responsible and fulfill duty towards Nation and Humanity! Qurantine yourself Be safe! Lets flight against #covıd19 #amazonprime #Netflix,2020-03-20 20:48:27+00:00,0,3,#cov #amazonprime #Netflix,Ahmadabad,Be responsible and fulfill duty towards Nation and Humanity Qurantine yourself Be safe Lets flight against cov d19 amazonprime Netflix,[],,,,,,,
Soon recover #Italy from #COVID19,2020-03-20 18:44:54+00:00,0,0,#Italy #COVID19,Ahmadabad,Soon recover Italy from COVID19,[],,,,,,,
Who would have known that there could be some happy side effects of #COVID19 #coronavirus? Woke up to an #instagram #live #concert by @diplo and my brushing routine turned into a #dance routine!,2020-03-20 17:59:13+00:00,0,0,#COVID19 #coronavirus #instagram #live #concert #dance,Ahmadabad,Who would have known that there could be some happy side effects of COVID19 coronavirus Woke up to an instagram live concert by and my brushing routine turned into a dance routine,"[{'score': 0.706885, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,1.0,,1.0,
We are all geared up to combat #COVID19. Urge all mining companies to ensure total compliance of issued Advisories. Take precautions to: Ensure hygiene &amp; sanitation Spread awareness not rumours Maintain social distancing Be responsible individuals #IndiaFightsCorona,2020-03-20 17:57:17+00:00,0,0,#COVID19 #IndiaFightsCorona,Ahmadabad,We are all geared up to combat COVID19 Urge all mining companies to ensure total compliance of issued Advisories Take precautions to Ensure hygiene amp sanitation Spread awareness not rumours Maintain social distancing Be responsible individuals IndiaFightsCorona,"[{'score': 0.732499, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.628439, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,1.0
Protect your community against #COVID19 #StayAtHome #BreakTheChain #StayHome #coronavirus #jantacurfew,2020-03-20 17:18:30+00:00,0,0,#COVID19 #StayAtHome #StayAtHome #BreakTheChain #StayHome #StayHome #coronavirus #jantacurfew,Ahmadabad,Protect your community against COVID19 StayAtHome BreakTheChain StayHome coronavirus jantacurfew,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Look what I shared: Myth busters about #COVID19 @MIUI| https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters #CoronaStopKaroNa #MythBusters #CoronavirusOutbreakindia,2020-03-20 15:53:39+00:00,0,0,#COVID19 #CoronaStopKaroNa #MythBusters #CoronavirusOutbreakindia,Ahmadabad,Look what I shared Myth busters about COVID19 CoronaStopKaroNa MythBusters CoronavirusOutbreakindia,[],,,,,,,
#threedotdesigns supports #jantacurfew #COVID19 #CoronaVirus #Corona #CoronaSeDaroNa #covid_19 #COVID19india #Coronaindia #CoronaVirusUpdates #CoronavirusPandemic #CoronaStopKaroNa #threedotdesigns #designstudio #designagency,2020-03-20 14:25:47+00:00,3,4,#threedotdesigns #jantacurfew #COVID19 #CoronaVirus #Corona #CoronaSeDaroNa #covid_19 #COVID19india #Coronaindia #CoronaVirusUpdates #CoronavirusPandemic #CoronaStopKaroNa #threedotdesigns #designstudio #designagency,Ahmadabad,threedotdesigns supports jantacurfew COVID19 CoronaVirus Corona CoronaSeDaroNa covid 19 COVID19india Coronaindia CoronaVirusUpdates CoronavirusPandemic CoronaStopKaroNa threedotdesigns designstudio designagency,[],,,,,,,
"Dear all, Will you all support Janta Curfew on 22nd March ? Are you with country ? #Covid19 – at The Mondo Kitchen",2020-03-20 13:45:06+00:00,0,1,#Covid19,Ahmadabad,Dear all Will you all support Janta Curfew on 22nd March Are you with country Covid19 at The Mondo Kitchen,"[{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,,,1.0
I just donated to the #COVID19Fund to support @WHO's response efforts to the global #COVID19 pandemic. Join me to help combat this growing global threat to people's health and well-being: ,2020-03-20 11:55:16+00:00,0,1,#COVID19Fund #COVID19,Ahmadabad,I just donated to the COVID19Fund to support s response efforts to the global COVID19 pandemic Join me to help combat this growing global threat to people s health and well being,"[{'score': 0.540705, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
Prime Minister vs Event Manager These three minutes are far more meaningful and reassuring than the 30weHad #COVID19 Laughing gestures with inocent serious face with no clapping&amp;shaking head shows concerned about themselves in MP KAMALNATH Government Gone,2020-03-20 11:47:07+00:00,0,1,#COVID19,Ahmadabad,Prime Minister vs Event Manager These three minutes are far more meaningful and reassuring than the 30weHad COVID19 Laughing gestures with inocent serious face with no clapping amp shaking head shows concerned about themselves in MP KAMALNATH Government Gone,[],,,,,,,
"Even World War I and II did not affect as many countries as coronavirus has done. Stay at home to Act Responsible Stay Home, Stay Remote #beatcoronavirus #Covid19 #FightAgainstCorona #CoronaVirus #Prevention #Cure… https://www.instagram.com/p/B99Ev8bBCwx/?igshid=15dbot205k9cx",2020-03-20 11:46:32+00:00,0,0,#beatcoronavirus #Covid19 #FightAgainstCorona #CoronaVirus #Prevention #Cure,Ahmadabad,Even World War I and II did not affect as many countries as coronavirus has done Stay at home to Act Responsible Stay Home Stay Remote beatcoronavirus Covid19 FightAgainstCorona CoronaVirus Prevention Cure,[],,,,,,,
"#socialdistancing is only way to protect against #covid19 we have planned for #workfromhome #globelinkww #youngindians #cii #Yiahmedabad @Ahmedabad, India https://www.instagram.com/p/B99DgOFFTuX/?igshid=1iiaai8ur8te3",2020-03-20 11:35:36+00:00,0,0,#socialdistancing #covid19 #workfromhome #globelinkww #youngindians #cii #Yiahmedabad,Ahmadabad,socialdistancing is only way to protect against covid19 we have planned for workfromhome globelinkww youngindians cii Yiahmedabad India,"[{'score': 0.656175, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Some top tips to calm the mind in these uncertain times of #COVID19 Media news overload is a catalyst for panic, and if you do get anxious, staying away and relying on information from credited sources is a great starting point! Stay Safe, Stay Happy and keep washing hands ",2020-03-20 06:57:15+00:00,1,7,#COVID19,Ahmadabad,Some top tips to calm the mind in these uncertain times of COVID19 Media news overload is a catalyst for panic and if you do get anxious staying away and relying on information from credited sources is a great starting point Stay Safe Stay Happy and keep washing hands,"[{'score': 0.551428, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.53057, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
Economic Stimulus Packages in response to #CoVid19 UK : $39 billion US : $1.2 trillion France : $45 billion NZ : $8 billion Italy : $28 billion Canada : $56 billion South Korea : $10 billion India : Janata Curfew &amp; Clapping hands in the Balcony on Sunday,2020-03-20 04:46:39+00:00,0,0,#CoVid19,Ahmadabad,Economic Stimulus Packages in response to CoVid19 UK 39 billion US 1 2 trillion France 45 billion NZ 8 billion Italy 28 billion Canada 56 billion South Korea 10 billion India Janata Curfew amp Clapping hands in the Balcony on Sunday,"[{'score': 0.619748, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
Pandemic is the result of loss of natural boundaries between human and wild life. Human has to draw the line not the wild or face it again and again #pandemic #covid19 #wildlife @Ecotech Biofarm Private Limited https://www.instagram.com/p/B-8Eg4-AG-f/?igshid=31l83kkzn0cs,2020-04-13 22:56:36+00:00,0,1,#pandemic #covid19 #wildlife,Pune,Pandemic is the result of loss of natural boundaries between human and wild life Human has to draw the line not the wild or face it again and again pandemic covid19 wildlife Biofarm Private Limited,"[{'score': 0.622522, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"@AxisBank http://replied.Next they will ask me to visit the nearest branch,area which is sealed by @PuneCityPolice. #pathetic loan dept is closed,They r only catering to #bigticket clients. @PMOIndia @narendramodi @RBI @FinMinIndia @AmitShah @AmitShahOffice #Help #COVID19 ",2020-04-13 22:27:59+00:00,0,0,#pathetic #bigticket #Help #COVID19,Pune,they will ask me to visit the nearest branch area which is sealed by pathetic loan dept is closed They r only catering to bigticket clients Help COVID19,[],,,,,,,
No schedule for sleeping/getting up/having food. No news on what day it is. COVID19 has changed everything. No offense to @RahulGandhi I hope you are doing well Rahul Ji. Take Care. Stay in Stay safe. #IndiaFightsCorona #Covid19India #Covid_19 #COVID19 #lockdownindia #Lockdown,2020-04-13 20:03:55+00:00,1,1,#IndiaFightsCorona #Covid19India #Covid_19 #COVID19 #lockdownindia #Lockdown,Pune,No schedule for sleeping getting up having food No news on what day it is COVID19 has changed everything No offense to I hope you are doing well Rahul Ji Take Care Stay in Stay safe IndiaFightsCorona Covid19India Covid 19 COVID19 lockdownindia Lockdown,"[{'score': 0.607756, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"Have we got vaccine for #Covid19? If not, then why are these people bursting crackers/rockets from past 1 hr? Location: Sai Nath Nagar, Wadgaon Sheri. #PleaseHelp #NeedtoSleep #CrackersKoStopKarona #KuchKarona @PuneCityPolice @CPPuneCity @DGPMaharashtra @SidShirole",2020-04-13 18:49:53+00:00,2,2,#Covid19 #PleaseHelp #NeedtoSleep #CrackersKoStopKarona #KuchKarona,Pune,Have we got vaccine for Covid19 If not then why are these people bursting crackers rockets from past 1 hr Location Sai Nath Nagar Wadgaon Sheri PleaseHelp NeedtoSleep CrackersKoStopKarona KuchKarona,[],,,,,,,
"Now he’s got the perfect excuse for doing NOTHING to contain the spread of #COVID19 in his constituency. Not to forget everyone will sympathise with him and gradually people will forget about #anantkarmuse. Also, MH has crossed 2000 cases. #BestCMOfTheWorld #IndiaFightsCorona",2020-04-13 11:16:39+00:00,1,2,#COVID19 #anantkarmuse #BestCMOfTheWorld #IndiaFightsCorona,Pune,Now he s got the perfect excuse for doing NOTHING to contain the spread of COVID19 in his constituency Not to forget everyone will sympathise with him and gradually people will forget about anantkarmuse Also MH has crossed 2000 cases BestCMOfTheWorld IndiaFightsCorona,"[{'score': 0.510565, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
My baby Soumya made Face Shield For our favorite #coronafighters #covi̇d19 #covid #askzee #coronawarriors #coronawarrior #indiafightscorona Any one can make this jugad in 5min. Making Face Shield For Corona Fighters in 5 min,2020-04-13 08:25:38+00:00,0,1,#coronafighters #covi #covid #askzee #coronawarriors #coronawarrior #indiafightscorona,Pune,My baby Soumya made Face Shield For our favorite coronafighters covi d19 covid askzee coronawarriors coronawarrior indiafightscorona Any one can make this jugad in 5min Making Face Shield For Corona Fighters in 5 min,"[{'score': 0.635793, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"@dhume @rupasubramanya Considering how little we know of the impact of pre-existing conditions on #covid19, it's foolish to draw conclusions at this early stage. To link cases/deaths to quality of governance is - even by the unenviable standards of our media - patently absurd !",2020-04-13 04:36:13+00:00,0,1,#covid19,Pune,Considering how little we know of the impact of pre existing conditions on covid19 it s foolish to draw conclusions at this early stage To link cases deaths to quality of governance is even by the unenviable standards of our media patently absurd,"[{'score': 0.603271, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.813105, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"Responsible food distribution with social distancing to assist lower income households in the #COVID19 era by our dealer M/s Mehrofi Traders , pune @CHVinod_bpcl @RamanMalik02 @singharunbpcl @kumarsantbpcl @BPCLRetail @BPCLimited",2020-04-12 02:37:46+00:00,16,25,#COVID19,Pune,Responsible food distribution with social distancing to assist lower income households in the COVID19 era by our dealer M s Mehrofi Traders pune bpcl,[],,,,,,,
"@PMOIndia please restart domestic flights with social distance &amp; health safety protocols on 15 Apr. Large numbers of essential service officials, families, patients, managers stuck. Return to thier official destination important. Will affect economy #COVID19",2020-04-11 13:53:35+00:00,0,0,#COVID19,Pune,please restart domestic flights with social distance amp health safety protocols on 15 Apr Large numbers of essential service officials families patients managers stuck Return to thier official destination important Will affect economy COVID19,[],,,,,,,
"I’m waiting When they announce the #COVID19 vaccine, I want Ambani or Modi himself taking the first dose on live television with someone we trust there watching to ensure it isn't some placebo, these morons will wait for others to get trial on",2020-04-11 12:10:16+00:00,0,0,#COVID19,Pune,I m waiting When they announce the COVID19 vaccine I want Ambani or Modi himself taking the first dose on live television with someone we trust there watching to ensure it isn t some placebo these morons will wait for others to get trial on,"[{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
Self-made Mask It includes three layers and 100% cotton fabric. Idea courtesy @eyehinakhan . . . #mask #covid19 #coronamaskchallenge #homemade #jitegaindia #jitegaindiaharegacorona #jaihind #jaibharat @Home! https://www.instagram.com/p/B-1Pr0wp5dO/?igshid=1hu52p1bbf0tq,2020-04-11 07:19:32+00:00,0,0,#mask #covid19 #coronamaskchallenge #homemade #jitegaindia #jitegaindiaharegacorona #jaihind #jaibharat,Pune,Self made Mask It includes three layers and 100 cotton fabric Idea courtesy mask covid19 coronamaskchallenge homemade jitegaindia jitegaindiaharegacorona jaihind jaibharat,"[{'score': 0.540416, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
So if this have some impact in the treatment of #COVID19 ? But some were talking about its side effects what about that?,2020-04-11 04:38:32+00:00,0,0,#COVID19,Pune,So if this have some impact in the treatment of COVID19 But some were talking about its side effects what about that,"[{'score': 0.909883, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.731735, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
#Apple plus #Google together in fight against #Covid19 #ContactTracing,2020-04-11 02:17:31+00:00,0,0,#Apple #Google #Covid19 #ContactTracing,Pune,Apple plus Google together in fight against Covid19 ContactTracing,[],,,,,,,
"FICCI-UPSC organized a webinar on Challenges & Opportunities for UP Industries during & post #COVID19 with Mr Alok Kumar, Principal Secy, Industries, @UPGovt. Also present were FICCI-UPSC Chair Mr Sharad Jaipuria, Mr Madhusudan Gopalan (P&amp;G SA) &amp; Mr Mohit Anand (@kelloggsindia).",2020-04-11 00:01:12+00:00,0,0,#COVID19,Pune,FICCI UPSC organized a webinar on Challenges Opportunities for UP Industries during post COVID19 with Mr Alok Kumar Principal Secy Industries Also present were FICCI UPSC Chair Mr Sharad Jaipuria Mr Madhusudan Gopalan P amp G SA amp Mr Mohit Anand,"[{'score': 0.65799, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
Hey Everyone i take challenge of #BuildforCOVID19 &amp; develope one App for #COVID19 with my Ideas &amp; Points. Thanks #hackathon for wonderful support &amp; taking Innovative collection of Ideas. I hope situation will be Under Controlled in World. @devpost,2020-04-10 17:56:10+00:00,0,2,#BuildforCOVID19 #COVID19 #hackathon,Pune,Hey Everyone i take challenge of BuildforCOVID19 amp develope one App for COVID19 with my Ideas amp Points Thanks hackathon for wonderful support amp taking Innovative collection of Ideas I hope situation will be Under Controlled in World,"[{'score': 0.836095, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
Some more images of @Space_Station passed from India. #CapturedOnCanon @Canon_India @NASA . What if all people die due to #covid19 ? We have six people in stock up their who can Start new earth again. #coronavirusinindia #coronavirus #InternationalSpaceStation #COVID19US,2020-04-10 16:07:03+00:00,0,0,#CapturedOnCanon #covid19 #coronavirusinindia #coronavirus #InternationalSpaceStation #COVID19US,Pune,Some more images of Station passed from India CapturedOnCanon India What if all people die due to covid19 We have six people in stock up their who can Start new earth again coronavirusinindia coronavirus InternationalSpaceStation COVID19US,"[{'score': 0.655755, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
So true #COVID19 ,2020-04-10 14:11:52+00:00,0,0,#COVID19,Pune,So true COVID19,"[{'score': 0.688431, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,1.0
"I'll crack on Sunday, 24th May! #lockdown #covid19 #WhenWillYouCrack",2020-04-10 10:59:01+00:00,0,1,#lockdown #covid19 #WhenWillYouCrack,Pune,I ll crack on Sunday 24th May lockdown covid19 WhenWillYouCrack,"[{'score': 0.555068, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,1.0,
From ambush to collaborative marketing. Airlines Industry in India has come a long long way. #covid19 #GoAir #GoIndigo #JetAirways #AirVistara #Spicejet #AirAsia #AirIndia,2020-04-10 10:25:08+00:00,0,1,#covid19 #GoAir #GoIndigo #JetAirways #AirVistara #Spicejet #AirAsia #AirIndia,Pune,From ambush to collaborative marketing Airlines Industry in India has come a long long way covid19 GoAir GoIndigo JetAirways AirVistara Spicejet AirAsia AirIndia,"[{'score': 0.57988, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"Dont count the days, make the days count.. Keep those creative juices flowing. . . #stayhome #staysafe #covıd19 #indiafightscorona . . #watchsamiq #sameeiqbal #sckyworks #alhamdulillah #livetoinspire #goodvibes #spreadlove #bepositive #namaste",2020-04-10 07:45:32+00:00,0,0,#stayhome #stayhome #staysafe #cov #indiafightscorona #watchsamiq #sameeiqbal #sckyworks #alhamdulillah #livetoinspire #goodvibes #spreadlove #bepositive #namaste,Pune,Dont count the days make the days count Keep those creative juices flowing stayhome staysafe cov d19 indiafightscorona watchsamiq sameeiqbal sckyworks alhamdulillah livetoinspire goodvibes spreadlove bepositive namaste,"[{'score': 0.896077, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
@OfficeofUT @drharshvardhan Nurse working in Mumbai Bhatia Hospital testifies in @manoramanews of serious medical negligence by hospital mgmt forcing #COVID19 +ve nurse incl. a 8-mnth pregnant to work and objecting to getting tested #sos @sardesairajdeep @ShashiTharoor pls RT,2020-04-10 07:18:32+00:00,0,0,#COVID19 #sos,Pune,Nurse working in Mumbai Bhatia Hospital testifies in of serious medical negligence by hospital mgmt forcing COVID19 ve nurse incl a 8 mnth pregnant to work and objecting to getting tested sos pls RT,"[{'score': 0.566381, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
@India always thinks about the world. #Covid19 वसुधैव कुटुम्बकम! ,2020-04-09 17:07:22+00:00,0,0,#Covid19,Pune,always thinks about the world Covid19,"[{'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,1.0
Detailed guidelines on Laboratory Biosafety to handle #COVID19 Samples http://dbtindia.gov.in/latest-announcement/interim-guidance-document-laboratory-biosafety-handle-covid-19-specimens,2020-04-09 10:58:44+00:00,0,1,#COVID19,Pune,Detailed guidelines on Laboratory Biosafety to handle COVID19 Samples,"[{'score': 0.720313, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"This is how we can become hero for our nation in the fight against corona virus. If I can, you can #COVID19 #SocialDistancing #StayHomeStaySafe #FightAgainstCOVID19 @DGPMaharashtra @PuneCityPolice @CPPuneCity @CMOMaharashtra @MumbaiPolice @OfficeofUT Salute to all life savers.",2020-04-09 10:00:16+00:00,0,1,#COVID19 #SocialDistancing #StayHomeStaySafe #FightAgainstCOVID19,Pune,This is how we can become hero for our nation in the fight against corona virus If I can you can COVID19 SocialDistancing StayHomeStaySafe FightAgainstCOVID19 Salute to all life savers,"[{'score': 0.58375, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"Please focus on #testing people, not testing the patience of people #COVID19 #Covid_19india #21daylockdown",2020-04-08 15:20:35+00:00,0,2,#testing #COVID19 #Covid_19india #21daylockdown,Pune,Please focus on testing people not testing the patience of people COVID19 Covid 19india 21daylockdown,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Need help for Robotic Sanitation in Pune We at MS robotics wants to offer our Automated Guided Vechile Prototype to government. Please share this with any government employee or share You can contact us on 7522994564 Thanks #robotics #india #india2020 #covid19 #coronavirus,2020-04-08 13:56:26+00:00,2,0,#robotics #india #india2020 #covid19 #coronavirus,Pune,Need help for Robotic Sanitation in Pune We at MS robotics wants to offer our Automated Guided Vechile Prototype to government Please share this with any government employee or share You can contact us on 7522994564 Thanks robotics india india2020 covid19 coronavirus,[],,,,,,,
"6.30 am Hanuman Jayanti at home. Prayed for the healthy, happy and peaceful life for everyone. #hanumanjayanti #godofpower #peace #health #strength #COVID19 ",2020-04-08 11:56:26+00:00,0,2,#hanumanjayanti #godofpower #peace #health #strength #COVID19,Pune,6 30 am Hanuman Jayanti at home Prayed for the healthy happy and peaceful life for everyone hanumanjayanti godofpower peace health strength COVID19,"[{'score': 0.96328, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"Tamboli Najir (73) from Sayyednagar, Hadapsar admitted with breathlessness on 02/04/2020. Was intubated, on ventilator. He didn't have any travel history or contact with positive patients. Death: 8/4/2020 @9.21am Cause #COVID19 Positive with multi-organ failure with DM HTN. ",2020-04-08 08:19:30+00:00,2,4,#COVID19,Pune,Tamboli Najir 73 from Sayyednagar Hadapsar admitted with breathlessness on 02 04 2020 Was intubated on ventilator He didn t have any travel history or contact with positive patients Death 8 4 2020 21am Cause COVID19 Positive with multi organ failure with DM HTN,"[{'score': 0.63956, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"Yes, 2nd one is stupidity. #racism #Northeast #people #India #Covid_19india #Covid_19 #COVID19 #GoCorona",2020-04-08 04:10:38+00:00,1,2,#racism #Northeast #people #India #Covid_19india #Covid_19 #COVID19 #GoCorona,Pune,Yes 2nd one is stupidity racism Northeast people India Covid 19india Covid 19 COVID19 GoCorona,[],,,,,,,
#lockdownextension has surpassed the suspense why Kattappa kill led Bahubali #21daysoflockdown #CoronaLessons #CoronaUpdate #COVID19 #coronavirusinindia #lockdowneffect,2020-04-08 01:46:05+00:00,0,0,#lockdownextension #21daysoflockdown #CoronaLessons #CoronaUpdate #COVID19 #coronavirusinindia #lockdowneffect,Pune,lockdownextension has surpassed the suspense why Kattappa kill led Bahubali 21daysoflockdown CoronaLessons CoronaUpdate COVID19 coronavirusinindia lockdowneffect,"[{'score': 0.562568, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
May God save his & millions of lives those are infected by #COVID19 #Stayin #Stayathome #India #Health #Life #Coronaindia,2020-04-07 17:02:37+00:00,0,0,#COVID19 #Stayin #Stayathome #Stayathome #India #Health #Life #Coronaindia,Pune,May God save his millions of lives those are infected by COVID19 Stayin Stayathome India Health Life Coronaindia,"[{'score': 0.765885, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,1.0,
Doodling is Fun !! #QuarantineActivities #lockdown #breakthechain #covid19 ,2020-04-07 16:00:07+00:00,0,6,#QuarantineActivities #lockdown #breakthechain #covid19,Pune,Doodling is Fun QuarantineActivities lockdown breakthechain covid19,"[{'score': 0.875039, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
2 mins silence for all those who banged utensils and lighted diya #डरपोक_मोदी @narendramodi_in @PMOIndia @BJP4India #bjpisthedeathofscience #bjpkillsdemocracy #21daysoflockdown #bjpswarondemocracy #COVID19 #coronavirusinindia #TrumptheWorstPresidentEVER,2020-04-07 15:54:49+00:00,0,0,#bjpisthedeathofscience #bjpkillsdemocracy #21daysoflockdown #bjpswarondemocracy #COVID19 #coronavirusinindia #TrumptheWorstPresidentEVER,Pune,2 mins silence for all those who banged utensils and lighted diya in bjpisthedeathofscience bjpkillsdemocracy 21daysoflockdown bjpswarondemocracy COVID19 coronavirusinindia TrumptheWorstPresidentEVER,"[{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,,,1.0
"While US has insulted India by threatening retaliation, the BJP Govt has insulted India by giving into US' demands. #डरपोक_मोदी #डरपोकमोदी @narendramodi_in @BJP4India @PMOIndia #bjpisthedeathofscience #bjpswarondemocracy #COVID19 #21daysoflockdown",2020-04-07 15:53:40+00:00,0,0,#bjpisthedeathofscience #bjpswarondemocracy #COVID19 #21daysoflockdown,Pune,While US has insulted India by threatening retaliation the BJP Govt has insulted India by giving into US demands in bjpisthedeathofscience bjpswarondemocracy COVID19 21daysoflockdown,"[{'score': 0.745781, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,1.0,,,,,
"I thought , modi’s answer after D TRUMP threat will be - My priority is safety of my peoples country ,but I was wrong #डरपोक_मोदी @narendramodi_in @BJP4India @PMOIndia #bjpkillsdemocracy #bjpswarondemocracy #bjpisthedeathofscience #BoycottTrumpPressConferences #COVID19 ",2020-04-07 15:50:00+00:00,0,1,#bjpkillsdemocracy #bjpswarondemocracy #bjpisthedeathofscience #BoycottTrumpPressConferences #COVID19,Pune,I thought modi s answer after D TRUMP threat will be My priority is safety of my peoples country but I was wrong in bjpkillsdemocracy bjpswarondemocracy bjpisthedeathofscience BoycottTrumpPressConferences COVID19,"[{'score': 0.546968, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.791857, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
