Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,confident,joy,anger,tentative,sadness,fear
"It seems the lockdown is over. If not, RIP in advance. #COVIDIOTS #Karnataka #Covid19 https://twitter.com/dpkBopanna/status/1259438259286859776",2020-05-10 11:59:17+00:00,0,0,#COVIDIOTS #Karnataka #Covid19,Bangalore,It seems the lockdown is over If not RIP in advance COVIDIOTS Karnataka Covid19,"[{'score': 0.515552, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,1.0,
WATCH: Here is an infographic on how #COVID19 spread in #Bengaluru over an indicated time period. Infographic by: BBMP @IndianExpress @WFRising @Kanagalogy @tinucherian @WeAreBangalore @Mysuru_district @NammaBengaluroo,2020-05-10 11:56:07+00:00,13,21,#COVID19 #Bengaluru,Bangalore,WATCH Here is an infographic on how COVID19 spread in Bengaluru over an indicated time period Infographic by BBMP district,[],,,,,,,
"What are different ways to contribute to your country other than 1. Staying indoors, religiously following #lockdown 2. Contributing what you can to your country's welfare fund. 3. Not deducting your house maid's monthly salary. #COVID19",2020-05-10 11:14:36+00:00,1,1,#lockdown #COVID19,Bangalore,What are different ways to contribute to your country other than 1 Staying indoors religiously following lockdown 2 Contributing what you can to your country s welfare fund 3 Not deducting your house maid s monthly salary COVID19,[],,,,,,,
"In a huge relief for over 8,000 resident doctors across the state, the state government has decided to hike stipends for the frontline #COVID19 workers, 5 years after it was last revised. ",2020-05-10 10:27:47+00:00,10,54,#COVID19,Bangalore,In a huge relief for over 8 000 resident doctors across the state the state government has decided to hike stipends for the frontline COVID19 workers 5 years after it was last revised,"[{'score': 0.522039, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
"These ppl might not have been tested in the normal course (migrants with little access, asymptomatic pilots), but because they're 'high risk', they were tested and we discovered cases. What does this say about #covid19 penetration in India and our testing strategy? ",2020-05-10 10:04:48+00:00,0,0,#covid19,Bangalore,These ppl might not have been tested in the normal course migrants with little access asymptomatic pilots but because they re high risk they were tested and we discovered cases What does this say about covid19 penetration in India and our testing strategy,[],,,,,,,
Must read article for everyone! Let's understand the #COVID19 infection scope/map and act smart in prevention! ,2020-05-10 09:34:25+00:00,0,0,#COVID19,Bangalore,Must read article for everyone Let s understand the COVID19 infection scope map and act smart in prevention,"[{'score': 0.564476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Event : House Arrest Turn up the volume and party with family@home with DJ in the house Register for free on http://Ticketgenie.in @DJNIHAR #bollywoodmusic #edm #familydancechallenge #houseparty #covid19 #stayhome #lockdown #socialdistancing #coronavirus,2020-05-10 06:16:33+00:00,0,2,#bollywoodmusic #edm #familydancechallenge #houseparty #covid19 #stayhome #stayhome #lockdown #socialdistancing #coronavirus,Bangalore,Event House Arrest Turn up the volume and party with family with DJ in the house Register for free on bollywoodmusic edm familydancechallenge houseparty covid19 stayhome lockdown socialdistancing coronavirus,"[{'score': 0.620171, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"Lockdown workout by #fdeccan manager ashu5922 with a message to all Stay Home Stay Fit #stayhome #stayfit #fcdeccan #wearefcd #covid19 #coronavirus #fcdeccanfamily #greyellows @Bangalore, India https://www.instagram.com/p/B__s79UgTK9/?igshid=10cash2qo2ies",2020-05-10 05:19:27+00:00,0,0,#fdeccan #stayhome #stayhome #stayfit #fcdeccan #wearefcd #covid19 #coronavirus #fcdeccanfamily #greyellows,Bangalore,Lockdown workout by fdeccan manager ashu5922 with a message to all Stay Home Stay Fit stayhome stayfit fcdeccan wearefcd covid19 coronavirus fcdeccanfamily greyellows India,"[{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"#COVID19 Karnataka panel report: Late admission, age behind most deaths @IndianExpress Read: https://bit.ly/2WhDdnB",2020-05-10 03:43:02+00:00,7,9,#COVID19,Bangalore,COVID19 Karnataka panel report Late admission age behind most deaths Read,"[{'score': 0.542035, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
You will love this video ! https://youtu.be/-roHFkchYBw #mothersday2020 #mom #IndiaFightsCoronavirus #COVID19 #Lockdownextention #WFH #sundayvibes #SundayMotivation #motivation #neelusgaleria,2020-05-10 02:37:41+00:00,0,0,#mothersday2020 #mom #IndiaFightsCoronavirus #COVID19 #Lockdownextention #WFH #sundayvibes #SundayMotivation #motivation #neelusgaleria,Bangalore,You will love this video mothersday2020 mom IndiaFightsCoronavirus COVID19 Lockdownextention WFH sundayvibes SundayMotivation motivation neelusgaleria,"[{'score': 0.849988, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"@PMOIndia @narendramodi @drashwathcn Learning is a process by onces own mistake others mistake In case of #COVID19, it's at the cost of lives. ",2020-05-10 02:19:14+00:00,0,0,#COVID19,Bangalore,Learning is a process by onces own mistake others mistake In case of COVID19 it s at the cost of lives,"[{'score': 0.909532, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"I've never been a fan of blaming toilets seats for spreading infection. Indian style toilets, even less so. Now about Hand Washing after using the toilet, there's a thing that I will definitely harp on. #COVID19",2020-05-10 01:46:51+00:00,0,3,#COVID19,Bangalore,I ve never been a fan of blaming toilets seats for spreading infection Indian style toilets even less so Now about Hand Washing after using the toilet there s a thing that I will definitely harp on COVID19,[],,,,,,,
UK study - quotes a high mortality. #COVID19 A third of patients admitted to hospital with covid-19 in the UK died—putting the fatality rate on a par with Ebola—according to a study which tracked the outcomes of 16 749 patients. https://www.bmj.com/content/369/bmj.m1794,2020-05-09 17:16:26+00:00,0,0,#COVID19,Bangalore,UK study quotes a high mortality COVID19 A third of patients admitted to hospital with covid 19 in the UK died putting the fatality rate on a par with Ebola according to a study which tracked the outcomes of 16 749 patients,"[{'score': 0.506262, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.645291, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
"Free distribution of COVID-19 preventive medicine amongst construction workers, security people & other in vicinity. #corona #covid19 #covid #india #Homoeopathy #homeopathy #alternativemedicine #alternativetreatment #alternative #medicine #karnataka #bangalore",2020-05-09 15:07:46+00:00,1,1,#corona #covid19 #covid #india #Homoeopathy #homeopathy #alternativemedicine #alternativetreatment #alternative #medicine #karnataka #bangalore,Bangalore,Free distribution of COVID 19 preventive medicine amongst construction workers security people other in vicinity corona covid19 covid india Homoeopathy homeopathy alternativemedicine alternativetreatment alternative medicine karnataka bangalore,"[{'score': 0.659886, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
I appreciate & welcome this much needed research to fight against #COVID19 by @moayush @MoHFW_INDIA &amp; @CSIR_IND,2020-05-09 14:42:02+00:00,18,43,#COVID19,Bangalore,I appreciate welcome this much needed research to fight against COVID19 by INDIA amp IND,"[{'score': 0.640583, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"Got this message on #WA There will be major impact on PG, rental business and overall real estate because of #COVID19 – at Samruddhi Smile Dental Care",2020-05-09 13:33:51+00:00,0,0,#WA #COVID19,Bangalore,Got this message on WA There will be major impact on PG rental business and overall real estate because of COVID19 at Samruddhi Smile Dental Care,"[{'score': 0.732064, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.796123, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"How we do? Spread the schemes rolled out by Govt for various sectors in Businesses, during #COVID19 to connect business to required help. Pease contact us @http://IndiaReboots.in or tweet/fb message using hashtag #IndiaReboots @minmsme @epchindia @Spices_Board @APEDADOC",2020-05-09 09:29:46+00:00,4,8,#COVID19 #IndiaReboots,Bangalore,How we do Spread the schemes rolled out by Govt for various sectors in Businesses during COVID19 to connect business to required help Pease contact us IndiaReboots in or tweet fb message using hashtag IndiaReboots Board,[],,,,,,,
"We @TeamDeshKeliye are here to serve the nation during this #Covid19 crisis #IndiaReboots a pan India initiative by a group of entrepreneurs &amp; professionals to connect business for the required help during Covid-19 crisis. For queries, #IndiaReboots @mygovindia @startupindia",2020-05-09 09:23:05+00:00,5,8,#Covid19 #IndiaReboots #IndiaReboots,Bangalore,We are here to serve the nation during this Covid19 crisis IndiaReboots a pan India initiative by a group of entrepreneurs amp professionals to connect business for the required help during Covid 19 crisis For queries IndiaReboots,"[{'score': 0.522833, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.628439, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
Much awaited #IndiaReboots campaign launched by @TeamDeshKeLiye We are a group of professionals working on how to help businesses during #Covid19 crisis. You may raise your business related queries using hashtag #IndiaReboots Cc @narendramodi @blsanthosh,2020-05-09 09:15:45+00:00,11,15,#IndiaReboots #Covid19 #IndiaReboots,Bangalore,Much awaited IndiaReboots campaign launched by We are a group of professionals working on how to help businesses during Covid19 crisis You may raise your business related queries using hashtag IndiaReboots Cc,"[{'score': 0.535726, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
#FacetimePhotoshoot with . . . Actress : @ShubraAiyappa Photo : @sandeepzmv . . . . . . The following series is completely shot over FaceTime . . . . . . . . #shubraaiyappa #socialdistancing #covid19… https://www.instagram.com/p/B_9UUITlfzk/?igshid=7gitlvbztqd4,2020-05-09 07:05:18+00:00,0,0,#FacetimePhotoshoot #shubraaiyappa #socialdistancing #covid19,Bangalore,FacetimePhotoshoot with Actress Photo The following series is completely shot over FaceTime shubraaiyappa socialdistancing covid19,"[{'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"Committed to Serve.... In the wake of #COVID19 spread, the #CISF - KIOCL have distributed Groceries to the underprivileged families in Derebail near KIOCL Township in Mangaluru. @dpradhanbjp @fskulaste @SteelMinIndia #IndiaFightsCorona",2020-05-09 05:43:55+00:00,15,25,#COVID19 #CISF #IndiaFightsCorona,Bangalore,Committed to Serve In the wake of COVID19 spread the CISF KIOCL have distributed Groceries to the underprivileged families in Derebail near KIOCL Township in Mangaluru IndiaFightsCorona,[],,,,,,,
Appeal: Don’t hold migrants back by force. #COVID19 ,2020-05-09 04:55:43+00:00,0,0,#COVID19,Bangalore,Appeal Don t hold migrants back by force COVID19,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Proud to be part of @Wipro in the fight against #COVID19 #WeAreInThisTogether,2020-05-09 03:18:34+00:00,0,0,#COVID19 #WeAreInThisTogether,Bangalore,Proud to be part of in the fight against COVID19 WeAreInThisTogether,"[{'score': 0.919883, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
#COVID19 RNA was detected in the stool of 55 (59%) pts &amp; in the serum of 39 (41%) pts. The urine sample from one pt was +ve. Median duration of virus in stool (22 days) was significantly longer than in respiratory (18 d) &amp; serum samples (16 d). https://www.bmj.com/content/369/bmj.m1443,2020-05-09 02:39:03+00:00,4,6,#COVID19,Bangalore,COVID19 RNA was detected in the stool of 55 59 pts amp in the serum of 39 41 pts The urine sample from one pt was ve Median duration of virus in stool 22 days was significantly longer than in respiratory 18 d amp serum samples 16 d,[],,,,,,,
Tis to b followed in India very funny dont even u imagine in ur dream tis will never happen in India @sridevisreedhar #Covid_19 #COVID19 #lockdown,2020-05-09 02:36:17+00:00,0,0,#Covid_19 #COVID19 #lockdown,Bangalore,Tis to b followed in India very funny dont even u imagine in ur dream tis will never happen in India Covid 19 COVID19 lockdown,[],,,,,,,
Did you know ? Comment and share with your friends/kids #India #COVID19 #neelusgaleria #maxfashion #mom,2020-05-09 01:42:47+00:00,0,0,#India #COVID19 #neelusgaleria #maxfashion #mom,Bangalore,Did you know Comment and share with your friends kids India COVID19 neelusgaleria maxfashion mom,"[{'score': 0.53968, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
#COVID19 testing. India 25.5 tests per positive case. (3.92 cases positive for every 100 tests) ,2020-05-08 17:22:40+00:00,0,1,#COVID19,Bangalore,COVID19 testing India 25 5 tests per positive case 3 92 cases positive for every 100 tests,"[{'score': 0.602693, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.953582, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
"#COVID19 testing. India is right up there with more than 80,000 tests per day. USA does more than 250,000 tests per day. https://ourworldindata.org/coronavirus-testing",2020-05-08 17:19:41+00:00,0,1,#COVID19,Bangalore,COVID19 testing India is right up there with more than 80 000 tests per day USA does more than 250 000 tests per day,[],,,,,,,
#IBM during #covid19 @PrannoyRoyNDTV special,2020-05-08 16:43:31+00:00,0,2,#IBM #covid19,Bangalore,IBM during covid19 special,[],,,,,,,
"""stay home stay safe ""- @sustainme_in https://sustainme.in . #sustainable #Sustainability #sustainablefashion #sustainme #Covid_19 #COVID19 #Bangalore #TamilNadu #dubai #UAE #ecommerce #Quarantine #LeavingCert #India #IndiaFightsCoronavirus #Economia #eco #economy #Taiwan",2020-05-08 14:35:35+00:00,1,1,#sustainable #Sustainability #sustainablefashion #sustainme #Covid_19 #COVID19 #Bangalore #TamilNadu #dubai #UAE #ecommerce #Quarantine #LeavingCert #India #IndiaFightsCoronavirus #Economia #eco #economy #Taiwan,Bangalore,stay home stay safe in sustainable Sustainability sustainablefashion sustainme Covid 19 COVID19 Bangalore TamilNadu dubai UAE ecommerce Quarantine LeavingCert India IndiaFightsCoronavirus Economia eco economy Taiwan,[],,,,,,,
Who is a best doctor? Seems like everyone having a best doctor on their online platform! #COVID19 #telehealth #OnlineMarketing,2020-05-08 13:56:41+00:00,0,0,#COVID19 #telehealth #OnlineMarketing,Bangalore,Who is a best doctor Seems like everyone having a best doctor on their online platform COVID19 telehealth OnlineMarketing,"[{'score': 0.647032, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.727988, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,1.0,,
Without livelihood there cannot exist a life.... #COVID19Lockdown #Economia #COVID19 ,2020-05-08 13:33:21+00:00,0,2,#COVID19Lockdown #Economia #COVID19,Bangalore,Without livelihood there cannot exist a life COVID19Lockdown Economia COVID19,"[{'score': 0.744733, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Check out my thoughts on #Smartphone industry and @XiaomiIndia business going forward after #Covid19. #Xiaomi #India #IndiaFightsCorona,2020-05-08 13:18:54+00:00,44,464,#Smartphone #Covid19 #Xiaomi #India #IndiaFightsCorona,Bangalore,Check out my thoughts on Smartphone industry and business going forward after Covid19 Xiaomi India IndiaFightsCorona,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Gathering of people without any #Social_Distancing during punch out at Acharya Institutes Bengaluru. College has provided only one punching machine for the whole college and 200+ people login and logout daily. @BlrCityPolice #COVID19 @BBMPCOMM @PMOIndia @acharyaofficial – at Acharya Institute,",2020-05-08 13:12:50+00:00,6,4,#Social_Distancing #COVID19,Bangalore,Gathering of people without any Social Distancing during punch out at Acharya Institutes Bengaluru College has provided only one punching machine for the whole college and 200 people login and logout daily COVID19 at Acharya Institute,"[{'score': 0.529862, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,1.0,,,
One more dosage of laughter. #COVID19 #covidhumour #CoronavirusOutbreak,2020-05-08 13:02:41+00:00,0,0,#COVID19 #covidhumour #CoronavirusOutbreak,Bangalore,One more dosage of laughter COVID19 covidhumour CoronavirusOutbreak,"[{'score': 0.687035, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"The lockdown has been extended, Our duty as well. Listen to their silent pleas, The least we can do? Tend to their simple needs. Help us feed! https://milaap.org/fundraisers/support-rachna-3 #circleofcompassion #LockdownExtended #COVID19 #StrayKids",2020-05-08 12:36:46+00:00,0,0,#circleofcompassion #LockdownExtended #COVID19 #StrayKids #StrayKids,Bangalore,The lockdown has been extended Our duty as well Listen to their silent pleas The least we can do Tend to their simple needs Help us feed circleofcompassion LockdownExtended COVID19 StrayKids,"[{'score': 0.538597, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"As of 5:00 PM of 08th May 2020, cumulatively 753 #COVID19 Positive cases have been confirmed in #Karnataka, it includes 30 Deaths &amp; 376 Discharges. 48 new cases have been confirmed for COVID-19 in the state from 07.05.2020, 5:00 PM to 08.05.2020, 5:00 PM. @IndianExpress",2020-05-08 11:49:37+00:00,8,9,#COVID19 #Karnataka,Bangalore,As of 5 00 PM of 08th May 2020 cumulatively 753 COVID19 Positive cases have been confirmed in Karnataka it includes 30 Deaths amp 376 Discharges 48 new cases have been confirmed for COVID 19 in the state from 07 05 2020 5 00 PM to 08 05 2020 5 00 PM,"[{'score': 0.634637, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Finally its #Friday What are your plans? Even #workingfromhome gives a good #FridayFeeling #FridayThoughts #LOCKDOWNDIARIES #LockdownWeekend #supermoon it's not #BlackFriday but #Lockdownfriday as we fight #COVID19 #Corona #coronavirus #IndiaFightsCorona #WFH #BeHappy ,2020-05-08 11:13:28+00:00,0,4,#Friday #workingfromhome #FridayFeeling #FridayThoughts #LOCKDOWNDIARIES #LockdownWeekend #supermoon #BlackFriday #Lockdownfriday #COVID19 #Corona #coronavirus #IndiaFightsCorona #WFH #BeHappy,Bangalore,Finally its Friday What are your plans Even workingfromhome gives a good FridayFeeling FridayThoughts LOCKDOWNDIARIES LockdownWeekend supermoon it s not BlackFriday but Lockdownfriday as we fight COVID19 Corona coronavirus IndiaFightsCorona WFH BeHappy,"[{'score': 0.867451, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
In China it's believed they do selfcare treatment. News worth trying once @TwitterIndia @cnni @scroll_in @TheQuint #COVID19 @cnn @RT_com #Corona @thewire_in #Tbt #WCW #goals @JantaKaReporter @BangaloreMirror @TwitterNews @cnnbrk @IndianExpress @AJEnglish @AltNews #Covid_19india,2020-05-08 09:43:29+00:00,0,0,#COVID19 #Corona #Tbt #WCW #goals #Covid_19india,Bangalore,In China it s believed they do selfcare treatment News worth trying once in COVID19 com Corona in Tbt WCW goals Covid 19india,"[{'score': 0.821677, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.63698, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,1.0,,
I feel T20s and T10s will get more attraction in coming times as the cricket bodies will look to get more revenue to fill for the jobs and financial losses. And I am afraid the popularity of test cricket may further deteriorate. #icc #cricket #testcricket #COVID19 #sports,2020-05-08 08:27:26+00:00,0,0,#icc #cricket #testcricket #COVID19 #sports,Bangalore,I feel T20s and T10s will get more attraction in coming times as the cricket bodies will look to get more revenue to fill for the jobs and financial losses And I am afraid the popularity of test cricket may further deteriorate icc cricket testcricket COVID19 sports,"[{'score': 0.619796, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
My piece on #Covid19 and the surge in fake news everywhere including national media about Nature healing itself. ,2020-05-08 08:20:57+00:00,9,19,#Covid19,Bangalore,My piece on Covid19 and the surge in fake news everywhere including national media about Nature healing itself,"[{'score': 0.671909, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.515576, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
"@DholpurPolice Sir need help, it’s regarding #COVID19 pandemic mis information/ false accusations. Kindly follow me for DM @DushyantDholpur sir",2020-05-08 08:14:00+00:00,0,0,#COVID19,Bangalore,Sir need help it s regarding COVID19 pandemic mis information false accusations Kindly follow me for DM sir,[],,,,,,,
Like a #caterpillar we were roaming and consuming everything in our path recklessly. This #Covid19 #quarantine or #isolation or social distancing is a #nature given opportunity for our #Metamorphosis stage.… https://www.instagram.com/p/B_6yJW8HD77/?igshid=r84hwd60d8j2,2020-05-08 07:28:15+00:00,0,0,#caterpillar #Covid19 #quarantine #isolation #nature #Metamorphosis,Bangalore,Like a caterpillar we were roaming and consuming everything in our path recklessly This Covid19 quarantine or isolation or social distancing is a nature given opportunity for our Metamorphosis stage,"[{'score': 0.74149, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,1.0,,
#vitaminArichfood #immunityboosterfood #covid19 #protectionagainstcorona #lockdown #coronavirus #globalhealthemergency #globalpandemic #protectyourself #loadedwithantioxidants #vitamins#https://wa.me/917309469482 #https://www.vartahealth.com/expert/-Dr.-Deeksha-Singh/2080#menu,2020-05-08 07:22:10+00:00,0,0,#vitaminArichfood #immunityboosterfood #covid19 #protectionagainstcorona #lockdown #coronavirus #globalhealthemergency #globalpandemic #protectyourself #loadedwithantioxidants,Bangalore,vitaminArichfood immunityboosterfood covid19 protectionagainstcorona lockdown coronavirus globalhealthemergency globalpandemic protectyourself loadedwithantioxidants vitamins,"[{'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"1,362 #COVID19 cases reported in Maharashtra today, the total number of cases in the state is now at 18,120: State Health Minister Rajesh Tope ",2020-05-08 06:36:35+00:00,0,3,#COVID19,Bangalore,1 362 COVID19 cases reported in Maharashtra today the total number of cases in the state is now at 18 120 State Health Minister Rajesh Tope,[],,,,,,,
"“Transitioning to a new normal in K-12 education”- Co-Founder & CEO, Nooraine Fazal, @noorainee, speaks at the webinar today. https://us02web.zoom.us/webinar/register/WN_-sidlScSRreq2tGybNq-Tg Register to attend. #thefutureofeducation #covid19",2020-05-08 06:05:49+00:00,1,2,#thefutureofeducation #covid19,Bangalore,Transitioning to a new normal in K 12 education Co Founder CEO Nooraine Fazal speaks at the webinar today Register to attend thefutureofeducation covid19,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Today is World Red Cross Day, A day to recognize the incredible contribution of all emergency workers, paramedics, doctors and nurses who work tirelessly to keep the spirit of Humanity alive and fight against #COVID19 ! #IndiaFightsCoronavirus @KalpataruTrust",2020-05-08 04:41:38+00:00,1,1,#COVID19 #IndiaFightsCoronavirus,Bangalore,Today is World Red Cross Day A day to recognize the incredible contribution of all emergency workers paramedics doctors and nurses who work tirelessly to keep the spirit of Humanity alive and fight against COVID19 IndiaFightsCoronavirus,"[{'score': 0.744944, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"ಬಾದ್ಶಾ in the BEAST MODE #bcinemasmeida #kichcha #sudeepa #workout #kfi #phantom #kotigobba3 #corona #lockdown #gym #covid19 #superstar @Bangalore, India https://www.instagram.com/p/B_6cK8RHmum/?igshid=3xvi2noabs8g",2020-05-08 04:16:13+00:00,0,0,#bcinemasmeida #kichcha #sudeepa #workout #kfi #phantom #kotigobba3 #corona #lockdown #gym #covid19 #superstar,Bangalore,in the BEAST MODE bcinemasmeida kichcha sudeepa workout kfi phantom kotigobba3 corona lockdown gym covid19 superstar India,"[{'score': 0.590752, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"Restarting labour movement not only halts economic activities but also eliminates the entire purpose of Lock down & brings a big threat to rural population,we wil loose the war against covid 19.#COVID19 @Tejasvi_Surya @BSYBJP @PMOIndia @BJP4India @INCIndia @RahulGandhi",2020-05-08 02:54:55+00:00,0,0,#COVID19,Bangalore,Restarting labour movement not only halts economic activities but also eliminates the entire purpose of Lock down brings a big threat to rural population we wil loose the war against covid 19 COVID19 Surya,"[{'score': 0.60676, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,1.0
Lockdown or no lockdown it’s impossible to control community transmission for #COVID19. Many might have it but most may be asymptotic. It will be nice if someone does #DataAnalytics on those who are infected to derive patterns. feel only a certain people are getting affected.,2020-05-08 02:36:30+00:00,0,0,#COVID19 #DataAnalytics,Bangalore,Lockdown or no lockdown it s impossible to control community transmission for COVID19 Many might have it but most may be asymptotic It will be nice if someone does DataAnalytics on those who are infected to derive patterns feel only a certain people are getting affected,"[{'score': 0.585016, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.711313, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,,
"#COVID19 testing in India reaches more than 80,000 per day. A Total of 1357413 tested till now. ",2020-05-08 02:28:37+00:00,0,6,#COVID19,Bangalore,COVID19 testing in India reaches more than 80 000 per day A Total of 1357413 tested till now,[],,,,,,,
Proportion of people needing ICU and ventilators has gone up in ten days. Are we moving towards a peak? #COVID19 #COVID19India,2020-05-08 01:36:07+00:00,0,0,#COVID19 #COVID19India,Bangalore,Proportion of people needing ICU and ventilators has gone up in ten days Are we moving towards a peak COVID19 COVID19India,[],,,,,,,
"The full moon of the month of May is known as the Flower Moon. Since this full moon will also be a supermoon, it is being called the Super Flower Moon. #timelapsephotography #timelapse #supermoon #flowermoon #superflowermoon #lockdown2020 #covid19 #lockdown #NightPhotography",2020-05-07 19:22:25+00:00,1,6,#timelapsephotography #timelapse #supermoon #flowermoon #superflowermoon #lockdown2020 #covid19 #lockdown #NightPhotography,Bangalore,The full moon of the month of May is known as the Flower Moon Since this full moon will also be a supermoon it is being called the Super Flower Moon timelapsephotography timelapse supermoon flowermoon superflowermoon lockdown2020 covid19 lockdown NightPhotography,"[{'score': 0.734627, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"I miss this #covid19 #tired #tbt #goodfood #goodlife #restaurant #food #missing @Whitefield, Karnataka, India https://www.instagram.com/p/B_5a-s4HDNK/?igshid=81up4hl3p6qn",2020-05-07 18:46:35+00:00,0,0,#covid19 #tired #tbt #goodfood #goodlife #restaurant #food #missing,Bangalore,I miss this covid19 tired tbt goodfood goodlife restaurant food missing Karnataka India,"[{'score': 0.678699, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
Wishing all the Foreign Returnees a very healthy journey. #IndianRepatriationMission #COVID19 #coronavirus,2020-05-07 17:29:02+00:00,2,8,#IndianRepatriationMission #COVID19 #coronavirus,Bangalore,Wishing all the Foreign Returnees a very healthy journey IndianRepatriationMission COVID19 coronavirus,"[{'score': 0.842945, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
"77 inmates & 26 police personnel at Mumbai's Arthur Road prison have tested positive for #COVID19. They will be sent to Saint George's hospital for treatment: Anil Deshmukh, Maharashtra Home Minister ",2020-05-07 16:26:54+00:00,1,4,#COVID19,Bangalore,77 inmates 26 police personnel at Mumbai s Arthur Road prison have tested positive for COVID19 They will be sent to Saint George s hospital for treatment Anil Deshmukh Maharashtra Home Minister,[],,,,,,,
"#Grants #fundingapplications #philanthropy #COVID19 Curated Funding opportunities , Grants, resources specifically focussed on COVID-19 and the development sector - sourced , curated, vetted, and updated daily. ",2020-05-07 16:08:06+00:00,0,0,#Grants #fundingapplications #philanthropy #COVID19,Bangalore,Grants fundingapplications philanthropy COVID19 Curated Funding opportunities Grants resources specifically focussed on COVID 19 and the development sector sourced curated vetted and updated daily,[],,,,,,,
